Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR
FToD,172.0,dragon,generic,N,2.0,2,450.0,32.5,14.0,37.5,18.0,4.0,4.0,18.666666,18.666666
MM,345.0,humanoid,generic,N,2.0,2,450.0,33.0,13.0,33.0,13.0,3.0,3.0,23.166666,23.166666
VGtM,134.0,fey,generic,N,2.0,2,450.0,27.5,15.0,27.5,15.0,5.0,5.0,21.0,21.0
OotA,232.0,humanoid,unique,N,2.0,2,450.0,40.5,15.0,50.0,17.0,5.0,5.0,21.333334,21.333334
MM,78.0,fiend,generic,N,2.0,2,450.0,22.5,13.0,22.5,17.0,4.0,4.0,14.0,14.0
IDRotF,276.0,undead,unique,N,6.0,3,2300.0,45.0,11.0,112.5,11.0,6.0,6.0,36.0,36.0
FToD,179.0,monstrosity,generic,N,2.0,2,450.0,40.5,15.0,40.5,17.0,4.0,4.0,27.0,27.0
FToD,189.0,humanoid,generic,N,2.0,2,450.0,36.0,13.0,46.5,13.0,5.0,5.0,27.0,27.0
FToD,189.0,humanoid,generic,N,2.0,2,450.0,36.0,13.0,46.5,13.0,5.0,5.0,27.0,27.0
FToD,190.0,dragon,generic,N,2.0,2,450.0,58.5,13.0,58.5,15.0,5.0,5.0,20.0,20.0
RoT,90.0,humanoid,generic,N,2.0,2,450.0,33.0,14.0,33.0,14.0,5.0,6.0,25.0,25.0
GoS,235.0,undead,generic,N,2.0,2,450.0,45.0,10.0,52.0,10.0,5.0,5.0,14.0,14.0
MM,346.0,humanoid,generic,N,2.0,2,450.0,27.5,16.0,27.5,16.0,4.0,4.0,23.333334,23.333334
TftYP,240.0,fey,unique,N,2.0,2,450.0,44.0,13.0,44.0,18.0,5.0,10.0,18.666666,18.666666
MToF,188.0,construct,generic,N,2.0,2,450.0,33.0,17.0,33.0,17.0,5.0,5.0,21.333334,21.333334
RoT,91.0,humanoid,unique,N,9.0,4,5000.0,117.0,17.0,117.0,17.0,7.0,7.0,40.0,40.0
MToF,189.0,humanoid,generic,N,2.0,2,450.0,26.0,16.0,26.0,18.0,4.0,4.0,28.0,28.0
MToF,189.0,humanoid,generic,N,2.0,2,450.0,39.0,19.0,39.0,19.0,5.0,5.0,28.0,28.0
TftYP,234.0,humanoid,generic,N,2.0,2,450.0,33.0,15.0,33.0,15.0,5.0,5.0,33.0,33.0
OotA,227.0,humanoid,generic,N,2.0,2,450.0,39.0,18.0,39.0,20.0,5.0,5.0,11.0,11.0
OotA,228.0,humanoid,generic,N,2.0,2,450.0,26.0,18.0,26.0,20.0,5.0,5.0,19.333334,19.333334
BGDiA,170.0,humanoid,unique,N,5.0,3,1800.0,84.5,15.0,99.5,17.0,7.0,9.0,36.0,36.0
CM,197.0,fey,unique,LL,16.0,5,15000.0,306.0,17.0,396.0,19.0,12.0,12.0,62.666668,62.666668
GGtR,214.0,dragon,unique,L,26.0,8,90000.0,370.5,22.0,575.6,31.0,17.0,17.0,186.66667,186.66667
FToD,193.0,monstrosity,generic,N,2.0,2,450.0,28.0,14.0,38.0,14.0,5.0,5.0,20.0,20.0
MM,325.0,beast,generic,N,2.0,2,450.0,42.5,14.0,42.5,14.0,6.0,6.0,22.0,22.0
FToD,197.0,dragon,generic,N,2.0,2,450.0,39.0,16.0,39.0,21.0,4.0,4.0,19.0,19.0
PotA,200.0,humanoid,generic,N,2.0,2,450.0,45.5,17.0,45.5,17.0,4.0,4.0,17.333334,17.333334
MM,131.0,monstrosity,generic,N,2.0,2,450.0,44.0,13.0,44.0,13.0,4.0,4.0,17.0,17.0
MM,133.0,dragon,generic,N,2.0,2,450.0,14.0,15.0,14.0,21.0,7.0,11.0,1.0,1.0
PotA,207.0,humanoid,generic,N,2.0,2,450.0,52.0,13.0,82.0,13.0,4.0,4.0,13.333333,13.333333
MM,140.0,elemental,generic,N,2.0,2,450.0,52.5,15.0,52.5,15.0,4.0,4.0,10.0,10.0
MM,242.0,ooze,generic,N,2.0,2,450.0,84.0,6.0,84.0,6.0,4.0,4.0,20.0,20.0
MM,148.0,undead,generic,N,2.0,2,450.0,36.0,13.0,36.0,14.0,5.0,5.0,10.0,10.0
TftYP,235.0,beast,generic,N,2.0,2,450.0,45.5,15.0,45.5,15.0,4.0,4.0,7.0,7.0
GoS,246.0,humanoid,unique,N,0.5,2,100.0,30.0,12.0,30.0,12.0,4.0,4.0,6.0,6.0
MM,157.0,aberration,generic,N,2.0,2,450.0,67.5,9.0,67.5,9.0,2.0,2.0,17.0,17.0
CM,27.0,aberration,generic,N,2.0,2,450.0,39.0,12.0,39.0,12.0,4.0,4.0,16.0,16.0
MM,161.0,humanoid,generic,N,2.0,2,450.0,38.5,14.0,38.5,19.0,4.0,4.0,30.0,30.0
MM,163.0,humanoid,generic,N,2.0,2,450.0,49.5,15.0,49.5,15.0,5.0,5.0,16.0,16.0
MM,173.0,monstrosity,generic,N,2.0,2,450.0,27.0,14.0,27.0,14.0,4.0,4.0,14.0,14.0
MM,174.0,monstrosity,generic,N,2.0,2,450.0,59.5,12.0,59.5,12.0,6.0,6.0,19.0,19.0
PotA,216.0,elemental,unique,LL,20.0,6,25000.0,526.5,20.0,616.5,26.0,14.0,18.0,78.0,78.0
WDH,197.0,humanoid,generic,N,2.0,2,450.0,58.5,17.0,58.5,17.0,4.0,4.0,11.0,11.0
PotA,218.0,elemental,unique,LL,18.0,6,20000.0,324.0,18.0,517.5,22.0,11.0,11.0,135.0,135.0
VGtM,157.0,humanoid,generic,N,2.0,2,450.0,49.5,13.0,49.5,14.0,5.0,5.0,11.0,11.0
VGtM,158.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,13.0,13.0
TftYP,241.0,undead,unique,N,10.0,4,5900.0,138.0,9.0,276.0,9.0,7.0,7.0,78.0,78.0
VGtM,158.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,13.0,13.0
HotDQ,91.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,13.0,13.0
VGtM,158.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,13.0,13.0
VGtM,158.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,13.0,13.0
VGtM,158.0,dragon,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,13.0,13.0
MM,179.0,fey,generic,N,2.0,2,450.0,52.5,14.0,52.5,14.0,5.0,5.0,10.0,10.0
VGtM,162.0,humanoid,generic,N,2.0,2,450.0,32.5,15.0,32.5,15.0,5.0,5.0,20.0,20.0
PotA,190.0,humanoid,generic,N,2.0,2,450.0,45.0,15.0,45.0,20.0,5.0,5.0,17.0,17.0
PotA,191.0,humanoid,generic,N,2.0,2,450.0,33.0,14.0,43.0,14.0,3.0,3.0,23.333334,23.333334
MToF,153.0,fiend,unique,LL,26.0,8,90000.0,405.0,20.0,618.8,24.0,18.0,18.0,191.33333,191.33333
OotA,245.0,fiend,unique,LL,26.0,8,90000.0,405.0,20.0,618.8,24.0,18.0,18.0,218.33333,218.33333
GGtR,217.0,humanoid,generic,N,2.0,2,450.0,52.0,18.0,52.0,18.0,6.0,6.0,14.0,14.0
PotA,211.0,humanoid,unique,N,2.0,2,450.0,39.0,14.0,50.0,14.0,5.0,5.0,25.5,25.5
GGtR,217.0,humanoid,generic,N,2.0,2,450.0,39.0,13.0,39.0,15.0,5.0,5.0,16.0,16.0
ERftLW,294.0,humanoid,generic,N,2.0,2,450.0,40.5,15.0,40.5,15.0,4.0,4.0,34.0,34.0
MM,191.0,aberration,generic,N,2.0,2,450.0,21.0,12.0,21.0,12.0,4.0,4.0,18.0,18.0
WDotMM,96.0,dragon,unique,N,3.0,2,700.0,104.0,15.0,104.0,19.0,7.0,7.0,11.0,11.0
BGDiA,232.0,humanoid,generic,N,2.0,2,450.0,45.0,16.0,45.0,18.0,5.0,5.0,14.0,14.0
OotA,226.0,aberration,generic,N,2.0,2,450.0,44.0,16.0,83.0,16.0,4.0,4.0,9.0,9.0
GoS,239.0,humanoid,generic,N,2.0,2,450.0,33.0,14.0,33.0,14.0,4.0,4.0,23.0,23.0
MToF,212.0,monstrosity,generic,N,2.0,2,450.0,39.0,18.0,39.0,18.0,5.0,6.0,12.0,12.0
MM,205.0,humanoid,generic,N,2.0,2,450.0,27.5,13.0,27.5,13.0,4.0,4.0,20.166666,20.166666
GoS,243.0,humanoid,generic,N,2.0,2,450.0,33.0,14.0,33.0,16.0,4.0,4.0,22.0,22.0
IDRotF,300.0,construct,generic,N,2.0,2,450.0,51.0,16.0,51.0,18.0,4.0,4.0,18.0,18.0
VGtM,170.0,fey,generic,N,2.0,2,450.0,31.5,15.0,31.5,17.0,4.0,4.0,7.0,7.0
MM,219.0,monstrosity,generic,N,2.0,2,450.0,45.0,13.0,45.0,13.0,6.0,6.0,17.666666,17.666666
GoS,245.0,monstrosity,unique,L,11.0,4,7200.0,144.5,14.0,234.5,16.0,9.0,9.0,76.0,76.0
MM,220.0,monstrosity,generic,N,2.0,2,450.0,58.5,12.0,58.5,12.0,5.0,5.0,12.0,12.0
HotDQ,91.0,humanoid,unique,N,3.0,2,700.0,59.5,15.0,59.5,15.0,5.0,5.0,36.0,36.0
FToD,213.0,dragon,generic,N,2.0,2,450.0,39.0,17.0,39.0,21.0,5.0,5.0,19.666666,19.666666
MM,232.0,plant,generic,N,2.0,2,450.0,60.0,13.0,60.0,13.0,3.0,3.0,15.0,15.0
MOoT,236.0,fey,generic,N,2.0,2,450.0,31.5,15.0,31.5,17.0,6.0,6.0,18.0,18.0
CoS,236.0,construct,unique,N,0.25,2,50.0,10.5,14.0,10.5,14.0,4.0,5.0,4.0,4.0
MM,236.0,aberration,generic,N,2.0,2,450.0,45.0,15.0,45.0,15.0,4.0,4.0,12.0,12.0
MM,243.0,ooze,generic,N,2.0,2,450.0,45.0,8.0,45.0,8.0,4.0,4.0,12.5,12.5
MM,237.0,giant,generic,N,2.0,2,450.0,59.5,11.0,59.5,11.0,6.0,6.0,13.0,13.0
MToF,220.0,giant,generic,N,2.0,2,450.0,59.5,13.0,59.5,13.0,3.0,3.0,17.0,17.0
MToF,221.0,giant,generic,N,2.0,2,450.0,59.5,13.0,59.5,13.0,6.0,6.0,11.0,11.0
VGtM,183.0,humanoid,generic,N,2.0,2,450.0,45.0,14.0,45.0,14.0,4.0,4.0,24.0,24.0
MM,247.0,humanoid,generic,N,2.0,2,450.0,45.0,16.0,45.0,16.0,5.0,5.0,11.0,11.0
VGtM,184.0,humanoid,generic,N,2.0,2,450.0,30.0,12.0,30.0,12.0,4.0,4.0,25.0,25.0
MM,247.0,humanoid,generic,N,2.0,2,450.0,42.5,18.0,42.5,18.0,6.0,6.0,20.0,20.0
MM,250.0,celestial,generic,N,2.0,2,450.0,59.5,12.0,59.5,12.0,6.0,6.0,11.0,11.0
MM,226.0,construct,generic,N,2.0,2,450.0,32.5,16.0,32.5,16.0,4.0,4.0,25.0,25.0
MM,251.0,monstrosity,generic,N,2.0,2,450.0,33.0,13.0,33.0,13.0,5.0,5.0,24.0,24.0
GoS,247.0,humanoid,generic,N,2.0,2,450.0,45.5,14.0,45.5,14.0,5.0,6.0,14.0,14.0
MOoT,231.0,monstrosity,unique,L,19.0,6,22000.0,232.5,17.0,322.5,17.0,13.0,13.0,164.0,164.0
MM,80.0,beast,generic,N,2.0,2,450.0,68.0,13.0,68.0,13.0,6.0,6.0,14.0,14.0
MM,279.0,undead,generic,N,2.0,2,450.0,22.5,12.0,22.5,12.0,4.0,4.0,10.0,10.0
MM,348.0,humanoid,generic,N,2.0,2,450.0,27.5,13.0,27.5,13.0,5.0,5.0,53.333332,53.333332
SKT,242.0,monstrosity,generic,N,2.0,2,450.0,42.5,12.0,42.5,12.0,5.0,5.0,22.0,22.0
MM,256.0,humanoid,generic,N,2.0,2,450.0,45.0,13.0,45.0,13.0,5.0,5.0,12.0,12.0
VGtM,140.0,beast,generic,N,2.0,2,450.0,30.0,13.0,30.0,13.0,4.0,4.0,22.0,22.0
GGtR,248.0,humanoid,generic,N,2.0,2,450.0,27.5,12.0,27.5,12.0,6.0,6.0,26.0,26.0
BGDiA,233.0,humanoid,generic,N,2.0,2,450.0,27.5,15.0,27.5,20.0,7.0,9.0,30.0,30.0
MM,336.0,beast,generic,N,2.0,2,450.0,45.0,11.0,45.0,11.0,7.0,7.0,17.0,17.0
IDRotF,160.0,humanoid,unique,N,1.0,2,200.0,32.5,11.0,32.5,13.0,5.0,5.0,9.0,9.0
GoS,248.0,humanoid,generic,N,2.0,2,450.0,52.0,13.0,52.0,18.0,5.0,11.0,16.0,16.0
MM,20.0,construct,generic,N,2.0,2,450.0,33.0,12.0,33.0,12.0,5.0,5.0,10.0,10.0
MToF,136.0,fiend,generic,N,2.0,2,450.0,37.5,12.0,74.0,12.0,4.0,4.0,12.0,12.0
OotA,233.0,humanoid,unique,N,4.0,2,1100.0,49.5,16.0,65.0,18.0,6.0,6.0,38.666668,38.666668
MM,264.0,humanoid,generic,N,2.0,2,450.0,33.0,12.0,33.0,12.0,4.0,4.0,17.333334,17.333334
MOoT,243.0,fey,generic,N,2.0,2,450.0,38.5,15.0,38.5,17.0,6.0,6.0,25.333334,25.333334
VGtM,190.0,monstrosity,generic,N,2.0,2,450.0,33.0,12.0,66.0,16.0,5.0,9.0,10.0,10.0
VGtM,190.0,monstrosity,generic,N,2.0,2,450.0,33.0,12.0,66.0,16.0,5.0,9.0,10.0,10.0
MM,330.0,beast,generic,N,2.0,2,450.0,45.0,12.0,45.0,12.0,6.0,10.0,13.0,13.0
GoS,252.0,monstrosity,generic,N,2.0,2,450.0,32.5,18.0,32.5,20.0,4.0,8.0,26.0,26.0
MM,118.0,dragon,generic,N,2.0,2,450.0,45.0,17.0,45.0,19.0,6.0,6.0,24.0,24.0
OotA,204.0,humanoid,unique,N,22.0,7,41000.0,132.0,19.0,244.0,21.0,12.0,12.0,75.0,75.0
GoS,254.0,undead,generic,N,2.0,2,450.0,60.0,13.0,120.0,13.0,4.0,4.0,11.0,11.0
MM,273.0,undead,generic,N,2.0,2,450.0,67.5,12.0,67.5,12.0,6.0,6.0,18.666666,18.666666
GGtR,219.0,monstrosity,generic,N,2.0,2,450.0,37.5,15.0,37.5,15.0,7.0,7.0,19.0,19.0
CoS,237.0,humanoid,unique,N,10.0,4,5900.0,135.0,18.0,135.0,18.0,10.0,10.0,59.0,59.0
ERftLW,303.0,fiend,unique,L,28.0,8,120000.0,478.5,25.0,710.0,28.0,17.0,17.0,210.0,210.0
GGtR,247.0,fiend,unique,L,24.0,7,62000.0,300.0,20.0,465.0,24.0,15.0,15.0,161.0,161.0
VRGtR,235.0,monstrosity,generic,N,2.0,2,450.0,24.5,12.0,49.0,16.0,4.0,4.0,17.166666,17.166666
FToD,205.0,monstrosity,generic,N,2.0,2,450.0,31.5,14.0,63.0,15.0,5.0,5.0,11.166667,11.166667
VRGtR,247.0,beast,generic,N,2.0,2,450.0,22.5,11.0,45.0,13.0,3.0,3.0,8.333333,8.333333
MM,338.0,beast,generic,N,2.0,2,450.0,36.0,14.0,72.0,14.0,6.0,6.0,19.833334,19.833334
ToA,230.0,monstrosity,unique,N,7.0,3,2900.0,127.5,15.0,127.5,20.0,6.0,6.0,72.0,72.0
HotDQ,92.0,humanoid,unique,N,6.0,3,2300.0,71.5,16.0,86.0,20.0,7.0,7.0,70.0,70.0
ERftLW,319.0,humanoid,generic,N,2.0,2,450.0,45.5,15.0,45.5,15.0,5.0,5.0,26.0,26.0
TftYP,245.0,humanoid,generic,N,2.0,2,450.0,27.5,15.0,27.5,20.0,4.0,4.0,28.0,28.0
TftYP,246.0,humanoid,generic,N,2.0,2,450.0,52.0,16.0,52.0,16.0,5.0,6.0,14.0,14.0
FToD,223.0,dragon,generic,N,2.0,2,450.0,33.0,16.0,33.0,18.0,4.0,4.0,20.666666,20.666666
MToF,242.0,humanoid,generic,N,2.0,2,450.0,33.0,17.0,33.0,17.0,4.0,4.0,26.0,26.0
MOoT,244.0,humanoid,generic,N,2.0,2,450.0,32.5,13.0,32.5,17.0,5.0,5.0,32.0,32.0
MOoT,215.0,monstrosity,generic,N,2.0,2,450.0,39.0,12.0,39.0,12.0,4.0,5.0,24.0,24.0
ERftLW,311.0,undead,generic,N,2.0,2,450.0,26.0,17.0,52.0,17.0,5.0,5.0,30.0,30.0
SKT,243.0,humanoid,generic,N,2.0,2,450.0,38.5,13.0,38.5,13.0,4.0,4.0,30.0,30.0
VGtM,197.0,plant,generic,N,2.0,2,450.0,33.0,14.0,48.0,15.0,4.0,4.0,14.0,14.0
WDotMM,317.0,humanoid,generic,N,2.0,2,450.0,24.5,13.0,48.0,13.0,5.0,5.0,12.0,12.0
MM,209.0,humanoid,generic,N,2.0,2,450.0,33.0,12.0,66.0,12.0,4.0,4.0,10.0,10.0
CoS,242.0,humanoid,generic,N,2.0,2,450.0,31.5,12.0,63.0,12.0,4.0,4.0,10.0,10.0
WDH,214.0,humanoid,unique,N,9.0,4,5000.0,66.0,15.0,162.0,20.0,8.0,8.0,76.666664,76.666664
MM,102.0,dragon,generic,N,2.0,2,450.0,32.5,16.0,32.5,18.0,4.0,4.0,28.0,28.0
MM,301.0,undead,generic,N,2.0,2,450.0,22.5,19.0,22.5,19.0,4.0,4.0,9.0,9.0
ToA,237.0,plant,generic,N,2.0,2,450.0,60.5,6.0,90.0,6.0,3.0,3.0,13.0,13.0
VGtM,203.0,humanoid,generic,N,2.0,2,450.0,45.5,14.0,45.5,16.0,4.0,4.0,16.0,16.0
MM,316.0,undead,generic,N,2.0,2,450.0,85.5,8.0,85.5,8.0,6.0,6.0,13.0,13.0
ToA,210.0,monstrosity,generic,N,1.0,2,200.0,49.5,14.0,49.5,14.0,3.0,3.0,10.0,10.0
MOoT,235.0,fey,generic,N,1.0,2,200.0,22.0,15.0,22.0,17.0,6.0,6.0,18.0,18.0
MM,19.0,construct,generic,N,1.0,2,200.0,33.0,18.0,33.0,18.0,4.0,4.0,10.0,10.0
HotDQ,93.0,humanoid,unique,L,7.0,3,2900.0,90.0,15.0,110.0,15.0,9.0,9.0,68.0,68.0
CM,24.0,construct,generic,N,1.0,2,200.0,45.0,14.0,45.0,14.0,4.0,4.0,13.0,13.0
PotA,140.0,humanoid,unique,N,0.125,2,25.0,11.0,11.0,11.0,11.0,6.0,6.0,10.5,10.5
CoS,238.0,humanoid,unique,N,5.0,3,1800.0,77.0,12.0,77.0,17.0,4.0,4.0,9.0,30.0
BGDiA,199.0,humanoid,unique,N,3.0,2,700.0,52.0,15.0,52.0,15.0,6.0,10.0,25.0,25.0
MM,319.0,beast,generic,N,1.0,2,200.0,34.0,11.0,34.0,11.0,6.0,6.0,20.0,20.0
VRGtR,228.0,undead,generic,N,1.0,2,200.0,26.0,12.0,26.0,12.0,5.0,5.0,16.5,16.5
MM,106.0,dragon,generic,N,1.0,2,200.0,16.5,16.0,16.5,18.0,4.0,4.0,14.0,14.0
MOoT,210.0,construct,generic,N,1.0,2,200.0,32.5,15.0,32.5,15.0,5.0,6.0,20.666666,20.666666
MM,33.0,humanoid,generic,N,1.0,2,200.0,27.5,16.0,27.5,16.0,5.0,5.0,13.333333,13.333333
VRGtR,231.0,construct,generic,N,1.0,2,200.0,27.0,15.0,54.0,15.0,4.0,4.0,8.166667,8.166667
ERftLW,289.0,beast,generic,N,1.0,2,200.0,19.5,13.0,19.5,13.0,5.0,6.0,16.333334,16.333334
MM,112.0,dragon,generic,N,1.0,2,200.0,22.0,16.0,22.0,18.0,4.0,4.0,16.666666,16.666666
EGtW,286.0,aberration,generic,N,1.0,2,200.0,21.0,12.0,21.0,13.0,4.0,5.0,19.0,19.0
WDH,215.0,humanoid,unique,N,3.0,2,700.0,58.5,17.0,58.5,17.0,5.0,5.0,20.0,20.0
SKT,240.0,monstrosity,generic,N,1.0,2,200.0,34.0,13.0,34.0,15.0,5.0,5.0,10.333333,10.333333
MM,321.0,monstrosity,generic,N,1.0,2,200.0,39.0,12.0,39.0,12.0,4.0,4.0,10.0,10.0
FToD,175.0,dragon,generic,N,1.0,2,200.0,27.5,15.0,27.5,19.0,4.0,4.0,8.666667,8.666667
VGtM,139.0,beast,generic,N,1.0,2,200.0,26.0,13.0,26.0,13.0,4.0,4.0,20.0,20.0
HotDQ,89.0,humanoid,generic,N,1.0,2,200.0,16.5,14.0,16.5,14.0,5.0,6.0,19.0,19.0
TftYP,233.0,undead,generic,N,1.0,2,200.0,37.5,18.0,44.0,18.0,4.0,4.0,12.0,12.0
MM,121.0,fey,generic,N,1.0,2,200.0,22.5,16.0,22.5,18.0,6.0,6.0,8.0,8.0
MM,122.0,humanoid,generic,N,1.0,2,200.0,26.0,16.0,26.0,16.0,4.0,4.0,11.0,11.0
MM,324.0,beast,generic,N,1.0,2,200.0,26.0,13.0,26.0,13.0,5.0,5.0,16.0,16.0
ToA,219.0,monstrosity,generic,N,1.0,2,200.0,26.0,13.0,26.0,15.0,5.0,5.0,10.0,10.0
MM,133.0,dragon,generic,N,1.0,2,200.0,14.0,15.0,14.0,21.0,7.0,11.0,1.0,1.0
PotA,189.0,humanoid,generic,N,1.0,2,200.0,33.0,16.0,33.0,16.0,4.0,4.0,14.0,14.0
VGtM,143.0,humanoid,generic,N,1.0,2,200.0,33.0,13.0,38.0,13.0,4.0,4.0,18.0,18.0
GGtR,209.0,elemental,generic,N,1.0,2,200.0,22.5,12.0,45.0,12.0,4.0,4.0,14.666667,14.666667
MM,148.0,undead,generic,N,1.0,2,200.0,22.5,12.0,22.5,12.0,4.0,4.0,7.0,7.0
GoS,252.0,humanoid,unique,N,1.0,2,200.0,27.0,11.0,27.0,11.0,5.0,5.0,19.0,19.0
MM,329.0,beast,generic,N,1.0,2,200.0,39.0,11.0,39.0,11.0,4.0,4.0,16.5,16.5
VGtM,154.0,humanoid,generic,N,1.0,2,200.0,22.0,14.0,22.0,14.0,4.0,4.0,16.0,16.0
MM,166.0,humanoid,generic,N,1.0,2,200.0,21.0,17.0,36.0,21.0,4.0,8.0,10.0,10.0
VGtM,182.0,humanoid,generic,N,1.0,2,200.0,7.0,13.0,46.0,17.0,4.0,8.0,5.0,5.0
VGtM,157.0,humanoid,generic,N,1.0,2,200.0,27.5,16.0,27.5,16.0,5.0,5.0,17.333334,17.333334
MM,238.0,giant,generic,N,1.0,2,200.0,30.0,12.0,30.0,12.0,5.0,5.0,14.0,14.0
MM,181.0,monstrosity,generic,N,1.0,2,200.0,38.5,11.0,38.5,11.0,3.0,3.0,9.0,9.0
MM,184.0,monstrosity,generic,N,1.0,2,200.0,19.5,11.0,19.5,11.0,5.0,5.0,18.0,18.0
GGtR,253.0,humanoid,generic,N,1.0,2,200.0,39.0,13.0,39.0,13.0,3.0,3.0,15.0,15.0
EGtW,293.0,undead,generic,N,1.0,2,200.0,37.5,10.0,44.5,10.0,5.0,5.0,13.0,13.0
EGtW,293.0,undead,generic,N,1.0,2,200.0,37.5,10.0,44.5,10.0,5.0,5.0,18.0,18.0
GGtR,217.0,humanoid,generic,N,1.0,2,200.0,26.0,14.0,26.0,14.0,6.0,6.0,16.0,16.0
GGtR,218.0,humanoid,generic,N,1.0,2,200.0,39.0,12.0,39.0,12.0,4.0,4.0,19.0,19.0
MM,326.0,beast,generic,N,1.0,2,200.0,45.0,12.0,45.0,12.0,5.0,5.0,12.0,12.0
RoT,90.0,monstrosity,generic,N,1.0,2,200.0,32.5,12.0,32.5,12.0,3.0,3.0,12.0,12.0
MM,76.0,fiend,generic,N,1.0,2,200.0,10.5,13.0,20.0,15.0,5.0,5.0,15.0,15.0
GGtR,206.0,undead,generic,N,1.0,2,200.0,13.5,11.0,27.0,11.0,3.0,3.0,10.0,10.0
ERftLW,293.0,construct,generic,N,1.0,2,200.0,30.0,17.0,30.0,17.0,5.0,5.0,9.0,9.0
VGtM,165.0,humanoid,generic,N,1.0,2,200.0,44.0,15.0,44.0,13.0,3.0,4.0,10.0,10.0
VGtM,167.0,humanoid,generic,N,1.0,2,200.0,27.5,15.0,27.5,15.0,4.0,5.0,18.333334,18.333334
GGtR,210.0,monstrosity,generic,N,1.0,2,200.0,19.5,15.0,19.5,15.0,5.0,5.0,16.0,16.0
MM,200.0,humanoid,generic,N,1.0,2,200.0,65.0,11.0,65.0,11.0,4.0,4.0,9.0,9.0
MM,331.0,beast,generic,N,1.0,2,200.0,26.0,12.0,26.0,12.0,5.0,6.0,9.666667,9.666667
ERftLW,298.0,construct,generic,N,1.0,2,200.0,15.0,15.0,30.0,17.0,5.0,5.0,10.0,10.0
IDRotF,23.0,undead,unique,N,3.0,2,700.0,75.0,12.0,90.0,12.0,5.0,5.0,26.0,26.0
GoS,242.0,humanoid,generic,N,1.0,2,200.0,32.5,16.0,47.5,16.0,4.0,4.0,11.0,11.0
RoT,92.0,humanoid,unique,L,11.0,4,7200.0,150.0,16.0,375.0,16.0,5.0,5.0,170.0,170.0
GGtR,170.0,construct,generic,N,1.0,2,200.0,39.0,18.0,39.0,18.0,6.0,6.0,7.0,7.0
IDRotF,301.0,construct,generic,N,1.0,2,200.0,34.0,12.0,34.0,14.0,4.0,4.0,11.0,11.0
ToA,227.0,plant,generic,N,1.0,2,200.0,45.5,12.0,45.5,12.0,5.0,5.0,14.0,14.0
VGtM,137.0,fiend,generic,N,1.0,2,200.0,33.0,13.0,66.0,13.0,4.0,4.0,16.0,16.0
GoS,244.0,humanoid,generic,N,1.0,2,200.0,22.0,12.0,22.0,12.0,4.0,4.0,12.0,12.0
EGtW,295.0,beast,generic,N,1.0,2,200.0,30.0,13.0,30.0,13.0,6.0,6.0,14.0,14.0
MOoT,233.0,monstrosity,generic,N,1.0,2,200.0,27.5,14.0,27.5,16.0,5.0,5.0,12.666667,12.666667
BR,200.0,beast,generic,N,1.0,2,200.0,37.5,12.0,37.5,14.0,5.0,5.0,10.333333,10.333333
MM,326.0,beast,generic,N,1.0,2,200.0,52.0,11.0,52.0,11.0,5.0,5.0,10.0,10.0
GoS,248.0,humanoid,generic,N,1.0,2,200.0,32.5,15.0,32.5,18.0,5.0,5.0,15.0,15.0
GoS,248.0,humanoid,generic,N,1.0,2,200.0,26.0,16.0,26.0,16.0,4.0,4.0,14.0,14.0
TftYP,242.0,humanoid,unique,N,0.5,2,100.0,13.0,16.0,13.0,16.0,5.0,5.0,10.0,10.0
CM,69.0,undead,unique,N,4.0,2,1100.0,31.5,13.0,83.0,13.0,5.0,5.0,24.333334,24.333334
ToA,229.0,monstrosity,generic,N,1.0,2,200.0,26.0,12.0,26.0,14.0,4.0,4.0,18.0,18.0
MM,226.0,construct,generic,N,1.0,2,200.0,22.0,16.0,22.0,18.0,4.0,4.0,20.0,20.0
PotA,208.0,humanoid,unique,N,4.0,2,1100.0,60.0,13.0,60.0,13.0,5.0,5.0,31.0,31.0
WDotMM,174.0,construct,unique,N,14.0,5,11500.0,310.0,20.0,310.0,20.0,8.0,8.0,176.0,176.0
MM,63.0,fiend,generic,N,1.0,2,200.0,7.5,13.0,14.0,15.0,4.0,4.0,9.0,9.0
VGtM,187.0,fey,generic,N,1.0,2,200.0,10.5,16.0,10.5,21.0,8.0,8.0,24.0,24.0
GGtR,248.0,humanoid,generic,N,1.0,2,200.0,22.0,13.0,22.0,15.0,5.0,5.0,15.0,15.0
MOoT,241.0,undead,generic,N,1.0,2,200.0,22.0,15.0,22.0,15.0,5.0,6.0,13.0,13.0
GoS,249.0,humanoid,generic,N,1.0,2,200.0,33.0,14.0,33.0,14.0,5.0,9.0,14.0,14.0
MM,265.0,elemental,generic,N,1.0,2,200.0,22.5,14.0,44.0,14.0,3.0,3.0,15.0,15.0
