Monster,Monster ID,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,HP Multiplier,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Ancient Green Dragon,5194886-ancient-green-dragon,MM (2024),154.0,Dragon,Gargantuan,generic,LL,23.0,7,50000.0,8.0,1.0,7.0,5.0,3.0,6.0,8,8,7,5,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,1.0,21.0,21.0,402.5,552.5,7.3,7.3,15.0,15.0,249.5,249.5,22.0
Ancient Red Dragon,5194887-ancient-red-dragon,MM (2024),256.0,Dragon,Gargantuan,generic,L,24.0,7,62000.0,10.0,0.0,9.0,4.0,2.0,8.0,10,7,9,4,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,22.0,22.0,507.0,627.0,7.8,7.8,17.0,17.0,238.5,238.5,24.0
Ancient Red Dragon,5194887-ancient-red-dragon,MM (2024),256.0,Dragon,Gargantuan,generic,LL,25.0,8,75000.0,10.0,0.0,9.0,4.0,2.0,8.0,10,7,9,4,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,22.0,22.0,507.0,657.0,7.8,7.8,17.0,17.0,268.0,268.0,24.0
Ancient Silver Dragon,5194888-ancient-silver-dragon,MM (2024),280.0,Dragon,Gargantuan,generic,L,23.0,7,50000.0,10.0,0.0,9.0,4.0,2.0,8.0,10,7,9,4,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,22.0,22.0,468.0,708.0,7.8,7.8,17.0,17.0,188.83333,188.83333,24.0
Ancient Silver Dragon,5194888-ancient-silver-dragon,MM (2024),280.0,Dragon,Gargantuan,generic,LL,24.0,7,62000.0,10.0,0.0,9.0,4.0,2.0,8.0,10,7,9,4,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,22.0,22.0,468.0,738.0,7.8,7.8,17.0,17.0,216.83333,216.83333,24.0
Ancient Spirit Dragon,5900648-ancient-spirit-dragon,FRAiF,279.0,Dragon,Gargantuan,generic,L,22.0,7,41000.0,8.0,2.0,7.0,7.0,4.0,6.0,8,9,14,7,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,9.0,1.0,21.0,21.0,420.0,540.0,8.0,8.0,15.0,15.0,212.0,212.0,22.0
Ancient Spirit Dragon,5900648-ancient-spirit-dragon,FRAiF,279.0,Dragon,Gargantuan,generic,LL,23.0,7,50000.0,8.0,2.0,7.0,7.0,4.0,6.0,8,9,14,7,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,9.0,1.0,21.0,21.0,420.0,570.0,8.0,8.0,15.0,15.0,240.0,240.0,22.0
Ancient White Dragon,5194889-ancient-white-dragon,MM (2024),330.0,Dragon,Gargantuan,generic,L,20.0,6,25000.0,8.0,0.0,8.0,0.0,1.0,4.0,8,6,8,0,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,20.0,20.0,333.0,453.0,5.5,5.5,14.0,14.0,183.0,183.0,22.0
Ancient White Dragon,5194889-ancient-white-dragon,MM (2024),330.0,Dragon,Gargantuan,generic,LL,21.0,7,33000.0,8.0,0.0,8.0,0.0,1.0,4.0,8,6,8,0,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,20.0,20.0,333.0,483.0,5.5,5.5,14.0,14.0,207.0,207.0,22.0
Animal Lord (Forager),5194892-animal-lord,MM (2024),15.0,Celestial,Medium,generic,L,20.0,6,25000.0,7.0,7.0,5.0,4.0,6.0,6.0,7,7,11,4,12,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,19.0,1.0,19.0,19.0,323.0,704.2,7.8,11.8,13.0,13.0,173.66667,173.66667,20.0
Animal Lord (Hunter),5194892-animal-lord,MM (2024),15.0,Celestial,Medium,generic,L,20.0,6,25000.0,7.0,7.0,5.0,4.0,6.0,6.0,7,7,11,4,12,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,19.0,1.0,19.0,21.0,323.0,443.0,7.8,11.8,13.0,17.0,173.66667,173.66667,20.0
Animal Lord (Sage),5194892-animal-lord,MM (2024),15.0,Celestial,Medium,generic,L,20.0,6,25000.0,7.0,7.0,5.0,4.0,6.0,6.0,7,7,11,4,12,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,19.0,1.0,19.0,21.0,323.0,443.0,7.8,11.8,13.0,14.0,173.66667,173.66667,20.0
Animated Armor,5194893-animated-armor,MM (2024),16.0,Construct,Medium,generic,N,1.0,2,150.0,2.0,0.0,1.0,-5.0,-4.0,-5.0,2,0,1,-5,-4,-5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,18.0,18.0,33.0,33.0,-1.8,-1.8,4.0,4.0,11.0,11.0,
Animated Broom,5194894-animated-broom,MM (2024),16.0,Construct,Small,generic,N,0.25,2,37.0,0.0,3.0,0.0,-5.0,-3.0,-5.0,0,3,0,-5,-3,-5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,15.0,19.0,14.0,14.0,-1.7,-1.7,5.0,5.0,5.5,5.5,
Animated Flying Sword,5194895-animated-flying-sword,MM (2024),17.0,Construct,Small,generic,N,0.25,2,37.0,1.0,2.0,0.0,-5.0,-3.0,-5.0,1,4,0,-5,-3,-5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,17.0,17.0,14.0,14.0,-1.3,-1.3,4.0,4.0,6.5,6.5,
Animated Rug of Smothering,5194896-animated-rug-of-smothering,MM (2024),17.0,Construct,Large,generic,N,2.0,2,300.0,3.0,2.0,0.0,-5.0,-4.0,-5.0,3,2,0,-5,-4,-5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,12.0,13.0,27.5,55.0,-1.5,-1.5,5.0,8.0,10.0,19.166666,
Ankheg,5194897-ankheg,MM (2024),18.0,Monstrosity,Large,generic,N,2.0,2,300.0,3.0,0.0,2.0,-5.0,1.0,-2.0,3,0,2,-5,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,45.0,45.0,-0.2,-0.2,5.0,6.0,18.333334,18.333334,12.0
Ankhtepot,6491339-ankhtepot,RTHW,88.0,Undead,Medium,unique,L,17.0,6,18000.0,4.0,0.0,3.0,2.0,5.0,3.0,4,0,3,8,11,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,17.0,17.0,202.5,292.5,4.8,8.8,11.0,11.0,156.0,218.40001,
Ankhtepot,6491339-ankhtepot,RTHW,88.0,Undead,Medium,unique,LD,18.0,6,20000.0,4.0,0.0,3.0,2.0,5.0,3.0,4,0,3,8,11,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,17.0,17.0,202.5,322.5,4.8,8.8,11.0,11.0,182.0,254.8,
Ankylosaurus,5194898-ankylosaurus,MM (2024),348.0,Beast,Huge,generic,N,3.0,2,600.0,4.0,0.0,2.0,-4.0,1.0,-3.0,6,0,2,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,68.0,68.0,0.3,0.3,6.0,6.0,19.0,19.0,
Ape,4775801-ape,MM (2024),348.0,Beast,Medium,generic,N,0.5,2,75.0,3.0,2.0,2.0,-2.0,1.0,-2.0,3,2,2,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,19.5,19.5,0.7,0.7,5.0,5.0,11.0,11.0,
Aranea,5900649-aranea,FRAiF,250.0,Monstrosity,Medium,generic,N,2.0,2,300.0,0.0,3.0,1.0,1.0,0.0,2.0,0,3,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,14.0,14.0,66.0,66.0,1.2,1.2,5.0,5.0,18.0,18.0,
Arcanaloth,5194899-arcanaloth,MM (2024),19.0,Fiend,Medium,generic,N,12.0,4,8200.0,3.0,1.0,2.0,5.0,3.0,3.0,3,5,6,9,7,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,5.0,1.0,18.0,18.0,175.5,246.6,5.5,9.5,9.0,9.0,91.5,91.5,17.0
Arch-hag,5194900-arch-hag,MM (2024),21.0,Fey,Large,generic,L,21.0,7,33000.0,7.0,2.0,6.0,4.0,4.0,7.0,7,9,6,4,11,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,16.0,1.0,20.0,20.0,333.5,498.5,7.3,11.3,14.0,14.0,180.5,180.5,22.0
Arch-hag,5194900-arch-hag,MM (2024),21.0,Fey,Large,generic,LL,22.0,7,41000.0,7.0,2.0,6.0,4.0,4.0,7.0,7,9,6,4,11,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,16.0,1.0,20.0,20.0,333.5,528.5,7.3,11.3,14.0,14.0,198.0,198.0,22.0
Archelon,5194901-archelon,MM (2024),349.0,Beast,Huge,generic,N,4.0,2,1000.0,4.0,3.0,1.0,-3.0,2.0,-2.0,4,3,1,-3,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,17.0,17.0,90.0,90.0,0.8,0.8,6.0,6.0,29.0,29.0,
Archmage,5194902-archmage,MM (2024),199.0,Humanoid,Medium,generic,N,12.0,4,8200.0,0.0,2.0,1.0,5.0,2.0,3.0,0,2,1,9,6,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,17.0,17.0,170.5,200.5,3.5,7.5,9.0,9.0,108.0,108.0,17.0
Archpriest,5194903-archpriest,MM (2024),248.0,Humanoid,Medium,generic,N,12.0,4,8200.0,3.0,1.0,3.0,2.0,5.0,2.0,7,1,7,6,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,16.0,16.0,240.0,270.0,5.3,5.3,9.0,9.0,82.0,82.0,17.0
Arisen Sarrukh,6719630-arisen-sarrukh,AUD,125.0,Undead,Medium,generic,L,18.0,6,20000.0,6.0,3.0,6.0,4.0,3.0,4.0,12,9,12,4,9,4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,1.25,18.0,18.0,273.0,363.0,8.3,12.3,12.0,12.0,113.666664,113.666664,20.0
Assassin,5194904-assassin,MM (2024),22.0,Humanoid,Medium,generic,N,8.0,3,3500.0,0.0,4.0,2.0,3.0,0.0,0.0,0,7,2,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,10.0,1.0,16.0,20.0,97.5,97.5,2.5,8.5,7.0,7.0,88.5,88.5,
Awakened Shrub,5194905-awakened-shrub,MM (2024),23.0,Plant,Small,generic,N,0.0,2,7.0,-4.0,-1.0,0.0,0.0,0.0,-2.0,-4,-1,0,0,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,9.0,9.0,10.5,10.5,-1.2,-1.2,1.0,1.0,1.0,1.0,
Awakened Tree,5194906-awakened-tree,MM (2024),23.0,Plant,Huge,generic,N,2.0,2,300.0,4.0,-2.0,2.0,0.0,0.0,-2.0,4,-2,2,0,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,13.0,13.0,59.5,59.5,0.3,0.3,6.0,6.0,13.0,13.0,
Axe Beak,5194907-axe-beak,MM (2024),24.0,Monstrosity,Large,generic,N,0.25,2,37.0,2.0,1.0,1.0,-4.0,0.0,-3.0,2,1,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,19.5,19.5,-0.5,-0.5,4.0,4.0,5.5,5.5,
Azalin Rex,6491340-azalin-rex,RTHW,62.0,Undead,Medium,unique,L,23.0,7,50000.0,0.0,3.0,3.0,5.0,3.0,3.0,0,10,10,12,10,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,17.0,1.0,20.0,20.0,390.0,510.0,7.5,12.5,12.0,12.0,211.0,295.4,20.0
Azalin Rex,6491340-azalin-rex,RTHW,62.0,Undead,Medium,unique,LD,24.0,7,62000.0,0.0,3.0,3.0,5.0,3.0,3.0,0,10,10,12,10,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,17.0,1.0,20.0,20.0,390.0,540.0,7.5,12.5,12.0,12.0,242.0,338.80002,20.0
Azer Pyromancer,5194908-azer-pyromancer,MM (2024),25.0,Elemental,Medium,generic,N,6.0,3,2000.0,2.0,2.0,3.0,1.0,4.0,1.0,2,2,6,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,18.0,18.0,97.5,97.5,3.2,3.2,7.0,7.0,57.0,57.0,15.0
Azer Sentinel,5194909-azer-sentinel,MM (2024),25.0,Elemental,Medium,generic,N,2.0,2,300.0,3.0,1.0,2.0,1.0,1.0,0.0,3,1,4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,17.0,17.0,39.0,39.0,1.7,1.7,5.0,5.0,17.5,17.5,
Baboon,5194910-baboon,MM (2024),349.0,Beast,Small,generic,N,0.0,2,7.0,-1.0,2.0,0.0,-3.0,1.0,-2.0,-1,2,0,-3,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,3.5,3.5,-0.5,-0.5,1.0,2.0,1.5,1.5,
Badger,4775802-badger,MM (2024),349.0,Beast,Tiny,generic,N,0.0,2,7.0,0.0,0.0,3.0,-4.0,1.0,-3.0,0,0,3,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,11.0,11.0,5.5,5.5,-0.5,-0.5,2.0,2.0,1.0,1.0,
Baelnorn,6719567-baelnorn,AU,141.0,Undead,Medium,generic,L,18.0,6,20000.0,0.0,3.0,3.0,5.0,2.0,3.0,0,9,9,11,8,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,15.0,1.0,18.0,18.0,255.0,345.0,6.7,15.7,11.0,11.0,160.0,160.0,19.0
Baelnorn,6719567-baelnorn,AU,141.0,Undead,Medium,generic,LL,19.0,6,22000.0,0.0,3.0,3.0,5.0,2.0,3.0,0,9,9,11,8,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,15.0,1.0,18.0,18.0,255.0,375.0,6.7,15.7,11.0,11.0,182.0,182.0,19.0
Balor,5194911-balor,MM (2024),26.0,Fiend,Huge,generic,L,19.0,6,22000.0,8.0,2.0,6.0,5.0,3.0,6.0,8,2,12,5,9,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,14.0,1.0,19.0,19.0,287.5,377.5,7.0,11.0,14.0,14.0,91.0,133.0,20.0
Bandit,5194915-bandit,MM (2024),27.0,Humanoid,Medium,generic,N,0.125,2,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,11.0,11.0,0.3,0.3,3.0,3.0,5.5,5.5,
Bandit Captain,5194912-bandit-captain,MM (2024),27.0,Humanoid,Medium,generic,N,2.0,2,300.0,2.0,3.0,2.0,2.0,0.0,2.0,4,5,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,15.0,16.0,52.0,52.0,2.8,2.8,5.0,5.0,17.0,17.0,
Bandit Crime Lord,5194913-bandit-crime-lord,MM (2024),28.0,Humanoid,Medium,generic,N,11.0,4,6800.0,0.0,5.0,2.0,4.0,2.0,2.0,0,9,6,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,17.0,17.0,169.0,169.0,3.8,5.8,9.0,11.0,106.0,106.0,
Bandit Deceiver,5194914-bandit-deceiver,MM (2024),28.0,Humanoid,Medium,generic,N,7.0,3,2600.0,-1.0,3.0,2.0,3.0,1.0,3.0,-1,6,2,6,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,16.0,16.0,130.0,130.0,2.8,2.8,6.0,6.0,55.5,55.5,14.0
Banshee,5194916-banshee,MM (2024),29.0,Undead,Medium,generic,N,4.0,2,1000.0,-5.0,2.0,0.0,1.0,0.0,3.0,-5,2,0,1,2,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,2.0,2.0,12.0,13.0,54.0,108.0,0.5,0.5,5.0,5.0,26.666666,26.666666,13.0
Barbed Devil,5194917-barbed-devil,MM (2024),30.0,Fiend,Medium,generic,N,5.0,3,1400.0,3.0,3.0,4.0,1.0,2.0,2.0,6,3,7,1,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,15.0,15.0,110.5,110.5,4.5,8.5,6.0,6.0,35.0,35.0,
Barlgura,5194918-barlgura,MM (2024),31.0,Fiend,Large,generic,N,5.0,3,1400.0,4.0,2.0,3.0,-2.0,2.0,-1.0,4,5,6,-2,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,15.0,15.0,85.0,85.0,2.3,2.3,7.0,7.0,43.0,43.0,13.0
Basilisk,5194919-basilisk,MM (2024),32.0,Monstrosity,Medium,generic,N,3.0,2,600.0,3.0,-1.0,2.0,-4.0,-1.0,-2.0,3,-1,2,-4,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,15.0,17.0,52.0,52.0,-0.5,-0.5,5.0,9.0,17.0,17.0,12.0
Bat,4775803-bat,MM (2024),349.0,Beast,Tiny,generic,N,0.0,2,7.0,-4.0,2.0,-1.0,-4.0,1.0,-3.0,-4,2,-1,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,1.5,1.5,-1.5,-1.5,4.0,4.0,1.0,1.0,
Bearded Devil,5194920-bearded-devil,MM (2024),33.0,Fiend,Medium,generic,N,3.0,2,600.0,3.0,2.0,2.0,-1.0,0.0,2.0,5,2,4,-1,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,13.0,13.0,58.5,58.5,2.3,6.3,5.0,5.0,27.0,27.0,12.0
Beast of Malar,5900650-beast-of-malar,FRAiF,251.0,Monstrosity,Medium,generic,L,11.0,4,6800.0,5.0,3.0,6.0,0.0,2.0,1.0,9,3,6,0,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,17.0,17.0,168.0,345.0,3.5,7.5,9.0,9.0,69.0,69.0,
