Monster,Monster ID,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,HP Multiplier,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Aeorian Reverser,744299-aeorian-reverser,EGtW,284.0,monstrosity,large,generic,N,8.0,3,3900.0,5.0,3.0,4.0,-2.0,2.0,-1.0,5,3,4,-2,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,15.0,15.0,133.0,133.0,2.8,6.8,8.0,8.0,49.0,62.5,
Aerisi Kalinoth,17427-aerisi-kalinoth,PotA,193.0,humanoid,medium,unique,N,7.0,3,2900.0,-1.0,3.0,1.0,3.0,0.0,3.0,-1,3,1,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,16.0,16.0,66.0,106.0,1.5,1.5,6.0,6.0,76.666664,76.666664,14.0
Aerosaur,3730987-aerosaur,BPGotG,128.0,monstrosity,gargantuan,generic,N,10.0,4,5900.0,8.0,0.0,5.0,-4.0,0.0,-3.0,8,0,5,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,155.0,155.0,1.0,5.0,12.0,12.0,60.333332,60.333332,20.0
Agdon Longscarf,1979768-agdon-longscarf,TWBtW,73.0,fey,medium,unique,N,2.0,2,450.0,0.0,5.0,0.0,0.0,2.0,3.0,0,7,0,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,19.0,22.0,36.0,36.0,2.3,2.3,7.0,9.0,21.0,21.0,
Ahmaergo,149778-ahmaergo,WDH,193.0,humanoid,medium,unique,N,9.0,4,5000.0,5.0,2.0,2.0,2.0,2.0,1.0,9,2,6,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,18.0,18.0,143.0,183.0,3.7,3.7,9.0,9.0,47.0,47.0,
Air Elemental,16774-air-elemental,MM (2014),124.0,elemental,large,generic,N,5.0,3,1800.0,2.0,5.0,2.0,-2.0,0.0,-2.0,2,5,2,-2,0,-2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,5.0,1.5,15.0,15.0,90.0,135.0,0.8,0.8,8.0,8.0,31.333334,31.333334,13.0
Air Elemental Myrmidon,17457-air-elemental-myrmidon,MToF,202.0,elemental,medium,legacy,N,7.0,3,2900.0,4.0,2.0,2.0,-1.0,0.0,0.0,4,2,2,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.5,18.0,18.0,117.0,190.5,1.2,1.2,7.0,7.0,25.833334,25.833334,13.0
Air Elemental Myrmidon,17457-air-elemental-myrmidon,PotA,212.0,elemental,medium,legacy,N,7.0,3,2900.0,4.0,2.0,2.0,-1.0,0.0,0.0,4,2,2,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.5,18.0,18.0,117.0,190.5,1.2,1.2,7.0,7.0,25.833334,25.833334,14.0
Air Elemental Myrmidon,2560715-air-elemental-myrmidon,MPMotM,122.0,elemental,medium,generic,N,7.0,3,2900.0,4.0,2.0,2.0,-1.0,0.0,0.0,4,2,2,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.5,18.0,18.0,117.0,190.5,1.2,1.2,7.0,7.0,25.833334,25.833334,13.0
Akroan Hoplite,909468-akroan-hoplite,MOoT,228.0,humanoid,medium,generic,N,3.0,2,700.0,3.0,3.0,2.0,0.0,2.0,1.0,5,5,2,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,18.0,18.0,52.0,52.0,2.5,2.5,5.0,5.0,28.0,28.0,
Albino Dwarf Warrior,32985-albino-dwarf-warrior,ToA,210.0,humanoid,medium,generic,N,0.25,2,50.0,1.0,1.0,3.0,1.0,2.0,0.0,1,1,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,13.0,13.0,30.0,30.0,1.3,1.3,3.0,3.0,4.0,4.0,
Aldani (Lobsterfolk),32991-aldani-lobsterfolk,ToA,210.0,monstrosity,medium,generic,N,1.0,2,200.0,1.0,-1.0,1.0,0.0,2.0,0.0,1,-1,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,14.0,14.0,49.5,49.5,0.5,0.5,3.0,3.0,10.0,10.0,
Alhoon,17282-alhoon,VGtM,172.0,undead,medium,legacy,N,10.0,4,5900.0,0.0,1.0,3.0,4.0,3.0,3.0,0,1,7,8,7,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,2.0,15.0,20.0,120.0,280.0,5.0,9.0,8.0,8.0,63.666668,63.666668,16.0
Alhoon,2560716-alhoon,MPMotM,43.0,undead,medium,generic,N,10.0,4,5900.0,0.0,1.0,3.0,4.0,3.0,3.0,0,1,7,8,7,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.5,15.0,15.0,150.0,327.0,5.0,9.0,8.0,8.0,52.0,52.0,16.0
Alkilith,94158-alkilith,MToF,130.0,fiend,medium,legacy,N,11.0,4,7200.0,1.0,4.0,6.0,-2.0,0.0,-2.0,1,8,10,-2,0,-2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,4.0,1.25,17.0,19.0,157.5,196.9,2.5,6.5,8.0,8.0,54.0,54.0,18.0
Alkilith,2560717-alkilith,MPMotM,44.0,fiend,medium,generic,N,11.0,4,7200.0,1.0,4.0,6.0,-2.0,0.0,-2.0,1,8,10,-2,0,-2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,4.0,1.25,17.0,19.0,168.0,210.0,2.5,6.5,8.0,8.0,54.0,54.0,
Allip,93770-allip,MToF,116.0,undead,medium,legacy,N,5.0,3,1800.0,-2.0,3.0,0.0,3.0,2.0,3.0,-2,3,0,6,5,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,3.0,2.0,13.0,13.0,40.5,109.0,2.5,2.5,6.0,6.0,23.0,37.0,14.0
Allip,2560718-allip,MPMotM,45.0,undead,medium,generic,N,5.0,3,1800.0,-2.0,3.0,0.0,3.0,2.0,3.0,-2,3,0,6,5,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,3.0,2.0,13.0,13.0,40.5,109.0,2.5,2.5,6.0,6.0,32.0,46.0,14.0
Allosaurus,17087-allosaurus,MM (2014),79.0,beast,large,generic,N,2.0,2,450.0,4.0,1.0,3.0,-4.0,1.0,-3.0,4,1,3,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,51.0,51.0,0.3,0.3,6.0,6.0,17.833334,17.833334,13.0
Almiraj,32994-almiraj,ToA,211.0,beast,small,generic,N,0.0,2,10.0,-4.0,3.0,0.0,-4.0,2.0,0.0,-4,3,0,-4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,13.0,13.0,3.5,3.5,-0.5,-0.5,5.0,5.0,5.5,5.5,
Alseid,909469-alseid,MOoT,235.0,fey,medium,generic,N,1.0,2,200.0,2.0,0.0,1.0,1.0,2.0,4.0,2,0,1,1,2,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,15.0,15.0,22.0,22.0,1.7,5.7,6.0,6.0,18.0,18.0,
Altisaur,3730988-altisaur,BPGotG,129.0,monstrosity,gargantuan,generic,N,13.0,5,10000.0,9.0,-2.0,6.0,-4.0,1.0,-2.0,9,-2,6,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,15.0,15.0,198.0,198.0,1.3,5.3,14.0,14.0,78.5,78.5,
Alustriel Silverhand,4468312-alustriel-silverhand,VEoR,242.0,humanoid,medium,unique,L,21.0,7,33000.0,1.0,5.0,4.0,7.0,6.0,6.0,1,5,11,14,13,6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,5.0,1.0,18.0,18.0,272.0,362.0,8.3,13.3,14.0,14.0,131.0,176.06,22.0
Alyxian Aboleth,2407522-alyxian-aboleth,CRCotN,195.0,aberration,large,unique,L,12.0,4,8400.0,5.0,-1.0,2.0,4.0,4.0,4.0,5,-1,6,8,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,17.0,19.0,135.0,195.0,5.0,5.0,9.0,9.0,73.0,73.0,
Alyxian the Absolved,2407523-alyxian-the-absolved,CRCotN,182.0,humanoid,medium,unique,LL,14.0,5,11500.0,4.0,2.0,4.0,1.0,2.0,4.0,9,2,9,1,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,17.0,161.5,231.5,5.3,5.3,9.0,9.0,94.833336,97.666664,17.0
Alyxian the Callous,2407524-alyxian-the-callous,CRCotN,179.0,celestial,large,unique,LL,12.0,4,8400.0,6.0,4.0,5.0,2.0,3.0,5.0,10,4,9,2,7,5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,17.0,17.0,157.5,227.5,6.2,6.2,10.0,10.0,91.0,93.833336,
Alyxian the Dispossessed,2407525-alyxian-the-dispossessed,CRCotN,180.0,humanoid,medium,unique,LL,13.0,5,10000.0,4.0,2.0,4.0,1.0,2.0,5.0,9,2,9,1,7,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,17.0,153.0,253.0,5.5,5.5,9.0,9.0,77.5,80.333336,
Alyxian the Tormented,2407527-alyxian-the-tormented,CRCotN,179.0,aberration,huge,unique,LL,11.0,4,7200.0,5.0,4.0,6.0,2.0,3.0,5.0,9,4,10,2,7,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,16.0,16.0,150.0,220.0,6.2,6.2,9.0,9.0,90.833336,93.666664,
Ambitious Assassin,3960597-ambitious-assassin,TBoMT,45.0,humanoid,medium,legendary,LL,6.0,3,2300.0,0.0,4.0,2.0,4.0,2.0,3.0,0,7,2,7,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,16.0,16.0,91.0,146.0,3.5,3.5,7.0,7.0,56.0,56.0,15.0
Ambitious Assassin,3960597-ambitious-assassin,TBoMT,45.0,humanoid,medium,legendary,L,5.0,3,1800.0,0.0,4.0,2.0,4.0,2.0,3.0,0,7,2,7,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,16.0,16.0,91.0,146.0,3.5,3.5,7.0,7.0,42.0,42.0,
Ambush Drake,17466-ambush-drake,HotDQ,88.0,dragon,medium,generic,N,0.5,2,100.0,1.0,2.0,2.0,-3.0,0.0,-2.0,1,2,2,-3,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,13.0,13.0,22.0,22.0,0.0,0.0,4.0,5.0,6.3333335,6.3333335,
Amethyst Dragon Wyrmling,2059688-amethyst-dragon-wyrmling,FToD,162.0,dragon,medium,generic,N,4.0,2,1100.0,4.0,0.0,3.0,3.0,1.0,3.0,4,2,5,3,3,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,17.0,17.0,75.0,75.0,3.7,3.7,6.0,6.0,24.333334,24.333334,13.0
Amethyst Greatwyrm,2059689-amethyst-greatwyrm,FToD,201.0,dragon,gargantuan,legendary,L,26.0,8,90000.0,9.0,2.0,9.0,10.0,7.0,7.0,9,10,17,10,15,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,21.0,21.0,507.0,627.0,12.7,12.7,17.0,17.0,173.83333,173.83333,25.0
Amidor the Dandelion,1979770-amidor-the-dandelion,TWBtW,135.0,plant,small,unique,N,0.5,2,100.0,-2.0,2.0,0.0,1.0,1.0,3.0,0,4,2,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,13.0,28.0,28.0,2.2,2.2,4.0,4.0,6.5,6.5,
Ammalia Cassalanter,149799-ammalia-cassalanter,WDH,193.0,humanoid,medium,unique,N,5.0,3,1800.0,-1.0,2.0,0.0,3.0,1.0,2.0,-1,2,0,6,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,15.0,15.0,45.0,67.5,2.2,2.2,6.0,6.0,64.666664,64.666664,14.0
Amnizu,94669-amnizu,MToF,163.0,fiend,medium,legacy,N,18.0,6,20000.0,0.0,1.0,3.0,5.0,1.0,4.0,0,7,9,5,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,21.0,21.0,202.5,247.5,6.3,10.3,11.0,11.0,139.5,144.5,19.0
Amnizu,2560720-amnizu,MPMotM,46.0,fiend,medium,generic,N,18.0,6,20000.0,0.0,1.0,3.0,5.0,1.0,4.0,0,7,9,5,7,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,21.0,21.0,202.5,247.5,6.3,10.3,11.0,11.0,104.0,109.0,19.0
Amphisbaena,294035-amphisbaena,TftYP,84.0,beast,huge,generic,N,3.0,2,700.0,4.0,2.0,1.0,-5.0,0.0,-4.0,4,2,1,-5,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,60.0,60.0,-0.3,-0.3,6.0,6.0,24.0,24.0,
Amphisbaena (Monstrosity),309672-amphisbaena-monstrosity,GoS,230.0,monstrosity,medium,generic,N,0.5,2,100.0,2.0,4.0,1.0,-4.0,0.0,-4.0,2,4,1,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,14.0,14.0,11.0,11.0,-0.2,-0.2,6.0,6.0,22.0,22.0,
Amrik Vanthampur,417759-amrik-vanthampur,BGDiA,30.0,humanoid,medium,unique,N,3.0,2,700.0,1.0,4.0,1.0,2.0,2.0,2.0,1,4,1,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,17.0,17.0,66.0,66.0,2.0,2.0,6.0,6.0,18.0,18.0,
Anarch,175893-anarch,GGtR,239.0,humanoid,medium,generic,N,0.25,2,50.0,2.0,1.0,1.0,-1.0,0.0,0.0,2,1,1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,11.0,11.0,0.5,0.5,4.0,4.0,9.5,9.5,
Ancient Amethyst Dragon,2059690-ancient-amethyst-dragon,FToD,160.0,dragon,gargantuan,legendary,L,23.0,7,50000.0,8.0,2.0,8.0,8.0,4.0,6.0,8,9,15,8,11,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,20.0,20.0,444.0,534.0,10.7,10.7,15.0,15.0,128.66667,128.66667,23.0
Ancient Amethyst Dragon,2059690-ancient-amethyst-dragon,FToD,160.0,dragon,gargantuan,legendary,LL,24.0,7,62000.0,8.0,2.0,8.0,8.0,4.0,6.0,8,9,15,8,11,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,20.0,20.0,444.0,609.0,10.7,10.7,15.0,15.0,128.66667,128.66667,23.0
Ancient Black Dragon,16775-ancient-black-dragon,MM (2014),87.0,dragon,gargantuan,legendary,LL,21.0,7,33000.0,8.0,2.0,7.0,3.0,2.0,4.0,8,9,14,3,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,22.0,22.0,367.5,457.5,9.0,9.0,15.0,15.0,147.66667,147.66667,22.0
Ancient Blue Dragon,16776-ancient-blue-dragon,MM (2014),90.0,dragon,gargantuan,legendary,LL,23.0,7,50000.0,9.0,0.0,8.0,4.0,3.0,5.0,9,7,15,4,10,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,22.0,481.0,586.0,9.5,9.5,16.0,16.0,173.0,173.0,23.0
Ancient Brass Dragon,16777-ancient-brass-dragon,MM (2014),104.0,dragon,gargantuan,legendary,LL,20.0,6,25000.0,8.0,0.0,7.0,3.0,2.0,4.0,8,6,13,3,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,22.0,297.5,387.5,8.0,8.0,14.0,17.0,121.0,121.0,21.0
Ancient Bronze Dragon,16778-ancient-bronze-dragon,MM (2014),107.0,dragon,gargantuan,legendary,LL,22.0,7,41000.0,9.0,0.0,8.0,4.0,3.0,5.0,9,7,15,4,10,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,22.0,444.0,534.0,9.5,9.5,16.0,16.0,157.33333,157.33333,23.0
Ancient Construct,748147-ancient-construct,PotA,97.0,construct,large,unique,N,4.0,2,1100.0,6.0,-1.0,5.0,-4.0,0.0,-5.0,6,-1,5,-4,0,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,2.0,17.0,17.0,105.0,210.0,0.2,4.2,10.0,10.0,19.5,19.5,
Ancient Copper Dragon,16779-ancient-copper-dragon,MM (2014),110.0,dragon,gargantuan,legendary,LL,21.0,7,33000.0,8.0,1.0,7.0,5.0,3.0,4.0,8,8,14,5,10,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,21.0,350.0,440.0,9.3,9.3,15.0,15.0,145.66667,145.66667,22.0
Ancient Crystal Dragon,2059691-ancient-crystal-dragon,FToD,170.0,dragon,gargantuan,legendary,L,19.0,6,22000.0,7.0,1.0,8.0,5.0,3.0,5.0,7,7,14,5,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,20.0,20.0,222.0,337.0,8.8,8.8,13.0,13.0,111.666664,111.666664,22.0
Ancient Crystal Dragon,2059691-ancient-crystal-dragon,FToD,170.0,dragon,gargantuan,legendary,LL,20.0,6,25000.0,7.0,1.0,8.0,5.0,3.0,5.0,7,7,14,5,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,20.0,20.0,222.0,352.0,8.8,8.8,13.0,13.0,129.0,129.0,22.0
Ancient Deep Dragon,2059692-ancient-deep-dragon,FToD,173.0,dragon,gargantuan,legendary,L,18.0,6,20000.0,6.0,3.0,5.0,4.0,4.0,5.0,6,9,11,4,10,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,3.0,1.0,20.0,20.0,201.5,291.5,8.5,8.5,12.0,12.0,107.666664,107.666664,19.0
Ancient Deep Dragon,2059692-ancient-deep-dragon,FToD,173.0,dragon,gargantuan,legendary,LL,19.0,6,22000.0,6.0,3.0,5.0,4.0,4.0,5.0,6,9,11,4,10,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,3.0,1.0,20.0,20.0,201.5,336.5,8.5,8.5,12.0,12.0,126.333336,126.333336,19.0
