,monster,id,CR,feature,mean,variance,standard deviation,sigma/mean
1430,Duergar Kavalrachni,2560793-duergar-kavalrachni,2.0,Heavy Crossbow,5.5,8.25,2.8722813,0.52223295
1432,Duergar Mind Master,2560794-duergar-mind-master,2.0,Mind-Poison Dagger,26.5,18.75,4.3301272,0.16340102
1434,Duergar Soulblade,2560796-duergar-soulblade,1.0,Soulblade,17.0,11.666667,3.4156504,0.2009206
1435,Duergar Stone Guard,2560797-duergar-stone-guard,2.0,Shortsword,11.0,5.8333335,2.4152296,0.21956632
1436,Duergar Stone Guard,2560797-duergar-stone-guard,2.0,Javelin,11.0,5.8333335,2.4152296,0.21956632
1438,Duergar Warlord,2560798-duergar-warlord,6.0,Psychic-Attuned Hammer,20.5,24.75,4.974937,0.24267986
1439,Duergar Warlord,2560798-duergar-warlord,6.0,Javelin,11.0,5.8333335,2.4152296,0.21956632
1440,Duergar Xarrorn,2560799-duergar-xarrorn,2.0,Fire Lance,19.5,26.75,5.17204,0.26523283
1441,Duergar Hammerer,2560792-duergar-hammerer,2.0,Claw,6.5,2.9166667,1.7078252,0.26274234
1442,Duergar Hammerer,2560792-duergar-hammerer,2.0,Hammer,10.0,5.8333335,2.4152296,0.24152295
1444,Duergar Screamer,2560795-duergar-screamer,3.0,Drill,10.5,11.916667,3.4520526,0.3287669
1445,Duergar Screamer,2560795-duergar-screamer,3.0,Sonic Scream,14.0,11.666667,3.4156504,0.24397501
1447,Sacred Statue,2560907-sacred-statue,,Slam,43.0,71.5,8.455768,0.19664575
1448,Sacred Statue,2560907-sacred-statue,,Rock,37.0,49.5,7.0356236,0.19015199
1450,Summer Eladrin,2560933-summer-eladrin,10.0,Longsword,24.0,27.0,5.196152,0.21650635
1451,Summer Eladrin,2560933-summer-eladrin,10.0,Longbow,23.0,21.0,4.582576,0.19924243
1453,Air Elemental Myrmidon,2560715-air-elemental-myrmidon,7.0,Flail,8.5,5.25,2.291288,0.2695633
1454,Air Elemental Myrmidon,2560715-air-elemental-myrmidon,7.0,Lightning Strike,18.0,21.0,4.582576,0.25458753
1456,Earth Elemental Myrmidon,2560801-earth-elemental-myrmidon,7.0,Maul,11.0,5.8333335,2.4152296,0.21956632
1457,Earth Elemental Myrmidon,2560801-earth-elemental-myrmidon,7.0,Thunderous Strike,22.0,33.0,5.7445626,0.26111647
1459,Fire Elemental Myrmidon,2560809-fire-elemental-myrmidon,7.0,Scimitar,7.5,2.9166667,1.7078252,0.22771002
1460,Fire Elemental Myrmidon,2560809-fire-elemental-myrmidon,7.0,Fiery Strikes,7.0,5.8333335,2.4152296,0.34503278
1462,Water Elemental Myrmidon,2560958-water-elemental-myrmidon,7.0,Trident,8.5,5.25,2.291288,0.2695633
1463,Water Elemental Myrmidon,2560958-water-elemental-myrmidon,7.0,Freezing Strikes,5.5,8.25,2.8722813,0.52223295
1465,Fire Giant Dreadnought,2560810-fire-giant-dreadnought,14.0,Fireshield,36.0,23.333334,4.830459,0.13417941
1466,Fire Giant Dreadnought,2560810-fire-giant-dreadnought,14.0,Rock,30.0,33.0,5.7445626,0.19148542
1468,Firenewt Warrior,2560812-firenewt-warrior,0.5,Scimitar,4.5,2.9166667,1.7078252,0.3795167
1470,Flail Snail,2560813-flail-snail,3.0,Flail Tentacle,5.5,1.25,1.118034,0.20327891
1472,Flind,2560814-flind,9.0,Flail of Chaos,10.5,8.25,2.8722813,0.2735506
1473,Flind,2560814-flind,9.0,Flail of Pain,27.0,33.0,5.7445626,0.21276158
1474,Flind,2560814-flind,9.0,Flail of Paralysis,10.5,8.25,2.8722813,0.2735506
1475,Flind,2560814-flind,9.0,Longbow,6.5,5.25,2.291288,0.35250583
1477,Froghemoth,2560816-froghemoth,10.0,Bite,33.0,33.5,5.7879186,0.17539147
1478,Froghemoth,2560816-froghemoth,10.0,Tentacle,19.5,15.75,3.968627,0.20351933
1479,Frost Salamander,2560818-frost-salamander,9.0,Bite,15.0,13.5,3.6742346,0.24494897
1480,Frost Salamander,2560818-frost-salamander,9.0,Claw,8.5,2.9166667,1.7078252,0.2009206
1481,Frost Salamander,2560818-frost-salamander,9.0,Freezing Breath,88.0,132.0,11.489125,0.13055824
1483,Gauth,2560819-gauth,6.0,Bite,9.0,10.5,3.2403703,0.36004114
1484,Gazer,2560821-gazer,0.5,Bite,1.0,0.0,0.0,0.0
1485,Giant Strider,2560824-giant-strider,1.0,Bite,8.5,5.25,2.291288,0.2695633
1486,Giff,2560826-giff,3.0,Longsword,9.5,8.25,2.8722813,0.3023454
1487,Giff,2560826-giff,3.0,Musket,8.5,11.916667,3.4520526,0.40612382
1488,Giff,2560826-giff,3.0,Pistol,7.5,8.25,2.8722813,0.38297084
1490,Girallon,2560827-girallon,4.0,Bite,7.5,2.9166667,1.7078252,0.22771002
1491,Girallon,2560827-girallon,4.0,Claw,7.5,2.9166667,1.7078252,0.22771002
1493,Gnoll Flesh Gnawer,2560833-gnoll-flesh-gnawer,1.0,Bite,4.5,1.25,1.118034,0.248452
1494,Gnoll Flesh Gnawer,2560833-gnoll-flesh-gnawer,1.0,Shortsword,5.5,2.9166667,1.7078252,0.31051365
1496,Gnoll Hunter,2560834-gnoll-hunter,0.5,Bite,4.5,1.25,1.118034,0.248452
1497,Gnoll Hunter,2560834-gnoll-hunter,0.5,Spear,6.5,5.25,2.291288,0.35250583
1498,Gnoll Witherling,2560835-gnoll-witherling,0.25,Bite,4.5,1.25,1.118034,0.248452
1499,Gnoll Witherling,2560835-gnoll-witherling,0.25,Spiked Club,4.5,1.25,1.118034,0.248452
1501,Gray Render,2560836-gray-render,12.0,Bite,17.0,23.833334,4.8819394,0.2871729
1502,Gray Render,2560836-gray-render,12.0,Claw,23.5,19.25,4.387482,0.18670137
1504,Grung,2560842-grung,0.25,Dagger,9.5,3.75,1.9364917,0.20384122
1505,Grung Elite Warrior,2560840-grung-elite-warrior,2.0,Dagger,10.5,3.75,1.9364917,0.18442778
1506,Grung Elite Warrior,2560840-grung-elite-warrior,2.0,Shortbow,11.5,5.4166665,2.3273733,0.20238028
1507,Guard Drake,2560843-guard-drake,2.0,Bite,7.5,5.25,2.291288,0.30550504
1508,Guard Drake,2560843-guard-drake,2.0,Tail,6.5,2.9166667,1.7078252,0.26274234
1510,Hellfire Engine,2560845-hellfire-engine,16.0,Hellfire Weapons,72.5,93.75,9.682458,0.13355115
1511,Howler,2560848-howler,8.0,Rending Bite,32.0,38.833332,6.23164,0.19473875
1512,Howler,2560848-howler,8.0,Mind-Breaking Howl,33.0,49.5,7.0356236,0.21320072
1514,Kobold Dragonshield,2560855-kobold-dragonshield,1.0,Spear,5.5,5.25,2.291288,0.41659778
1516,Kobold Inventor,2560856-kobold-inventor,0.25,Dagger,4.5,1.25,1.118034,0.248452
1517,Kobold Inventor,2560856-kobold-inventor,0.25,Sling,4.5,1.25,1.118034,0.248452
1518,Young Kruthik,2560969-young-kruthik,0.125,Stab,5.5,1.25,1.118034,0.20327891
1519,Adult Kruthik,2560713-adult-kruthik,2.0,Stab,6.5,2.9166667,1.7078252,0.26274234
1520,Adult Kruthik,2560713-adult-kruthik,2.0,Spike,5.5,1.25,1.118034,0.20327891
1522,Kruthik Hive Lord,2560859-kruthik-hive-lord,5.0,Stab,9.5,8.25,2.8722813,0.3023454
1523,Kruthik Hive Lord,2560859-kruthik-hive-lord,5.0,Spike,7.5,2.9166667,1.7078252,0.22771002
1524,Kruthik Hive Lord,2560859-kruthik-hive-lord,5.0,Acid Spray,44.0,66.0,8.124039,0.18463723
1526,Leucrotta,2560860-leucrotta,3.0,Bite,8.5,5.25,2.291288,0.2695633
1527,Leucrotta,2560860-leucrotta,3.0,Hooves,11.0,5.8333335,2.4152296,0.21956632
1529,Martial Arts Adept,2560865-martial-arts-adept,3.0,Unarmed Strike,7.5,5.25,2.291288,0.30550504
1530,Martial Arts Adept,2560865-martial-arts-adept,3.0,Dart,5.5,1.25,1.118034,0.20327891
1532,Marut,2560866-marut,25.0,Blazing Edict,90.0,0.0,0.0,0.0
1533,Master Thief,2560867-master-thief,5.0,Shortsword,11.0,5.8333335,2.4152296,0.21956632
1534,Master Thief,2560867-master-thief,5.0,Shortbow,11.0,5.8333335,2.4152296,0.21956632
1536,Maurezhi,2560868-maurezhi,7.0,Bite,14.0,16.5,4.0620193,0.29014423
1537,Maurezhi,2560868-maurezhi,7.0,Claw,12.0,10.5,3.2403703,0.27003086
1539,Maw Demon,2560869-maw-demon,1.0,Bite,11.0,10.5,3.2403703,0.29457912
1540,Maw Demon,2560869-maw-demon,1.0,Disgorge,22.0,33.0,5.7445626,0.26111647
1541,Meazel,2560870-meazel,1.0,Garrote,16.5,8.75,2.95804,0.17927514
1542,Meazel,2560870-meazel,1.0,Shortsword,10.0,5.8333335,2.4152296,0.24152295
1543,Meenlock,2560871-meenlock,2.0,Claw,7.0,2.5,1.5811388,0.22587697
1544,Merregon,2560872-merregon,4.0,Halberd,9.5,8.25,2.8722813,0.3023454
1545,Merregon,2560872-merregon,4.0,Heavy Crossbow,7.5,8.25,2.8722813,0.38297084
1547,Mindwitness,2560874-mindwitness,5.0,Bite,16.0,11.666667,3.4156504,0.21347815
1548,Mindwitness,2560874-mindwitness,5.0,Tentacles,20.0,21.0,4.582576,0.22912878
1549,Mouth of Grolantor,2560879-mouth-of-grolantor,6.0,Bite,15.5,8.75,2.95804,0.19084129
1550,Mouth of Grolantor,2560879-mouth-of-grolantor,6.0,Fist,18.5,15.75,3.968627,0.21452038
1551,Nabassu,2560880-nabassu,15.0,Bite,38.5,59.583332,7.719024,0.20049413
1552,Nabassu,2560880-nabassu,15.0,Claw,28.0,33.0,5.7445626,0.20516296
1553,Narzugon,2560882-narzugon,13.0,Hellfire Lance,28.0,36.666668,6.0553007,0.21626075
1554,Neogi Hatchling,2560884-neogi-hatchling,0.125,Bite,7.0,4.1666665,2.0412414,0.29160592
1555,Neogi,2560886-neogi,3.0,Bite,20.5,14.583333,3.818813,0.18628356
1556,Neogi,2560886-neogi,3.0,Claw,8.0,2.5,1.5811388,0.19764236
1558,Nightwalker,2560888-nightwalker,20.0,Enervating Focus,28.5,26.25,5.1234756,0.17977107
1560,Nupperibo,2560890-nupperibo,0.5,Bite,6.5,2.9166667,1.7078252,0.26274234
1561,Oblex Spawn,2560891-oblex-spawn,0.25,Pseudopod,8.0,2.5,1.5811388,0.19764236
1562,Ogre Bolt Launcher,2560893-ogre-bolt-launcher,2.0,Fist,9.0,2.5,1.5811388,0.1756821
1563,Ogre Bolt Launcher,2560893-ogre-bolt-launcher,2.0,Bolt Launcher,17.5,24.75,4.974937,0.28428212
1564,Ogre Chain Brute,2560894-ogre-chain-brute,3.0,Fist,9.0,2.5,1.5811388,0.1756821
1565,Ogre Chain Brute,2560894-ogre-chain-brute,3.0,Chain Smash,13.0,10.5,3.2403703,0.24925926
1566,Ogre Howdah,2560895-ogre-howdah,2.0,Fist,11.0,5.8333335,2.4152296,0.21956632
1567,Orthon,2560898-orthon,10.0,Infernal Dagger,33.0,35.5,5.9581876,0.18055114
1568,Quickling,17299-quickling,1.0,Dagger,8.5,1.25,1.118034,0.13153341
1570,Redcap,17300-redcap,3.0,Wicked Sickle,9.0,2.5,1.5811388,0.1756821
1571,Redcap,17300-redcap,3.0,Ironbound Pursuit,20.5,24.75,4.974937,0.24267986
1573,Rutterkin,2560906-rutterkin,2.0,Bite,12.5,8.75,2.95804,0.2366432
1574,Sea Spawn,2560908-sea-spawn,1.0,Unarmed Strike,4.5,1.25,1.118034,0.248452
1575,Sea Spawn,2560908-sea-spawn,1.0,Piscine Anatomy,4.5,1.25,1.118034,0.248452
1577,Shadar-kai Shadow Dancer,2560910-shadar-kai-shadow-dancer,7.0,Spiked Chain,10.0,5.8333335,2.4152296,0.24152295
1578,Shadow Mastiff,2560913-shadow-mastiff,2.0,Bite,10.0,5.8333335,2.4152296,0.24152295
1579,Shadow Mastiff Alpha,2560912-shadow-mastiff-alpha,3.0,Bite,10.0,5.8333335,2.4152296,0.24152295
1580,Shoosuva,2560914-shoosuva,8.0,Bite,26.0,33.0,5.7445626,0.22094472
1581,Shoosuva,2560914-shoosuva,8.0,Tail Stinger,13.0,10.5,3.2403703,0.24925926
1583,Skulk,2560916-skulk,0.5,Claw,10.0,4.1666665,2.0412414,0.20412415
1584,Slithering Tracker,2560918-slithering-tracker,3.0,Slam,8.5,8.25,2.8722813,0.33791545
1585,Angry Sorrowsworn,2560721-angry-sorrowsworn,13.0,Hook,16.0,23.833334,4.8819394,0.3051212
1587,Hungry Sorrowsworn,2560849-hungry-sorrowsworn,11.0,Bite,22.0,21.0,4.582576,0.20829889
1588,Hungry Sorrowsworn,2560849-hungry-sorrowsworn,11.0,Claw,18.0,11.666667,3.4156504,0.18975835
1590,Lonely Sorrowsworn,2560862-lonely-sorrowsworn,9.0,Harpoon Arm,21.0,21.0,4.582576,0.2182179
1591,Lonely Sorrowsworn,2560862-lonely-sorrowsworn,9.0,Sorrowful Embrace,18.0,21.0,4.582576,0.25458753
1593,Lost Sorrowsworn,2560863-lost-sorrowsworn,7.0,Arm Spike,14.0,16.5,4.0620193,0.29014423
1594,Lost Sorrowsworn,2560863-lost-sorrowsworn,7.0,Embrace,52.0,64.5,8.031189,0.15444595
1596,Wretched Sorrowsworn,2560963-wretched-sorrowsworn,0.25,Bite,13.0,16.5,4.0620193,0.31246302
1597,Spawn of Kyuss,2560919-spawn-of-kyuss,5.0,Claw,13.5,8.75,2.95804,0.21911407
1598,Star Spawn Grue,2560922-star-spawn-grue,0.25,Confounding Bite,6.0,2.5,1.5811388,0.26352313
1599,Star Spawn Hulk,2560923-star-spawn-hulk,10.0,Slam,14.0,10.5,3.2403703,0.23145503
1600,Star Spawn Mangler,2560925-star-spawn-mangler,5.0,Claw,8.5,5.25,2.291288,0.2695633
1602,Star Spawn Seer,2560926-star-spawn-seer,13.0,Comet Staff,28.5,26.25,5.1234756,0.17977107
1603,Star Spawn Seer,2560926-star-spawn-seer,13.0,Psychic Orb,27.5,41.25,6.4226165,0.23354968
1605,Female Steeder,2560808-female-steeder,1.0,Bite,16.5,15.75,3.968627,0.24052285
1606,Male Steeder,2560864-male-steeder,0.25,Bite,11.0,10.5,3.2403703,0.29457912
1607,Stone Cursed,2560930-stone-cursed,1.0,Petrifying Claws,12.0,10.5,3.2403703,0.27003086
1608,Stone Giant Dreamwalker,2560931-stone-giant-dreamwalker,10.0,Greatclub,24.0,21.0,4.582576,0.19094065
1609,Stone Giant Dreamwalker,2560931-stone-giant-dreamwalker,10.0,Rock,22.5,24.75,4.974937,0.22110832
1611,Swarm of Rot Grubs,2560935-swarm-of-rot-grubs,0.5,Bites,10.5,8.75,2.95804,0.28171808
1612,Swashbuckler,2560936-swashbuckler,3.0,Dagger,6.5,1.25,1.118034,0.17200524
1613,Swashbuckler,2560936-swashbuckler,3.0,Rapier,8.5,5.25,2.291288,0.2695633
1615,Sword Wraith Commander,2407570-sword-wraith-commander,8.0,Longsword,9.5,8.25,2.8722813,0.3023454
1616,Sword Wraith Commander,2407570-sword-wraith-commander,8.0,Longbow,6.5,5.25,2.291288,0.35250583
1618,Sword Wraith Warrior,2407571-sword-wraith-warrior,3.0,Battleaxe,9.5,8.25,2.8722813,0.3023454
1619,Sword Wraith Warrior,2407571-sword-wraith-warrior,3.0,Longbow,5.5,5.25,2.291288,0.41659778
1620,Tanarukk,2560937-tanarukk,5.0,Bite,8.5,5.25,2.291288,0.2695633
1621,Tanarukk,2560937-tanarukk,5.0,Greatsword,11.0,5.8333335,2.4152296,0.21956632
1623,Tlincalli,2560940-tlincalli,5.0,Longsword,8.5,8.25,2.8722813,0.33791545
1624,Tlincalli,2560940-tlincalli,5.0,Spiked Chain,6.5,2.9166667,1.7078252,0.26274234
1625,Tlincalli,2560940-tlincalli,5.0,Sting,20.5,14.583333,3.818813,0.18628356
1627,Tortle,2560942-tortle,0.25,Claw,4.5,1.25,1.118034,0.248452
1628,Tortle,2560942-tortle,0.25,Spear,6.5,5.25,2.291288,0.35250583
1629,Tortle,2560942-tortle,0.25,Light Crossbow,4.5,5.25,2.291288,0.50917506
1630,Dire Troll,2560777-dire-troll,13.0,Bite,16.0,13.5,3.6742346,0.22963966
1631,Dire Troll,2560777-dire-troll,13.0,Claw,16.5,8.75,2.95804,0.17927514
1633,Rot Troll,2560905-rot-troll,9.0,Bite,26.0,33.0,5.7445626,0.22094472
1634,Rot Troll,2560905-rot-troll,9.0,Claw,18.0,11.666667,3.4156504,0.18975835
1636,Spirit Troll,2560920-spirit-troll,11.0,Bite,19.5,24.75,4.974937,0.255125
1637,Spirit Troll,2560920-spirit-troll,11.0,Claw,19.5,24.75,4.974937,0.255125
1639,Venom Troll,2560951-venom-troll,7.0,Bite,12.0,8.166667,2.857738,0.23814483
1640,Venom Troll,2560951-venom-troll,7.0,Claw,15.5,11.083333,3.329164,0.21478477
1642,Vargouille,2560947-vargouille,1.0,Bite,16.0,11.666667,3.4156504,0.21347815
1643,Vegepygmy,2560949-vegepygmy,0.25,Claw,5.5,2.9166667,1.7078252,0.31051365
1644,Vegepygmy,2560949-vegepygmy,0.25,Sling,4.5,1.25,1.118034,0.248452
1645,Vegepygmy Chief,2560948-vegepygmy-chief,2.0,Claw,5.5,2.9166667,1.7078252,0.31051365
1646,Vegepygmy Chief,2560948-vegepygmy-chief,2.0,Spear,6.5,5.25,2.291288,0.35250583
1647,Vegepygmy Chief,2560948-vegepygmy-chief,2.0,Spores,18.0,21.0,4.582576,0.25458753
1649,Thorny Vegepygmy,2560938-thorny-vegepygmy,1.0,Bite,10.0,10.5,3.2403703,0.32403705
1650,Wastrilith,2560957-wastrilith,13.0,Bite,30.0,47.666668,6.904105,0.23013684
1651,Wastrilith,2560957-wastrilith,13.0,Claw,18.0,11.666667,3.4156504,0.18975835
1652,Wood Woad,2560962-wood-woad,5.0,Club,14.0,5.0,2.236068,0.15971914
1654,Xvart,2560965-xvart,0.125,Shortsword,5.5,2.9166667,1.7078252,0.31051365
1655,Xvart,2560965-xvart,0.125,Sling,4.5,1.25,1.118034,0.248452
1656,Yeth Hound,2560968-yeth-hound,4.0,Bite,25.0,17.5,4.1833,0.16733201
1657,Yuan-ti Broodguard,2560971-yuan-ti-broodguard,2.0,Bite,6.5,5.25,2.291288,0.35250583
1658,Yuan-ti Broodguard,2560971-yuan-ti-broodguard,2.0,Claw,5.5,2.9166667,1.7078252,0.31051365
1660,Aartuk Weedling,2821143-aartuk-weedling,2.0,Branch,9.0,5.8333335,2.4152296,0.26835883
1661,Aartuk Weedling,2821143-aartuk-weedling,2.0,Radiant Pellet,8.5,3.75,1.9364917,0.22782256
1663,Astral Elf Honor Guard,2821152-astral-elf-honor-guard,5.0,Longsword,23.5,25.25,5.0249376,0.21382715
1664,Astral Elf Honor Guard,2821152-astral-elf-honor-guard,5.0,Radiant Ray,22.0,33.0,5.7445626,0.26111647
1666,Astral Elf Warrior,2821154-astral-elf-warrior,3.0,Longsword,17.0,17.0,4.1231055,0.24253562
1667,Astral Elf Warrior,2821154-astral-elf-warrior,3.0,Longbow,17.0,14.0,3.7416575,0.2200975
1669,Autognome,2821155-autognome,2.0,Shock,7.0,5.8333335,2.4152296,0.34503278
1671,B’rohg,2821157-brohg,6.0,Fist,12.0,5.8333335,2.4152296,0.20126912
1672,B’rohg,2821157-brohg,6.0,Rock,23.0,21.0,4.582576,0.19924243
1674,Esthetic,2821162-esthetic,12.0,Tentacle,35.5,29.75,5.454356,0.15364383
1676,Eye Monger,2821163-eye-monger,10.0,Bite,12.0,5.8333335,2.4152296,0.20126912
1677,Feyr,2821164-feyr,5.0,Tentacle,17.0,11.666667,3.4156504,0.2009206
1678,Gaj,2821166-gaj,4.0,Mandibles,20.0,11.666667,3.4156504,0.1707825
1679,Giff Shipmate,2771399-giff-shipmate,3.0,Longsword,9.5,8.25,2.8722813,0.3023454
1680,Giff Shipmate,2771399-giff-shipmate,3.0,Musket,8.5,11.916667,3.4520526,0.40612382
1682,Giff Shock Trooper,2821168-giff-shock-trooper,6.0,Greatsword,15.5,8.75,2.95804,0.19084129
1683,Giff Shock Trooper,2821168-giff-shock-trooper,6.0,Musket,15.0,23.833334,4.8819394,0.32546264
1685,Hadozee Explorer,2821174-hadozee-explorer,2.0,Shortsword,6.5,2.9166667,1.7078252,0.26274234
1686,Hadozee Explorer,2821174-hadozee-explorer,2.0,Musket,16.0,23.833334,4.8819394,0.3051212
1688,Hadozee Shipmate,2821175-hadozee-shipmate,0.125,Dagger,4.5,1.25,1.118034,0.248452
1689,Hadozee Warrior,2821176-hadozee-warrior,0.5,Shortsword,6.5,2.9166667,1.7078252,0.26274234
1690,Hadozee Warrior,2821176-hadozee-warrior,0.5,Light Crossbow,12.0,10.5,3.2403703,0.27003086
1692,Jammer Leech,2821177-jammer-leech,1.0,Spiked Tentacle,2.5,1.25,1.118034,0.4472136
1693,Kindori,2821178-kindori,7.0,Tail,23.5,24.75,4.974937,0.21169946
1694,Young Lunar Dragon,2821212-young-lunar-dragon,7.0,Bite,11.0,5.8333335,2.4152296,0.21956632
1695,Young Lunar Dragon,2821212-young-lunar-dragon,7.0,Claw,7.5,2.9166667,1.7078252,0.22771002
1697,Lunar Dragon Wyrmling,2821179-lunar-dragon-wyrmling,2.0,Bite,9.0,5.8333335,2.4152296,0.26835883
1698,Megapede,2821180-megapede,11.0,Bite,45.0,51.0,7.1414285,0.15869841
1699,Murder Comet,2821182-murder-comet,5.0,Slam,13.5,11.083333,3.329164,0.24660474
1700,Murder Comet,2821182-murder-comet,5.0,Spit Fire,13.0,16.5,4.0620193,0.31246302
1702,Neogi Hatchling Swarm,2821184-neogi-hatchling-swarm,3.0,Swarm of Bites,22.0,17.5,4.1833,0.19015001
1703,Neogi Pirate,2821185-neogi-pirate,3.0,Bite,20.5,14.583333,3.818813,0.18628356
1704,Neogi Pirate,2821185-neogi-pirate,3.0,Claw,6.5,2.9166667,1.7078252,0.26274234
1706,Plasmoid Boss,2821188-plasmoid-boss,4.0,Pseudopod,11.0,5.8333335,2.4152296,0.21956632
1708,Plasmoid Explorer,2821189-plasmoid-explorer,0.25,Pseudopod,3.5,1.25,1.118034,0.31943828
1709,Plasmoid Explorer,2821189-plasmoid-explorer,0.25,Javelin,4.5,2.9166667,1.7078252,0.3795167
1711,Plasmoid Warrior,2821190-plasmoid-warrior,3.0,Pseudopod,6.5,2.9166667,1.7078252,0.26274234
1712,Plasmoid Warrior,2821190-plasmoid-warrior,3.0,Spear,7.5,5.25,2.291288,0.30550504
1713,Plasmoid Warrior,2821190-plasmoid-warrior,3.0,Pistol,7.5,8.25,2.8722813,0.38297084
1715,Brown Scavver,2821158-brown-scavver,4.0,Swallowing Bite,24.5,21.583334,4.645787,0.18962394
1716,Gray Scavver,2821173-gray-scavver,0.25,Bite,7.5,5.25,2.291288,0.30550504
1717,Night Scavver,2821187-night-scavver,5.0,Bite,27.0,33.0,5.7445626,0.21276158
1718,Void Scavver,2821211-void-scavver,11.0,Swallowing Bite,56.0,88.0,9.380832,0.16751485
1719,Young Solar Dragon,2821213-young-solar-dragon,9.0,Bite,19.0,11.666667,3.4156504,0.17977107
1720,Young Solar Dragon,2821213-young-solar-dragon,9.0,Tail,8.5,2.9166667,1.7078252,0.2009206
1722,Solar Dragon Wyrmling,2821195-solar-dragon-wyrmling,3.0,Bite,10.0,5.8333335,2.4152296,0.24152295
1723,Solar Dragon Wyrmling,2821195-solar-dragon-wyrmling,3.0,Tail,5.5,1.25,1.118034,0.20327891
1725,Space Eel,2821197-space-eel,0.5,Bite,9.0,5.8333335,2.4152296,0.26835883
1726,Space Eel,2821197-space-eel,0.5,Tail Spine,3.5,1.25,1.118034,0.31943828
1727,Space Guppy,2821198-space-guppy,0.0,Tail Slap,1.0,0.0,0.0,0.0
1728,Giant Space Hamster,2821167-giant-space-hamster,0.25,Bite,7.0,2.5,1.5811388,0.22587697
1729,Space Hamster,2821199-space-hamster,0.25,Bite,1.0,0.0,0.0,0.0
1730,Space Mollymawk,2821200-space-mollymawk,0.0,Bite,4.5,1.25,1.118034,0.248452
1731,Space Swine,2821201-space-swine,0.25,Bite,4.5,2.9166667,1.7078252,0.3795167
1732,Ssurran Poisoner,2821203-ssurran-poisoner,0.5,Claw,4.5,2.9166667,1.7078252,0.3795167
1733,Ssurran Poisoner,2821203-ssurran-poisoner,0.5,Javelin,9.0,8.166667,2.857738,0.31752646
1735,Starlight Apparition,2821204-starlight-apparition,5.0,Radiant Eruption,20.5,14.583333,3.818813,0.18628356
1736,Thri-kreen Gladiator,2821205-thri-kreen-gladiator,7.0,Gythka,13.0,10.5,3.2403703,0.24925926
1737,Thri-kreen Gladiator,2821205-thri-kreen-gladiator,7.0,Chatkcha,7.5,2.9166667,1.7078252,0.22771002
1739,Thri-kreen Hunter,2821206-thri-kreen-hunter,2.0,Gythka,6.5,5.25,2.291288,0.35250583
1740,Thri-kreen Hunter,2821206-thri-kreen-hunter,2.0,Chatkcha,6.5,2.9166667,1.7078252,0.26274234
1742,Vampirate,2821210-vampirate,2.0,Energy Drain,11.0,16.5,4.0620193,0.36927447
1743,Vampirate,2821210-vampirate,2.0,Light Crossbow,11.0,10.5,3.2403703,0.29457912
1744,Vampirate Captain,2821208-vampirate-captain,6.0,Energy Drain,22.0,33.0,5.7445626,0.26111647
1745,Vampirate Captain,2821208-vampirate-captain,6.0,Heavy Crossbow,19.5,24.75,4.974937,0.255125
1746,Zodar,2821214-zodar,16.0,Crushing Fist,21.0,16.5,4.0620193,0.19342948
1747,Astral Blight,2821149-astral-blight,1.0,Heat-Draining Vine,10.0,5.8333335,2.4152296,0.24152295
1749,Mormesk the Wraith,22024-mormesk-the-wraith,3.0,Life Drain,16.5,15.75,3.968627,0.24052285
1750,Redbrand Ruffian,22030-redbrand-ruffian,0.5,Shortsword,5.5,2.9166667,1.7078252,0.31051365
1751,Sildar Hallwinter,22033-sildar-hallwinter,1.0,Longsword,5.5,5.25,2.291288,0.41659778
1752,Sildar Hallwinter,22033-sildar-hallwinter,1.0,Heavy Crossbow,5.5,8.25,2.8722813,0.52223295
1753,Ambush Drake,17466-ambush-drake,0.5,Bite,4.5,2.9166667,1.7078252,0.3795167
1754,Captain Othelstan,17469-captain-othelstan,5.0,Flail,8.5,5.25,2.291288,0.2695633
1755,Captain Othelstan,17469-captain-othelstan,5.0,Spear,7.5,2.9166667,1.7078252,0.22771002
1757,Dragonclaw,17470-dragonclaw,1.0,Scimitar,6.5,2.9166667,1.7078252,0.26274234
1759,Dragonfang,19241-dragonfang,5.0,Shortsword,13.5,8.75,2.95804,0.21911407
1760,Dragonfang,19241-dragonfang,5.0,Orb of Dragon’s Breath,22.5,26.25,5.1234756,0.22771002
1762,Dragonsoul,21895-dragonsoul,7.0,Shortsword,17.0,11.666667,3.4156504,0.2009206
1763,Dragonsoul,21895-dragonsoul,7.0,Orb of Dragon’s Breath,27.0,31.5,5.612486,0.20786986
1765,Dragonwing,21899-dragonwing,2.0,Scimitar,10.0,5.8333335,2.4152296,0.24152295
1767,Ice Toad,21903-ice-toad,1.0,Bite,10.0,10.5,3.2403703,0.32403705
1768,Langdedrosa Cyanwrath,17474-langdedrosa-cyanwrath,4.0,Greatsword,11.0,5.8333335,2.4152296,0.21956632
1769,Langdedrosa Cyanwrath,17474-langdedrosa-cyanwrath,4.0,Spear,7.5,2.9166667,1.7078252,0.22771002
1770,Langdedrosa Cyanwrath,17474-langdedrosa-cyanwrath,4.0,Lightning Breath,44.0,66.0,8.124039,0.18463723
1772,Naergoth Bladelord,21906-naergoth-bladelord,11.0,Life Drain,20.5,14.583333,3.818813,0.18628356
1773,Naergoth Bladelord,21906-naergoth-bladelord,11.0,Longsword,21.0,17.0,4.1231055,0.19633837
