Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,AC,adj AC,HP,adj HP,AC adjustments,AB,adj AB,DPR,adj DPR,Save DC
MM,19.0,construct,medium,generic,N,1.0,2,200.0,2.0,0.0,1.0,-5.0,-4.0,-5.0,False,False,False,False,False,False,2,0,1,-5,-4,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,33.0,33.0,[],4.0,4.0,10.0,10.0,
FToD,163.0,elemental,large,generic,N,6.0,3,2300.0,4.0,0.0,4.0,-2.0,0.0,-3.0,False,False,False,False,False,False,4,0,4,-2,0,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,16.0,95.0,95.0,[],7.0,7.0,55.0,55.0,15.0
FToD,163.0,elemental,large,generic,N,6.0,3,2300.0,4.0,0.0,4.0,-2.0,0.0,-3.0,False,False,False,False,False,False,4,0,4,-2,0,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,17.0,17.0,95.0,95.0,[],7.0,7.0,48.0,48.0,
FToD,163.0,elemental,large,generic,N,6.0,3,2300.0,4.0,0.0,4.0,-2.0,0.0,-3.0,False,False,False,False,False,False,4,0,4,-2,0,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,15.0,95.0,95.0,[],7.0,7.0,58.5,58.5,
FToD,163.0,elemental,large,generic,N,6.0,3,2300.0,4.0,0.0,4.0,-2.0,0.0,-3.0,False,False,False,False,False,False,4,0,4,-2,0,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,15.0,95.0,95.0,[],7.0,7.0,55.0,55.0,
FToD,163.0,elemental,large,generic,N,6.0,3,2300.0,4.0,0.0,4.0,-2.0,0.0,-3.0,False,False,False,False,False,False,4,0,4,-2,0,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,16.0,95.0,95.0,[],7.0,7.0,55.0,55.0,15.0
CM,20.0,construct,small,generic,N,0.25,2,50.0,0.0,3.0,0.0,-5.0,-3.0,-5.0,False,False,False,False,False,False,0,3,0,-5,-3,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,17.0,17.5,17.5,[],5.0,5.0,11.0,11.0,
CM,24.0,construct,large,generic,N,1.0,2,200.0,2.0,-1.0,2.0,-5.0,-3.0,-5.0,False,False,False,False,False,False,2,-1,2,-5,-3,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,14.0,45.0,45.0,[],4.0,4.0,13.0,13.0,
EGtW,248.0,construct,tiny,generic,N,0.125,2,25.0,1.0,2.0,0.0,-5.0,-3.0,-5.0,False,True,False,False,False,False,1,4,0,-5,-3,-5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,12.5,12.5,['1 saves'],4.0,4.0,5.5,5.5,
WDotMM,262.0,construct,medium,unique,N,4.0,2,1100.0,1.0,1.0,0.0,4.0,2.0,0.0,False,False,False,False,False,False,1,1,0,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,40.0,40.0,[],5.0,5.0,74.666664,74.666664,12.0
TftYP,230.0,construct,large,generic,N,2.0,2,450.0,4.0,-1.0,1.0,-5.0,-4.0,-5.0,False,False,False,False,False,False,4,-1,1,-5,-4,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,39.0,39.0,[],6.0,6.0,16.0,16.0,
MM,21.0,monstrosity,large,generic,N,2.0,2,450.0,3.0,0.0,1.0,-5.0,1.0,-2.0,False,False,False,False,False,False,3,0,1,-5,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,39.0,39.0,[],5.0,5.0,18.666666,18.666666,13.0
MM,79.0,beast,huge,generic,N,3.0,2,700.0,4.0,0.0,2.0,-4.0,1.0,-3.0,False,False,False,False,False,False,4,0,2,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,68.0,68.0,[],7.0,7.0,18.0,18.0,
ToA,240.0,undead,huge,generic,N,3.0,2,700.0,4.0,-1.0,2.0,-4.0,-2.0,-4.0,False,False,False,False,False,False,4,-1,2,-4,-2,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,68.0,75.0,[],6.0,6.0,18.0,18.0,
MPMotM,47.0,fey,large,generic,N,6.0,3,2300.0,5.0,1.0,2.0,1.0,2.0,2.0,False,False,True,False,False,False,5,1,5,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,90.0,90.0,['1 saves'],8.0,8.0,39.833332,64.166664,
VGtM,159.0,fey,large,legacy,N,6.0,3,2300.0,5.0,1.0,2.0,1.0,2.0,2.0,False,False,True,False,False,False,5,1,5,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,75.0,112.5,['1 saves'],8.0,8.0,39.833332,64.166664,
MOoT,209.0,construct,tiny,generic,N,0.5,2,100.0,1.0,3.0,2.0,-4.0,2.0,-5.0,False,False,False,False,False,False,1,3,2,-4,2,-5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,18.0,18.0,[],5.0,5.0,11.0,11.0,
MM,317.0,beast,medium,generic,N,0.5,2,100.0,3.0,2.0,2.0,-2.0,1.0,-2.0,False,False,False,False,False,False,3,2,2,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,19.5,19.5,[],5.0,5.0,12.0,12.0,
MM,323.0,beast,huge,generic,N,7.0,3,2900.0,6.0,2.0,4.0,-2.0,1.0,-2.0,False,False,False,False,False,False,6,2,4,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,157.5,157.5,[],9.0,9.0,44.0,44.0,
MOoT,226.0,monstrosity,medium,unique,N,5.0,3,1800.0,1.0,3.0,2.0,1.0,2.0,3.0,False,True,False,False,False,True,1,6,2,1,2,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,52.0,92.0,"['2 saves', 'magic resistance']",6.0,6.0,31.0,31.0,14.0
MPMotM,259.0,humanoid,medium,generic,N,0.25,2,50.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.5,13.5,[],4.0,4.0,12.0,12.0,12.0
VGtM,209.0,humanoid,medium,legacy,N,0.25,2,50.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,False,False,False,False,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,9.0,['shield'],4.0,4.0,15.833333,15.833333,12.0
MOoT,248.0,monstrosity,huge,unique,LL,21.0,7,33000.0,7.0,3.0,6.0,2.0,6.0,3.0,False,True,True,False,True,False,7,10,13,2,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,23.0,300.0,440.0,"['3 saves', 'magic resistance', 'web', 'web', 'web']",14.0,14.0,137.0,137.0,21.0
MM,313.0,fiend,medium,generic,N,12.0,4,8400.0,3.0,1.0,2.0,5.0,3.0,3.0,False,True,False,True,True,True,3,5,2,9,7,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,21.0,104.0,130.0,"['4 saves', 'magic resistance', 'shield', 'counterspell']",9.0,9.0,115.666664,115.666664,17.0
SaCoC,184.0,celestial,gargantuan,legendary,L,18.0,6,20000.0,7.0,0.0,7.0,8.0,7.0,5.0,False,True,False,True,True,True,7,6,7,14,13,11,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,20.0,22.0,245.0,335.0,['4 saves'],14.0,14.0,106.666664,118.333336,22.0
MPMotM,48.0,humanoid,medium,generic,N,12.0,4,8400.0,2.0,2.0,1.0,1.0,5.0,0.0,False,False,False,True,True,False,2,2,1,5,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,154.0,231.0,['2 saves'],9.0,11.0,78.0,78.0,
VGtM,210.0,humanoid,medium,legacy,N,12.0,4,8400.0,0.0,2.0,1.0,1.0,5.0,0.0,False,False,False,True,True,False,0,2,1,5,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,132.0,132.0,['2 saves'],9.0,9.0,115.5,115.5,17.0
MPMotM,49.0,humanoid,medium,generic,N,3.0,2,700.0,0.0,4.0,3.0,0.0,1.0,0.0,False,False,False,False,False,False,0,4,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,75.0,75.0,[],6.0,6.0,22.5,22.5,
VGtM,210.0,humanoid,medium,legacy,N,3.0,2,700.0,0.0,4.0,3.0,0.0,1.0,0.0,False,False,False,False,False,False,0,4,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,75.0,75.0,[],6.0,6.0,22.5,22.5,
MM,342.0,humanoid,medium,generic,N,12.0,4,8400.0,0.0,2.0,1.0,5.0,2.0,3.0,False,False,False,True,True,False,0,2,1,9,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,99.0,123.8,"['2 saves', 'magic resistance', 'counterspell', 'shield']",9.0,9.0,122.5,122.5,17.0
MOoT,212.0,celestial,medium,legendary,L,12.0,4,8400.0,5.0,2.0,4.0,2.0,5.0,4.0,True,False,True,False,True,True,9,2,8,2,9,8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,144.5,174.5,"['4 saves', 'magic resistance']",9.0,9.0,118.666664,118.666664,16.0
GGtR,192.0,celestial,medium,legendary,L,14.0,5,11500.0,5.0,2.0,4.0,2.0,5.0,4.0,False,False,True,False,True,True,5,2,9,2,10,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,144.5,180.6,['3 saves'],10.0,10.0,107.0,107.0,
GGtR,193.0,elemental,medium,generic,N,12.0,4,8400.0,2.0,6.0,3.0,-3.0,1.0,-2.0,False,True,False,False,False,False,2,10,3,-3,1,-2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,16.0,16.0,142.5,178.1,['1 saves'],10.0,10.0,105.0,105.0,18.0
WDotMM,296.0,undead,medium,unique,L,21.0,7,33000.0,0.0,3.0,3.0,5.0,2.0,3.0,False,False,True,True,True,False,0,3,10,12,9,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,24.0,135.0,281.3,"['3 saves', 'shield', 'counterspell']",12.0,12.0,145.0,145.0,20.0
BGDiA,111.0,humanoid,medium,unique,N,16.0,5,15000.0,5.0,1.0,4.0,0.0,0.0,4.0,False,False,False,False,True,True,5,1,4,0,5,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,221.0,276.3,['2 saves'],13.0,13.0,89.0,89.0,
MPMotM,50.0,fiend,large,generic,N,7.0,3,2900.0,5.0,4.0,5.0,-1.0,1.0,1.0,False,False,False,False,False,False,5,4,5,-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,18.0,94.5,118.1,['magic resistance'],8.0,8.0,55.333332,55.333332,
MToF,130.0,fiend,large,legacy,N,7.0,3,2900.0,5.0,4.0,5.0,-1.0,1.0,1.0,False,False,False,False,False,False,5,4,5,-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,18.0,84.0,105.0,['magic resistance'],8.0,8.0,43.333332,43.333332,15.0
CM,157.0,humanoid,medium,unique,N,11.0,4,7200.0,0.0,4.0,3.0,3.0,2.0,5.0,False,False,False,True,True,True,0,4,3,7,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,135.0,135.0,['3 saves'],9.0,9.0,88.666664,88.666664,17.0
SaCoC,185.0,elemental,small,generic,N,0.25,2,50.0,-2.0,1.0,1.0,-1.0,0.0,2.0,False,False,False,False,False,False,-2,1,1,-1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,18.0,18.0,[],3.0,3.0,6.0,6.0,11.0
ToA,212.0,humanoid,medium,unique,N,7.0,3,2900.0,0.0,2.0,1.0,3.0,3.0,4.0,False,True,False,False,False,True,0,5,1,3,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,82.5,82.5,['2 saves'],9.0,9.0,56.0,56.0,
MOoT,213.0,celestial,medium,legendary,L,16.0,5,15000.0,5.0,3.0,4.0,2.0,5.0,4.0,True,False,True,False,True,True,10,3,9,2,10,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,178.5,178.5,['4 saves'],10.0,10.0,162.0,162.0,
MM,343.0,humanoid,medium,generic,N,8.0,3,3900.0,0.0,3.0,2.0,1.0,0.0,0.0,False,True,False,True,False,False,0,6,2,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,78.0,78.0,"['2 saves', 'evasion']",6.0,6.0,76.0,83.166664,15.0
ToA,213.0,plant,large,generic,N,3.0,2,700.0,4.0,0.0,3.0,-5.0,0.0,-5.0,False,False,False,False,False,False,4,0,3,-5,0,-5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,85.0,85.0,['constrict'],6.0,6.0,37.0,37.0,
SAiS:LoX,10.0,plant,medium,generic,N,1.0,2,200.0,3.0,-1.0,2.0,-2.0,0.0,-4.0,False,False,False,False,False,False,3,-1,2,-2,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,26.0,26.0,[],,,,,
MPMotM,51.0,monstrosity,gargantuan,legendary,L,21.0,7,33000.0,9.0,-2.0,7.0,-3.0,2.0,4.0,False,True,False,False,True,False,9,5,7,-3,9,4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,20.0,20.0,297.5,387.5,['2 saves'],16.0,16.0,134.0,134.0,19.0
MToF,117.0,monstrosity,gargantuan,legacy,L,21.0,7,33000.0,9.0,-2.0,7.0,-3.0,2.0,4.0,False,True,False,False,True,False,9,5,7,-3,9,4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,20.0,20.0,297.5,387.5,['2 saves'],16.0,16.0,134.0,134.0,
SAiS:BAM,11.0,humanoid,medium,generic,N,8.0,3,3900.0,0.0,2.0,0.0,5.0,4.0,4.0,False,False,False,True,True,True,0,2,0,8,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,103.5,103.5,['3 saves'],,,,,
SAiS:BAM,12.0,humanoid,medium,generic,N,7.0,3,2900.0,1.0,2.0,1.0,4.0,4.0,4.0,False,True,True,False,True,True,1,5,4,4,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,143.0,143.0,['4 saves'],,,,,
SAiS:BAM,12.0,humanoid,medium,generic,N,5.0,3,1800.0,2.0,2.0,1.0,3.0,3.0,3.0,False,False,False,False,True,True,2,2,1,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,93.5,93.5,['2 saves'],,,,,
SAiS:BAM,13.0,humanoid,medium,generic,N,3.0,2,700.0,1.0,2.0,0.0,3.0,3.0,2.0,False,True,False,False,True,False,1,4,0,3,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,58.5,58.5,['2 saves'],,,,,
SAiS:BAM,13.0,humanoid,medium,generic,N,5.0,3,1800.0,0.0,0.0,0.0,3.0,5.0,3.0,False,False,False,True,True,True,0,0,0,6,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,90.0,90.0,['3 saves'],,,,,
ToA,214.0,undead,huge,legendary,L,13.0,5,10000.0,4.0,-3.0,6.0,7.0,4.0,7.0,False,False,True,False,True,False,4,-3,11,7,9,7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,9.0,225.0,418.5,"['2 saves', 'magic resistance']",11.0,11.0,67.0,67.0,19.0
DSotDQ,196.0,monstrosity,medium,generic,N,6.0,3,2300.0,1.0,2.0,3.0,3.0,0.0,3.0,False,False,False,True,True,True,1,2,3,6,3,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,67.5,67.5,['3 saves'],,,,,
GGtR,230.0,celestial,medium,unique,L,23.0,7,50000.0,8.0,7.0,7.0,3.0,7.0,10.0,False,True,True,False,False,True,8,14,14,3,7,17,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,27.0,287.5,377.5,"['3 saves', 'magic resistance', 'parry']",15.0,15.0,160.0,160.0,
IDRotF,275.0,monstrosity,medium,unique,LL,9.0,4,5000.0,2.0,3.0,5.0,7.0,8.0,9.0,False,False,True,False,True,False,2,3,9,7,12,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,15.0,95.0,135.0,"['2 saves', 'magic resistance']",10.0,10.0,71.0,71.0,21.0
IDRotF,277.0,elemental,large,unique,LL,10.0,4,5900.0,3.0,3.0,5.0,7.0,8.0,9.0,False,False,True,False,True,False,3,3,9,7,12,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,16.0,18.0,136.5,196.5,"['2 saves', 'magic resistance']",10.0,10.0,108.666664,108.666664,21.0
IDRotF,278.0,elemental,small,unique,LL,11.0,4,7200.0,-5.0,1.0,5.0,7.0,8.0,9.0,False,False,True,False,True,False,-5,1,9,7,12,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,19.0,21.0,136.0,166.0,"['2 saves', 'magic resistance']",13.0,13.0,80.0,80.0,21.0
MPMotM,71.0,beast,large,generic,N,2.0,2,450.0,5.0,0.0,4.0,-4.0,1.0,-3.0,False,False,False,False,False,False,5,0,4,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,38.0,38.0,[],7.0,7.0,14.0,17.0,
VGtM,208.0,beast,large,legacy,N,2.0,2,450.0,5.0,0.0,4.0,-4.0,1.0,-3.0,False,False,False,False,False,False,5,0,4,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,38.0,38.0,[],7.0,7.0,14.0,17.0,
JTtRC,105.0,monstrosity,small,generic,N,2.0,2,450.0,2.0,1.0,1.0,-4.0,1.0,-2.0,True,False,True,False,False,False,4,1,3,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,36.0,36.0,['2 saves'],,,,,
JTtRC,105.0,monstrosity,medium,generic,N,4.0,2,1100.0,4.0,2.0,2.0,-4.0,1.0,-1.0,True,False,True,False,False,False,6,2,4,-4,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,52.0,52.0,['2 saves'],,,,,
SAiS:BAM,13.0,construct,small,generic,N,2.0,2,450.0,1.0,-2.0,3.0,-3.0,0.0,-2.0,False,False,True,False,True,True,1,-2,5,-3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,39.0,39.0,['3 saves'],,,,,
IDRotF,269.0,humanoid,medium,unique,N,7.0,3,2900.0,-1.0,3.0,2.0,3.0,0.0,-1.0,False,False,False,True,True,False,-1,3,2,6,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,84.5,84.5,"['2 saves', 'counterspell', 'shield']",6.0,6.0,95.333336,95.333336,14.0
MM,317.0,plant,huge,generic,N,2.0,2,450.0,4.0,-2.0,2.0,0.0,0.0,-2.0,False,False,False,False,False,False,4,-2,2,0,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,59.5,59.5,[],6.0,6.0,14.0,14.0,
IDRotF,82.0,beast,large,generic,N,3.0,2,700.0,4.0,0.0,3.0,0.0,1.0,-2.0,False,False,False,False,False,False,4,0,3,0,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,68.0,68.0,[],6.0,6.0,25.0,25.0,
MM,317.0,beast,large,generic,N,0.25,2,50.0,2.0,1.0,1.0,-4.0,0.0,-3.0,False,False,False,False,False,False,2,1,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,19.5,19.5,[],4.0,4.0,6.5,6.5,
CRCotN,188.0,humanoid,medium,unique,N,3.0,2,700.0,2.0,2.0,2.0,0.0,1.0,1.0,True,True,False,False,False,False,4,4,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,65.0,65.0,['2 saves'],4.0,4.0,22.0,22.0,
CRCotN,190.0,humanoid,medium,unique,N,5.0,3,1800.0,2.0,3.0,2.0,0.0,2.0,1.0,True,True,False,False,False,False,5,6,2,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,97.5,97.5,['2 saves'],6.0,6.0,36.0,36.0,
CRCotN,192.0,humanoid,medium,unique,N,8.0,3,3900.0,3.0,5.0,3.0,0.0,3.0,2.0,True,True,False,False,False,False,6,8,3,0,3,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,150.0,150.0,['2 saves'],8.0,8.0,54.0,54.0,
HotDQ,88.0,humanoid,medium,unique,N,4.0,2,1100.0,-1.0,3.0,2.0,3.0,1.0,0.0,False,False,False,True,True,False,-1,3,2,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,39.0,39.0,"['2 saves', 'shield', 'counterspell']",5.0,5.0,56.0,56.0,13.0
MM,22.0,elemental,medium,generic,N,2.0,2,450.0,3.0,1.0,2.0,1.0,1.0,0.0,False,False,True,False,False,False,3,1,4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,39.0,39.0,['1 saves'],5.0,5.0,10.0,10.0,
SAiS:BAM,16.0,giant,huge,generic,N,6.0,3,2300.0,5.0,2.0,5.0,-3.0,0.0,-2.0,False,False,False,False,False,False,5,2,5,-3,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,92.0,92.0,[],,,,,
DSotDQ,197.0,monstrosity,medium,generic,N,0.5,2,100.0,1.0,0.0,1.0,-1.0,-1.0,0.0,False,False,False,False,False,False,1,0,1,-1,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,22.0,22.0,[],,,,,
CoS,228.0,humanoid,medium,unique,N,11.0,4,7200.0,4.0,0.0,3.0,5.0,3.0,1.0,False,False,False,False,True,False,4,0,3,5,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,120.0,120.0,['1 saves'],9.0,9.0,83.333336,83.333336,17.0
CoS,226.0,construct,gargantuan,unique,N,11.0,4,7200.0,8.0,-2.0,5.0,-5.0,-4.0,-4.0,False,False,True,False,True,True,8,-2,9,-5,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,16.0,263.5,263.5,['3 saves'],12.0,12.0,90.0,90.0,
