Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR
Berserker,MM,344.0,humanoid,generic,N,2.0,2,450.0,67.5,13.0,67.5,13.0,5.0,5.0,9.5,9.5
Bheur Hag,MPMotM,62.0,fey,generic,N,7.0,3,2900.0,91.0,17.0,91.0,19.0,6.0,6.0,64.0,64.0
Bheur Hag,VGtM,160.0,fey,legacy,N,7.0,3,2900.0,91.0,17.0,91.0,17.0,6.0,6.0,72.0,72.0
Big Xorn,WDotMM,51.0,elemental,unique,N,8.0,3,3900.0,103.5,19.0,154.5,19.0,8.0,8.0,49.0,49.0
Bjornhild Solvigsdottir,IDRotF,306.0,humanoid,unique,N,5.0,3,1800.0,102.0,12.0,102.0,12.0,7.0,7.0,31.0,31.0
Black Abishai,MPMotM,38.0,fiend,generic,N,7.0,3,2900.0,58.5,15.0,117.0,21.0,6.0,8.0,30.5,30.5
Black Abishai,MToF,160.0,fiend,legacy,N,7.0,3,2900.0,58.5,15.0,117.0,21.0,6.0,8.0,30.5,30.5
Black Bear,MM,318.0,beast,generic,N,0.5,2,100.0,19.5,11.0,19.5,11.0,4.0,4.0,12.0,12.0
Black Dragon Wyrmling,MM,88.0,dragon,generic,N,2.0,2,450.0,33.0,17.0,33.0,19.0,4.0,4.0,28.0,28.0
"Black Dragon, Adult",MM,88.0,dragon,legendary,L,14.0,5,11500.0,195.5,19.0,285.0,21.0,11.0,11.0,109.666664,109.666664
"Black Dragon, Ancient",MM,87.0,dragon,legendary,LL,21.0,7,33000.0,367.5,22.0,457.0,24.0,15.0,15.0,147.66667,147.66667
"Black Dragon, Young",MM,88.0,dragon,generic,N,7.0,3,2900.0,127.5,18.0,127.5,20.0,7.0,7.0,60.0,60.0
Black Earth Cultist,SKT,103.0,humanoid,generic,N,2.0,2,450.0,33.0,16.0,33.0,16.0,3.0,3.0,22.333334,22.333334
Black Earth Guard,PotA,195.0,humanoid,generic,N,2.0,2,450.0,39.0,18.0,39.0,18.0,5.0,5.0,14.0,14.0
Black Earth Priest,PotA,195.0,humanoid,generic,N,3.0,2,700.0,45.5,17.0,45.5,22.0,5.0,5.0,30.0,30.0
Black Gauntlet of Bane,BGDiA,232.0,humanoid,generic,N,6.0,3,2300.0,51.0,16.0,51.0,20.0,7.0,7.0,66.0,66.0
Black Greatwyrm,FToD,168.0,dragon,legendary,L,27.0,8,105000.0,533.0,22.0,653.0,24.0,18.0,18.0,183.0,183.0
Black Pudding,MM,241.0,ooze,generic,N,4.0,2,1100.0,85.0,7.0,85.0,7.0,5.0,5.0,56.0,56.0
Black Rose Bearer,VEoR,208.0,undead,generic,N,6.0,3,2300.0,110.5,11.0,124.5,11.0,6.0,7.0,46.0,46.0
Black Viper,WDH,196.0,humanoid,unique,N,5.0,3,1800.0,84.5,16.0,99.0,18.0,7.0,7.0,42.0,42.0
Blackguard,MPMotM,63.0,humanoid,generic,N,8.0,3,3900.0,119.0,18.0,119.0,20.0,7.0,9.0,55.5,55.5
Blackguard,VGtM,211.0,humanoid,legacy,N,8.0,3,3900.0,153.0,18.0,153.0,19.0,7.0,8.0,39.833332,39.833332
Blade Lieutenant,VEoR,209.0,construct,generic,N,9.0,4,5000.0,153.0,16.0,153.0,17.0,8.0,9.0,61.5,71.5
Blade Scout,VEoR,209.0,construct,generic,N,7.0,3,2900.0,105.0,18.0,105.0,18.0,8.0,9.0,53.0,53.0
Blagothkus,HotDQ,89.0,giant,unique,N,9.0,4,5000.0,138.0,17.0,138.0,24.0,10.0,10.0,51.333332,51.333332
Blazebear,VEoR,210.0,monstrosity,generic,N,12.0,4,8400.0,189.0,14.0,189.0,16.0,11.0,11.0,62.0,84.0
Bleak Cabal Void Soother,PAitM:MPP,54.0,humanoid,generic,N,3.0,2,700.0,55.0,16.0,68.5,16.0,5.0,5.0,20.0,20.0
"Blight, Needle",MM,32.0,plant,generic,N,0.25,2,50.0,11.0,12.0,11.0,12.0,3.0,3.0,8.0,8.0
"Blight, Tree",TWBtW,230.0,plant,generic,N,7.0,3,2900.0,138.0,15.0,138.0,15.0,9.0,9.0,51.833332,51.833332
"Blight, Twig",MM,32.0,plant,generic,N,0.125,2,25.0,4.5,13.0,4.5,13.0,3.0,3.0,3.5,3.5
"Blight, Vine",MM,32.0,plant,generic,N,0.5,2,100.0,26.0,12.0,26.0,12.0,4.0,4.0,9.0,9.0
Blink Dog,MM,318.0,fey,generic,N,0.25,2,50.0,22.0,13.0,22.0,13.0,3.0,3.0,4.5,4.5
Blistercoil Weird,GGtR,207.0,elemental,generic,N,4.0,2,1100.0,45.5,13.0,91.0,13.0,5.0,5.0,35.0,35.0
Blood Hawk,MM,319.0,beast,generic,N,0.125,2,25.0,7.0,12.0,7.0,12.0,4.0,5.0,4.5,4.5
Blood Hunter,EGtW,284.0,humanoid,generic,N,5.0,3,1800.0,65.0,16.0,81.0,18.0,7.0,11.0,36.0,36.0
Bloodfray Giant,GGtR,200.0,giant,generic,N,6.0,3,2300.0,103.5,14.0,103.5,16.0,9.0,9.0,32.0,32.0
Blue Abishai,MPMotM,39.0,fiend,generic,N,17.0,6,18000.0,202.5,19.0,253.1,21.0,12.0,12.0,108.0,108.0
Blue Abishai,MToF,161.0,fiend,legacy,N,17.0,6,18000.0,195.0,19.0,243.8,21.0,12.0,12.0,118.0,118.0
Blue Dragon Wyrmling,MM,91.0,dragon,generic,N,3.0,2,700.0,52.0,17.0,52.0,19.0,5.0,5.0,22.0,22.0
"Blue Dragon, Adult",MM,91.0,dragon,legendary,L,16.0,5,15000.0,225.0,19.0,315.0,21.0,12.0,12.0,126.0,126.0
"Blue Dragon, Ancient",MM,90.0,dragon,legendary,LL,23.0,7,50000.0,481.0,22.0,586.0,24.0,16.0,16.0,173.0,173.0
"Blue Dragon, Young",MM,91.0,dragon,generic,N,9.0,4,5000.0,152.0,18.0,152.0,20.0,9.0,9.0,66.666664,66.666664
Blue Greatwyrm,FToD,168.0,dragon,legendary,L,27.0,8,105000.0,533.0,22.0,653.0,24.0,18.0,18.0,183.0,183.0
Boar,MM,319.0,beast,generic,N,0.25,2,50.0,11.0,11.0,18.0,11.0,3.0,3.0,5.6666665,5.6666665
"Boar, Giant",MM,323.0,beast,generic,N,2.0,2,450.0,42.5,12.0,42.5,12.0,5.0,5.0,12.333333,12.333333
Bodak,MPMotM,64.0,undead,generic,N,6.0,3,2300.0,58.5,15.0,87.8,19.0,5.0,5.0,22.0,37.0
Bodak,VGtM,127.0,undead,legacy,N,6.0,3,2300.0,58.5,15.0,87.8,19.0,5.0,5.0,22.0,37.0
Bodytaker Plant,VRGtR,226.0,plant,generic,N,7.0,3,2900.0,92.0,16.0,140.0,18.0,7.0,9.0,33.0,33.0
Boggle,MPMotM,65.0,fey,generic,N,0.125,2,25.0,18.0,14.0,18.0,14.0,1.0,1.0,2.5,2.5
Boggle,VGtM,128.0,fey,legacy,N,0.125,2,25.0,18.0,14.0,18.0,14.0,1.0,1.0,2.5,2.5
Bol'bara,EGtW,261.0,humanoid,unique,L,3.0,2,700.0,40.5,15.0,76.5,19.0,4.0,8.0,16.0,16.0
Bone Knight,ERftLW,316.0,humanoid,generic,N,5.0,3,1800.0,84.5,20.0,84.5,20.0,7.0,7.0,40.0,40.0
Bone Roc,VEoR,211.0,undead,generic,N,8.0,3,3900.0,133.0,15.0,133.0,15.0,8.0,8.0,59.0,59.0
Bone Whelk,BGDiA,119.0,monstrosity,generic,N,0.25,2,50.0,27.5,12.0,27.5,12.0,2.0,2.0,13.0,13.0
Boneclaw,MPMotM,66.0,undead,generic,N,12.0,4,8400.0,150.0,16.0,150.0,20.0,8.0,10.0,65.0,96.5
Boneclaw,MToF,121.0,undead,legacy,N,12.0,4,8400.0,127.5,16.0,159.4,20.0,8.0,10.0,41.0,82.0
Boneless,VRGtR,228.0,undead,generic,N,1.0,2,200.0,26.0,12.0,26.0,12.0,5.0,5.0,16.5,16.5
Borborygmos,GGtR,238.0,giant,unique,L,18.0,6,20000.0,270.0,14.0,360.0,14.0,13.0,13.0,130.0,130.0
Bore Worm,WDotMM,171.0,construct,unique,N,16.0,5,15000.0,247.5,18.0,415.5,18.0,9.0,9.0,83.0,83.0
Borthak,VEoR,212.0,monstrosity,legendary,L,15.0,5,13000.0,200.0,16.0,200.0,18.0,12.0,12.0,85.0,85.0
Boss Augustus,TBoMT,82.0,monstrosity,unique,N,9.0,4,5000.0,150.0,13.0,180.0,17.0,10.0,12.0,56.0,56.0
Boss Delour,TBoMT,83.0,monstrosity,unique,N,9.0,4,5000.0,110.0,14.0,140.0,19.0,8.0,10.0,79.5,79.5
Bozak Draconian,DSotDQ,198.0,monstrosity,generic,N,2.0,2,450.0,40.5,15.0,40.5,17.0,4.0,4.0,21.0,27.0
Brackish Trudge,SACoC,187.0,plant,generic,N,3.0,2,700.0,68.0,12.0,75.0,12.0,7.0,7.0,19.5,19.5
Brain in a Jar,IDRotF,278.0,undead,generic,N,3.0,2,700.0,55.0,11.0,85.0,13.0,6.0,6.0,25.666666,25.666666
Brass Dragon Wyrmling,MM,106.0,dragon,generic,N,1.0,2,200.0,16.5,16.0,16.5,18.0,4.0,4.0,14.0,14.0
"Brass Dragon, Adult",MM,105.0,dragon,legendary,L,13.0,5,10000.0,172.5,18.0,262.0,20.0,11.0,11.0,103.666664,103.666664
"Brass Dragon, Ancient",MM,104.0,dragon,legendary,LL,20.0,6,25000.0,297.5,20.0,387.0,24.0,14.0,14.0,121.0,121.0
"Brass Dragon, Young",MM,105.0,dragon,generic,N,6.0,3,2300.0,110.5,17.0,110.5,19.0,7.0,7.0,52.666668,52.666668
Brass Greatwyrm,FToD,208.0,dragon,legendary,L,28.0,8,120000.0,565.5,22.0,685.5,24.0,18.0,18.0,195.0,195.0
Braxat,SAiS:BAM,15.0,giant,generic,N,9.0,4,5000.0,162.5,18.0,162.5,21.0,12.0,12.0,46.0,46.0
Brigganock,TWBtW,230.0,fey,generic,N,0.125,2,25.0,9.0,12.0,9.0,12.0,4.0,4.0,4.5,4.5
Brontosaurus,MPMotM,95.0,beast,generic,N,5.0,3,1800.0,121.5,15.0,121.5,15.0,8.0,8.0,32.0,32.0
Brontosaurus,VGtM,139.0,beast,legacy,N,5.0,3,1800.0,121.5,15.0,121.5,15.0,8.0,8.0,32.0,32.0
Bronze Dragon Wyrmling,MM,109.0,dragon,generic,N,2.0,2,450.0,32.5,17.0,32.5,19.0,5.0,5.0,29.333334,29.333334
"Bronze Dragon, Adult",MM,108.0,dragon,legendary,L,15.0,5,13000.0,212.5,19.0,311.0,21.0,12.0,12.0,122.666664,122.666664
"Bronze Dragon, Ancient",MM,107.0,dragon,legendary,LL,22.0,7,41000.0,444.0,22.0,534.0,24.0,16.0,16.0,157.33333,157.33333
"Bronze Dragon, Young",MM,108.0,dragon,generic,N,8.0,3,3900.0,142.5,18.0,142.5,22.0,8.0,8.0,63.333332,63.333332
Bronze Greatwyrm,FToD,208.0,dragon,legendary,L,28.0,8,120000.0,565.5,22.0,685.5,24.0,18.0,18.0,195.0,195.0
Bronze Stable,MOoT,210.0,construct,generic,N,1.0,2,200.0,32.5,15.0,32.5,15.0,5.0,6.0,20.666666,20.666666
Broom of Animated Attack,CoS,226.0,construct,generic,N,0.25,2,50.0,17.5,15.0,17.5,15.0,5.0,5.0,10.0,10.0
Brown Scavver,SAiS:BAM,49.0,monstrosity,generic,N,4.0,2,1100.0,51.0,13.0,51.0,13.0,6.0,6.0,20.0,20.0
Brusipha,TBoMT,127.0,humanoid,unique,N,3.0,2,700.0,90.0,14.0,98.0,14.0,5.0,5.0,17.0,17.0
Bugbear,MM,33.0,humanoid,generic,N,1.0,2,200.0,27.5,16.0,27.5,16.0,5.0,5.0,13.333333,13.333333
Bugbear Chief,MM,33.0,humanoid,generic,N,3.0,2,700.0,65.0,17.0,65.0,17.0,5.0,5.0,28.666666,28.666666
Bulesau,MPMotM,67.0,fiend,generic,N,3.0,2,700.0,52.5,14.0,105.0,15.0,4.0,4.0,13.0,20.0
Bulette,MM,34.0,monstrosity,generic,N,5.0,3,1800.0,94.5,17.0,94.5,17.0,7.0,7.0,38.666668,38.666668
Bulezau,MToF,131.0,fiend,legacy,N,3.0,2,700.0,52.5,14.0,105.0,15.0,4.0,4.0,8.5,15.5
Bullywug,MM,35.0,humanoid,generic,N,0.25,2,50.0,11.0,15.0,11.0,15.0,3.0,3.0,8.0,8.0
Bullywug Croaker,GoS,232.0,humanoid,generic,N,2.0,2,450.0,33.0,15.0,33.0,15.0,4.0,4.0,27.0,27.0
Bullywug Knight,TWBtW,231.0,humanoid,generic,N,3.0,2,700.0,66.0,18.0,71.0,18.0,5.0,5.0,17.0,17.0
Bullywug Royal,GoS,232.0,humanoid,generic,N,3.0,2,700.0,65.0,15.0,65.0,15.0,5.0,9.0,13.0,16.0
Burnished Hart,MOoT,211.0,construct,generic,N,2.0,2,450.0,45.0,14.0,45.0,14.0,5.0,5.0,21.333334,21.333334
Burrowshark,PotA,196.0,humanoid,generic,N,4.0,2,1100.0,82.5,18.0,82.5,18.0,6.0,6.0,24.0,24.0
Cadaver Collector,MPMotM,68.0,construct,generic,N,14.0,5,11500.0,189.0,17.0,283.5,19.0,10.0,10.0,70.0,91.0
Cadaver Collector,MToF,122.0,construct,legacy,N,14.0,5,11500.0,189.0,17.0,283.5,19.0,10.0,10.0,70.0,101.5
Cairnwight,BPGotG,122.0,undead,generic,N,9.0,4,5000.0,138.0,19.0,138.0,19.0,10.0,10.0,53.666668,60.333332
Cambion,MM,36.0,fiend,generic,N,5.0,3,1800.0,82.5,19.0,123.8,21.0,7.0,7.0,24.0,24.0
Camel,MM,320.0,beast,generic,N,0.125,2,25.0,15.0,9.0,15.0,9.0,5.0,5.0,2.5,2.5
Canoloth,MPMotM,69.0,fiend,generic,N,8.0,3,3900.0,120.0,16.0,180.0,18.0,7.0,7.0,42.0,42.0
Canoloth,MToF,247.0,fiend,legacy,N,8.0,3,3900.0,120.0,16.0,180.0,18.0,7.0,7.0,40.0,40.0
Canopic Golem,CM,179.0,construct,generic,N,13.0,5,10000.0,252.0,17.0,315.0,19.0,10.0,10.0,54.0,54.0
Captain Othelstan,HotDQ,89.0,humanoid,unique,N,5.0,3,1800.0,93.5,19.0,113.0,19.0,7.0,7.0,21.333334,21.333334
Caradoc,DSotDQ,193.0,undead,unique,N,8.0,3,3900.0,110.0,14.0,275.0,14.0,7.0,7.0,30.0,40.0
Carrion Crawler,MM,37.0,monstrosity,generic,N,2.0,2,450.0,51.0,13.0,51.0,13.0,8.0,8.0,11.0,11.0
Carrion Stalker,VRGtR,230.0,monstrosity,generic,N,3.0,2,700.0,35.0,14.0,35.0,14.0,5.0,7.0,21.666666,21.666666
Carrionette,VRGtR,231.0,construct,generic,N,1.0,2,200.0,27.0,15.0,54.0,15.0,4.0,4.0,8.166667,8.166667
Catoblepas,MPMotM,70.0,monstrosity,generic,N,5.0,3,1800.0,84.0,14.0,94.0,15.0,7.0,7.0,26.333334,31.0
Catoblepas,VGtM,129.0,monstrosity,legacy,N,5.0,3,1800.0,84.0,14.0,94.0,15.0,7.0,7.0,26.333334,31.0
Cave Fisher,MPMotM,73.0,monstrosity,generic,N,3.0,2,700.0,58.5,16.0,58.5,16.0,5.0,5.0,20.0,20.0
Cave Fisher,VGtM,130.0,monstrosity,legacy,N,3.0,2,700.0,58.5,16.0,58.5,16.0,5.0,5.0,20.0,20.0
Centaur,MM,38.0,monstrosity,generic,N,2.0,2,450.0,45.0,12.0,45.0,12.0,6.0,6.0,23.333334,23.333334
Centaur Mummy,TftYP,231.0,undead,generic,N,6.0,3,2300.0,85.0,13.0,127.5,13.0,8.0,8.0,35.333332,35.333332
Ceratops,BPGotG,129.0,monstrosity,generic,N,9.0,4,5000.0,139.5,16.0,139.5,18.0,11.0,11.0,61.666668,61.666668
Chamberlain of Zuggtmoy,OotA,230.0,plant,generic,N,2.0,2,450.0,45.0,13.0,45.0,15.0,5.0,5.0,20.0,20.0
Champion,MPMotM,74.0,humanoid,generic,N,9.0,4,5000.0,143.0,18.0,163.0,20.0,9.0,9.0,57.0,57.0
Champion,VGtM,212.0,humanoid,legacy,N,9.0,4,5000.0,143.0,18.0,163.0,20.0,9.0,9.0,50.0,50.0
Champion of Gorm,QftIS,203.0,humanoid,generic,N,2.0,2,450.0,33.0,19.0,33.0,21.0,5.0,5.0,23.0,23.0
Champion of Madarua,QftIS,220.0,humanoid,generic,N,2.0,2,450.0,39.0,13.0,39.0,14.0,5.0,9.0,25.5,25.5
Champion of Usamigaras,QftIS,206.0,humanoid,generic,N,2.0,2,450.0,33.0,15.0,33.0,17.0,5.0,5.0,23.166666,23.166666
Changeling,ERftLW,317.0,humanoid,generic,N,0.5,2,100.0,22.0,13.0,22.0,13.0,4.0,4.0,9.0,9.0
Chardalyn Berserker,IDRotF,280.0,fiend,generic,N,4.0,2,1100.0,90.0,13.0,90.0,15.0,5.0,5.0,21.0,21.0
Chardalyn Dragon,IDRotF,281.0,construct,unique,N,11.0,4,7200.0,147.0,17.0,220.5,21.0,11.0,11.0,51.333332,51.333332
Charmayne Daymore,KftGV,159.0,elemental,unique,N,10.0,4,5900.0,123.5,15.0,153.5,20.0,9.0,9.0,89.833336,89.833336
Chasme,MM,57.0,fiend,generic,N,6.0,3,2300.0,84.5,15.0,126.0,17.0,5.0,5.0,40.0,40.0
Chief Guh,SKT,140.0,giant,unique,N,5.0,3,1800.0,105.0,9.0,160.0,9.0,8.0,8.0,36.0,36.0
"Chief, Kartha-Kaya",SKT,173.0,monstrosity,unique,N,4.0,2,1100.0,60.0,11.0,70.0,11.0,6.0,6.0,50.0,50.0
Chimera,MM,39.0,monstrosity,generic,N,6.0,3,2300.0,114.0,14.0,114.0,14.0,7.0,7.0,53.333332,53.333332
"Chimera, Theran",MOoT,216.0,monstrosity,generic,N,7.0,3,2900.0,95.0,15.0,95.0,15.0,7.0,7.0,52.0,52.0
Chitine,MPMotM,75.0,monstrosity,generic,N,0.5,2,100.0,18.0,14.0,18.0,14.0,4.0,4.0,13.5,13.5
Chitine,VGtM,131.0,monstrosity,legacy,N,0.5,2,100.0,18.0,14.0,18.0,14.0,4.0,4.0,13.5,13.5
Choker,MPMotM,76.0,aberration,generic,N,1.0,2,200.0,13.5,16.0,13.5,18.0,5.0,7.0,14.666667,14.666667
Choldrith,MPMotM,77.0,monstrosity,generic,N,3.0,2,700.0,66.0,15.0,66.0,16.0,5.0,5.0,22.5,22.5
Choldrith,VGtM,132.0,monstrosity,legacy,N,3.0,2,700.0,66.0,15.0,66.0,16.0,5.0,5.0,22.5,22.5
Chuul,MM,40.0,aberration,generic,N,4.0,2,1100.0,93.5,16.0,93.5,16.0,6.0,6.0,22.0,22.0
Cinder Hulk,BPGotG,123.0,elemental,generic,N,7.0,3,2900.0,84.0,16.0,84.0,18.0,8.0,8.0,56.333332,63.333332
Citadel Spider,VEoR,214.0,monstrosity,legendary,L,18.0,6,20000.0,360.0,18.0,483.0,18.0,14.0,14.0,71.5,71.5
Clapperclaw the Scarecrow,TWBtW,78.0,construct,unique,N,0.5,2,100.0,14.0,12.0,14.0,13.0,5.0,5.0,7.0,7.0
Clawfoot,ERftLW,289.0,beast,generic,N,1.0,2,200.0,19.5,13.0,19.5,13.0,5.0,6.0,16.333334,16.333334
Clay Golem,MM,168.0,construct,generic,N,9.0,4,5000.0,133.0,14.0,270.0,17.0,8.0,8.0,32.0,32.0
Cloaker,MM,41.0,aberration,generic,N,8.0,3,3900.0,78.0,14.0,156.0,14.0,6.0,6.0,43.0,43.0
Cloaker Mutate,PaBTSO,212.0,aberration,generic,N,10.0,4,5900.0,143.0,14.0,143.0,18.0,8.0,8.0,69.5,69.5
Clockwork Bronze Scout,MPMotM,79.0,construct,generic,N,1.0,2,200.0,36.0,13.0,36.0,17.0,5.0,5.0,15.333333,15.333333
Clockwork Bronze Scout,MToF,125.0,construct,legacy,N,1.0,2,200.0,18.0,13.0,18.0,17.0,5.0,5.0,15.333333,15.333333
Clockwork Defender,KftGV,85.0,construct,generic,N,1.0,2,200.0,42.5,17.0,42.5,17.0,5.0,5.0,14.5,14.5
Clockwork Iron Cobra,MPMotM,79.0,construct,generic,N,4.0,2,1100.0,91.0,13.0,101.0,15.0,5.0,5.0,6.5,20.0
Clockwork Iron Cobra,MToF,125.0,construct,legacy,N,4.0,2,1100.0,45.5,13.0,111.0,15.0,5.0,5.0,6.5,20.0
Clockwork Oaken Bolter,MPMotM,80.0,construct,generic,N,5.0,3,1800.0,117.0,16.0,117.0,18.0,7.0,7.0,31.666666,31.666666
Clockwork Oaken Bolter,MToF,126.0,construct,legacy,N,5.0,3,1800.0,58.5,16.0,117.0,18.0,7.0,7.0,31.666666,31.666666
Clockwork Stone Defender,MPMotM,80.0,construct,generic,N,4.0,2,1100.0,105.0,16.0,105.0,20.0,6.0,6.0,11.0,11.0
Clockwork Stone Defender,MToF,126.0,construct,legacy,N,4.0,2,1100.0,52.5,16.0,105.0,20.0,6.0,6.0,11.0,11.0
Cloud Giant,MM,154.0,giant,generic,N,9.0,4,5000.0,200.0,14.0,200.0,16.0,12.0,12.0,42.0,42.0
Cloud Giant Destiny Gambler,BPGotG,124.0,giant,generic,N,19.0,6,22000.0,337.5,15.0,397.5,17.0,14.0,14.0,122.0,122.0
Cloud Giant Ghost,CM,146.0,undead,generic,N,9.0,4,5000.0,104.0,15.0,134.0,17.0,12.0,12.0,45.166668,45.166668
Cloud Giant of Evil Air,BPGotG,125.0,giant,generic,N,12.0,4,8400.0,200.0,14.0,200.0,18.0,12.0,12.0,59.5,71.5
Cloud Giant Smiling One,MPMotM,81.0,giant,generic,N,11.0,4,7200.0,250.0,15.0,250.0,17.0,12.0,12.0,54.0,54.0
Cloud Giant Smiling One,VGtM,146.0,giant,legacy,N,11.0,4,7200.0,262.5,15.0,262.5,17.0,12.0,12.0,43.0,43.0
Cockatrice,MM,42.0,monstrosity,generic,N,0.5,2,100.0,27.0,11.0,54.0,11.0,3.0,3.0,3.0,3.0
Cogwork Archivist,SACoC,188.0,construct,generic,N,4.0,2,1100.0,90.0,17.0,90.0,19.0,6.0,6.0,26.0,26.0
Coldlight Walker,IDRotF,284.0,undead,generic,N,5.0,3,1800.0,82.5,13.0,82.5,14.0,5.0,6.0,50.0,50.0
Colossus of Akros,MOoT,218.0,construct,unique,N,23.0,7,50000.0,350.0,21.0,437.5,21.0,16.0,16.0,131.33333,131.33333
Combat Robot,QftIS,214.0,construct,generic,N,6.0,3,2300.0,112.5,15.0,168.8,15.0,5.0,5.0,48.0,48.0
Constrictor Snake,MM,320.0,beast,generic,N,0.25,2,50.0,13.0,12.0,13.0,12.0,4.0,4.0,6.5,6.5
"Constrictor Snake, Giant",MM,324.0,beast,generic,N,2.0,2,450.0,60.0,12.0,60.0,12.0,6.0,6.0,13.0,13.0
Copper Dragon Wyrmling,MM,112.0,dragon,generic,N,1.0,2,200.0,22.0,16.0,22.0,18.0,4.0,4.0,16.666666,16.666666
"Copper Dragon, Adult",MM,111.0,dragon,legendary,L,14.0,5,11500.0,184.0,18.0,274.0,20.0,11.0,11.0,109.666664,109.666664
"Copper Dragon, Ancient",MM,110.0,dragon,legendary,LL,21.0,7,33000.0,350.0,21.0,440.0,23.0,15.0,15.0,145.66667,145.66667
"Copper Dragon, Young",MM,111.0,dragon,generic,N,7.0,3,2900.0,119.0,17.0,119.0,19.0,7.0,7.0,51.333332,51.333332
Copper Greatwyrm,FToD,208.0,dragon,legendary,L,28.0,8,120000.0,565.5,22.0,685.5,24.0,18.0,18.0,195.0,195.0
"Coral Snake, Giant",GoS,236.0,beast,generic,N,4.0,2,1100.0,90.0,13.0,120.0,13.0,5.0,5.0,8.0,8.0
Core Spawn Crawler,EGtW,286.0,aberration,generic,N,1.0,2,200.0,21.0,12.0,21.0,13.0,4.0,5.0,19.0,19.0
Core Spawn Emissary,EGtW,286.0,aberration,generic,N,6.0,3,2300.0,102.0,15.0,102.0,19.0,6.0,6.0,42.0,42.0
Core Spawn Seer,EGtW,286.0,aberration,generic,N,13.0,5,10000.0,153.0,17.0,222.0,21.0,8.0,8.0,55.0,58.5
Core Spawn Worm,EGtW,287.0,aberration,generic,N,15.0,5,13000.0,279.0,18.0,279.0,20.0,13.0,15.0,56.0,70.0
Corpse Flower,MPMotM,82.0,plant,generic,N,8.0,3,3900.0,127.5,12.0,160.5,13.0,5.0,5.0,58.5,58.5
Corpse Flower,MToF,127.0,plant,legacy,N,8.0,3,3900.0,127.5,12.0,160.5,13.0,5.0,5.0,69.0,69.0
Corrupted Avatar of Lurue,CM,123.0,monstrosity,unique,N,8.0,3,3900.0,90.0,14.0,120.0,16.0,7.0,7.0,64.0,64.0
Corrupted Giant Shark,CRCotN,196.0,aberration,generic,N,9.0,4,5000.0,126.5,13.0,156.5,13.0,10.0,14.0,44.5,44.5
Cosmic Horror,SAiS:BAM,18.0,aberration,legendary,L,18.0,6,20000.0,280.0,15.0,370.0,17.0,14.0,14.0,127.833336,127.833336
Cosmotronics Blastseeker,GGtR,242.0,humanoid,generic,N,4.0,2,1100.0,37.5,15.0,37.5,20.0,6.0,6.0,49.666668,49.666668
Couatl,MM,43.0,celestial,generic,N,4.0,2,1100.0,97.5,19.0,242.5,21.0,6.0,6.0,10.0,10.0
Count Thullen,SKT,198.0,giant,unique,N,10.0,4,5900.0,200.0,14.0,200.0,16.0,12.0,12.0,42.0,42.0
Counterflux Blastseeker,GGtR,242.0,humanoid,generic,N,2.0,2,450.0,39.0,16.0,39.0,18.0,6.0,6.0,21.0,21.0
Countess Sansuri,SKT,192.0,giant,unique,N,11.0,4,7200.0,200.0,14.0,200.0,18.0,12.0,12.0,54.5,54.5
Cow,VGtM,207.0,beast,generic,N,0.25,2,50.0,15.0,10.0,15.0,10.0,6.0,6.0,9.833333,9.833333
"Crab, Hulking",SKT,240.0,beast,generic,N,5.0,3,1800.0,76.0,17.0,76.0,17.0,7.0,7.0,40.0,40.0
Crackler,GGtR,195.0,fiend,generic,N,0.5,2,100.0,10.5,15.0,21.0,15.0,5.0,5.0,8.166667,8.166667
Cradle of the Cloud Scion,BPGotG,166.0,elemental,legendary,L,26.0,8,90000.0,624.0,19.0,774.0,21.0,17.0,17.0,187.5,187.5
Cradle of the Fire Scion,BPGotG,172.0,elemental,legendary,L,25.0,8,75000.0,555.0,20.0,705.0,22.0,17.0,17.0,163.0,163.0
Cradle of the Frost Scion,BPGotG,174.0,elemental,legendary,L,24.0,7,62000.0,499.5,20.0,649.5,22.0,15.0,15.0,162.66667,162.66667
Cradle of the Hill Scion,BPGotG,164.0,elemental,legendary,L,22.0,7,41000.0,402.5,19.0,552.5,21.0,14.0,14.0,128.0,128.0
Cradle of the Stone Scion,BPGotG,168.0,elemental,legendary,L,23.0,7,50000.0,455.0,20.0,665.0,22.0,15.0,15.0,115.0,115.0
Cradle of the Storm Scion,BPGotG,170.0,elemental,legendary,L,27.0,8,105000.0,682.5,19.0,832.5,21.0,18.0,18.0,194.5,194.5
Crag Cat,SKT,240.0,monstrosity,generic,N,1.0,2,200.0,34.0,13.0,34.0,15.0,5.0,5.0,10.333333,10.333333
Cranium Rat Squeaker Swarm,PAitM:MPP,22.0,aberration,generic,N,5.0,3,1800.0,76.5,12.0,114.8,12.0,5.0,5.0,33.0,33.0
Crocodile,MM,320.0,beast,generic,N,0.5,2,100.0,19.5,12.0,19.5,12.0,4.0,4.0,7.0,7.0
"Crocodile, Giant",MM,132.0,beast,generic,N,5.0,3,1800.0,85.5,14.0,85.5,14.0,8.0,8.0,39.0,39.0
Crokek'toeck,BGDiA,230.0,fiend,unique,N,14.0,5,11500.0,297.5,15.0,371.9,17.0,14.0,14.0,44.0,44.0
