Book,Page,Type,Category,Legendary,CR,PB,Size,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save
IDRotF,269.0,humanoid,unique,N,7.0,3.0,medium,8.0,16.0,14.0,17.0,10.0,9.0,-1.0,3.0,2.0,3.0,0.0,-1.0,False,False,False,True,True,False,-1.0,3.0,2.0,6.0,3.0,-1.0
MM,317.0,plant,generic,N,2.0,2.0,huge,19.0,6.0,15.0,10.0,10.0,7.0,4.0,-2.0,2.0,0.0,0.0,-2.0,False,False,False,False,False,False,4.0,-2.0,2.0,0.0,0.0,-2.0
IDRotF,82.0,beast,generic,N,3.0,2.0,large,19.0,11.0,16.0,10.0,12.0,6.0,4.0,0.0,3.0,0.0,1.0,-2.0,False,False,False,False,False,False,4.0,0.0,3.0,0.0,1.0,-2.0
MM,317.0,beast,generic,N,0.25,2.0,large,14.0,12.0,12.0,2.0,10.0,5.0,2.0,1.0,1.0,-4.0,0.0,-3.0,False,False,False,False,False,False,2.0,1.0,1.0,-4.0,0.0,-3.0
CRCotN,188.0,humanoid,unique,N,3.0,2.0,medium,14.0,14.0,14.0,10.0,12.0,12.0,2.0,2.0,2.0,0.0,1.0,1.0,True,True,False,False,False,False,4.0,4.0,2.0,0.0,1.0,1.0
CRCotN,190.0,humanoid,unique,N,5.0,3.0,medium,14.0,16.0,14.0,10.0,14.0,12.0,2.0,3.0,2.0,0.0,2.0,1.0,True,True,False,False,False,False,5.0,6.0,2.0,0.0,2.0,1.0
CRCotN,192.0,humanoid,unique,N,8.0,3.0,medium,16.0,20.0,16.0,10.0,16.0,14.0,3.0,5.0,3.0,0.0,3.0,2.0,True,True,False,False,False,False,6.0,8.0,3.0,0.0,3.0,2.0
HotDQ,88.0,humanoid,unique,N,4.0,2.0,medium,9.0,16.0,14.0,16.0,13.0,11.0,-1.0,3.0,2.0,3.0,1.0,0.0,False,False,False,True,True,False,-1.0,3.0,2.0,5.0,3.0,0.0
MM,22.0,elemental,generic,N,2.0,2.0,medium,17.0,12.0,15.0,12.0,13.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,False,False,True,False,False,False,3.0,1.0,4.0,1.0,1.0,0.0
CoS,228.0,humanoid,unique,N,11.0,4.0,medium,18.0,10.0,16.0,20.0,17.0,13.0,4.0,0.0,3.0,5.0,3.0,1.0,False,False,False,False,True,False,4.0,0.0,3.0,5.0,7.0,1.0
CoS,226.0,construct,unique,N,11.0,4.0,gargantuan,26.0,7.0,20.0,1.0,3.0,3.0,8.0,-2.0,5.0,-5.0,-4.0,-4.0,False,False,True,False,True,True,8.0,-2.0,9.0,-5.0,0.0,0.0
MPMotM,52.0,fiend,generic,N,4.0,2.0,medium,19.0,16.0,16.0,11.0,12.0,13.0,4.0,3.0,3.0,0.0,1.0,1.0,False,False,False,False,False,False,4.0,3.0,3.0,0.0,1.0,1.0
VGtM,136.0,fiend,legacy,N,4.0,2.0,medium,19.0,16.0,16.0,11.0,12.0,13.0,4.0,3.0,3.0,0.0,1.0,1.0,False,False,False,False,False,False,4.0,3.0,3.0,0.0,1.0,1.0
MPMotM,54.0,fiend,unique,L,19.0,6.0,large,24.0,17.0,20.0,21.0,24.0,24.0,7.0,3.0,5.0,5.0,7.0,7.0,False,True,True,True,False,True,7.0,9.0,11.0,11.0,7.0,13.0
MToF,170.0,fiend,legacy,L,19.0,6.0,large,24.0,17.0,20.0,21.0,24.0,24.0,7.0,3.0,5.0,5.0,7.0,7.0,False,True,True,True,False,True,7.0,9.0,11.0,11.0,7.0,13.0
FToD,165.0,dragon,unique,L,30.0,9.0,gargantuan,30.0,18.0,29.0,25.0,28.0,30.0,10.0,4.0,9.0,7.0,9.0,10.0,False,False,True,True,True,True,10.0,4.0,18.0,16.0,18.0,19.0
CM,168.0,humanoid,unique,L,13.0,5.0,medium,10.0,18.0,18.0,13.0,17.0,16.0,0.0,4.0,4.0,1.0,3.0,3.0,True,True,True,True,True,True,5.0,9.0,9.0,6.0,8.0,8.0
MPMotM,55.0,aberration,legendary,LL,11.0,4.0,large,17.0,8.0,18.0,6.0,15.0,8.0,3.0,-1.0,4.0,-2.0,2.0,-1.0,False,False,True,False,False,False,3.0,-1.0,8.0,-2.0,2.0,-1.0
MM,55.0,fiend,generic,N,19.0,6.0,huge,26.0,15.0,22.0,20.0,16.0,22.0,8.0,2.0,6.0,5.0,3.0,6.0,True,False,True,False,True,True,14.0,2.0,12.0,5.0,9.0,12.0
MPMotM,56.0,monstrosity,generic,N,5.0,3.0,large,20.0,12.0,20.0,11.0,14.0,8.0,5.0,1.0,5.0,0.0,2.0,-1.0,False,False,False,False,False,False,5.0,1.0,5.0,0.0,2.0,-1.0
VGtM,122.0,monstrosity,legacy,N,5.0,3.0,large,20.0,12.0,20.0,11.0,14.0,8.0,5.0,1.0,5.0,0.0,2.0,-1.0,False,False,False,False,False,False,5.0,1.0,5.0,0.0,2.0,-1.0
MM,343.0,humanoid,generic,N,0.125,2.0,medium,11.0,12.0,12.0,10.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0
MM,344.0,humanoid,generic,N,2.0,2.0,medium,15.0,16.0,14.0,14.0,11.0,14.0,2.0,3.0,2.0,2.0,0.0,2.0,True,True,False,False,True,False,4.0,5.0,2.0,2.0,2.0,2.0
MM,23.0,undead,generic,N,4.0,2.0,medium,1.0,14.0,10.0,12.0,11.0,17.0,-5.0,2.0,0.0,1.0,0.0,3.0,False,False,False,False,True,True,-5.0,2.0,0.0,1.0,2.0,5.0
MPMotM,58.0,fiend,unique,LL,23.0,7.0,huge,30.0,14.0,26.0,18.0,24.0,16.0,10.0,2.0,8.0,4.0,7.0,3.0,False,True,True,False,True,False,10.0,9.0,15.0,4.0,14.0,3.0
MToF,143.0,fiend,legacy,LL,23.0,7.0,huge,30.0,14.0,26.0,18.0,24.0,16.0,10.0,2.0,8.0,4.0,7.0,3.0,False,True,True,False,True,False,10.0,9.0,15.0,4.0,14.0,3.0
OotA,235.0,fiend,unique,LL,23.0,7.0,huge,30.0,14.0,26.0,18.0,24.0,16.0,10.0,2.0,8.0,4.0,7.0,3.0,False,True,True,False,True,False,10.0,9.0,15.0,4.0,14.0,3.0
MPMotM,59.0,humanoid,generic,N,2.0,2.0,medium,11.0,14.0,12.0,10.0,13.0,14.0,0.0,2.0,1.0,0.0,1.0,2.0,False,True,False,False,True,False,0.0,4.0,1.0,0.0,3.0,2.0
VGtM,211.0,humanoid,legacy,N,2.0,2.0,medium,11.0,14.0,12.0,10.0,13.0,14.0,0.0,2.0,1.0,0.0,1.0,2.0,False,True,False,False,True,False,0.0,4.0,1.0,0.0,3.0,2.0
MPMotM,60.0,fiend,generic,N,4.0,2.0,large,19.0,15.0,14.0,13.0,12.0,14.0,4.0,2.0,2.0,1.0,1.0,2.0,False,False,False,False,False,False,4.0,2.0,2.0,1.0,1.0,2.0
VGtM,123.0,fiend,legacy,N,4.0,2.0,large,19.0,15.0,14.0,13.0,12.0,14.0,4.0,2.0,2.0,1.0,1.0,2.0,False,False,False,False,False,False,4.0,2.0,2.0,1.0,1.0,2.0
MM,56.0,fiend,generic,N,5.0,3.0,large,18.0,15.0,16.0,7.0,14.0,9.0,4.0,2.0,3.0,-2.0,2.0,-1.0,False,True,True,False,False,False,4.0,5.0,6.0,-2.0,2.0,-1.0
WDH,195.0,humanoid,unique,N,2.0,2.0,medium,9.0,10.0,9.0,17.0,15.0,11.0,-1.0,0.0,-1.0,3.0,2.0,0.0,False,False,False,True,True,False,-1.0,0.0,-1.0,5.0,4.0,0.0
CoS,229.0,humanoid,generic,N,0.5,2.0,medium,7.0,11.0,13.0,14.0,11.0,12.0,-2.0,0.0,1.0,2.0,0.0,1.0,False,False,False,False,False,False,-2.0,0.0,1.0,2.0,0.0,1.0
MM,24.0,monstrosity,generic,N,3.0,2.0,medium,16.0,8.0,15.0,2.0,8.0,7.0,3.0,-1.0,2.0,-4.0,-1.0,-2.0,False,False,False,False,False,False,3.0,-1.0,2.0,-4.0,-1.0,-2.0
PotA,201.0,humanoid,unique,N,8.0,3.0,medium,12.0,14.0,15.0,11.0,9.0,18.0,1.0,2.0,2.0,0.0,-1.0,4.0,False,False,False,False,False,False,1.0,2.0,2.0,0.0,-1.0,4.0
GGtR,189.0,celestial,generic,N,5.0,3.0,medium,16.0,12.0,13.0,11.0,17.0,18.0,3.0,1.0,1.0,0.0,3.0,4.0,False,False,False,False,True,True,3.0,1.0,1.0,0.0,6.0,7.0
WBtW,216.0,fey,unique,N,7.0,3.0,medium,22.0,11.0,18.0,16.0,12.0,15.0,6.0,0.0,4.0,3.0,1.0,2.0,False,False,True,True,True,True,6.0,0.0,7.0,6.0,4.0,5.0
MM,319.0,beast,generic,N,1.0,2.0,large,19.0,10.0,16.0,2.0,13.0,7.0,4.0,0.0,3.0,-4.0,1.0,-2.0,False,False,False,False,False,False,4.0,0.0,3.0,-4.0,1.0,-2.0
MM,334.0,beast,generic,N,2.0,2.0,large,20.0,10.0,16.0,2.0,13.0,7.0,5.0,0.0,3.0,-4.0,1.0,-2.0,False,False,False,False,False,False,5.0,0.0,3.0,-4.0,1.0,-2.0
MM,25.0,monstrosity,generic,N,11.0,4.0,huge,23.0,16.0,18.0,7.0,14.0,12.0,6.0,3.0,4.0,-2.0,2.0,1.0,False,False,False,False,False,False,6.0,3.0,4.0,-2.0,2.0,1.0
MM,28.0,aberration,legendary,L,13.0,5.0,large,10.0,14.0,18.0,17.0,15.0,17.0,0.0,2.0,4.0,3.0,2.0,3.0,False,False,False,True,True,True,0.0,2.0,4.0,8.0,7.0,8.0
MM,28.0,aberration,legendary,LL,14.0,5.0,large,10.0,14.0,18.0,17.0,15.0,17.0,0.0,2.0,4.0,3.0,2.0,3.0,False,False,False,True,True,True,0.0,2.0,4.0,8.0,7.0,8.0
MM,316.0,undead,generic,N,5.0,3.0,large,10.0,8.0,16.0,3.0,8.0,5.0,0.0,-1.0,3.0,-4.0,-1.0,-3.0,False,False,False,False,True,False,0.0,-1.0,3.0,-4.0,2.0,-3.0
BGDiA,115.0,fiend,unique,L,25.0,8.0,large,28.0,14.0,26.0,25.0,19.0,26.0,9.0,2.0,8.0,7.0,4.0,8.0,False,True,True,False,True,False,9.0,10.0,16.0,7.0,12.0,8.0
ERftLW,286.0,aberration,unique,L,22.0,7.0,medium,24.0,21.0,20.0,25.0,22.0,23.0,7.0,5.0,5.0,7.0,6.0,6.0,False,False,False,True,True,True,7.0,5.0,5.0,14.0,13.0,13.0
ERftLW,286.0,aberration,unique,LL,23.0,7.0,medium,24.0,21.0,20.0,25.0,22.0,23.0,7.0,5.0,5.0,7.0,6.0,6.0,False,False,False,True,True,True,7.0,5.0,5.0,14.0,13.0,13.0
SaCoC,186.0,dragon,unique,L,24.0,7.0,gargantuan,28.0,14.0,27.0,18.0,28.0,17.0,9.0,2.0,8.0,4.0,9.0,3.0,False,True,True,False,True,True,9.0,9.0,15.0,4.0,16.0,10.0
MPMotM,61.0,aberration,generic,N,2.0,2.0,medium,9.0,16.0,9.0,17.0,11.0,10.0,-1.0,3.0,-1.0,3.0,0.0,0.0,False,True,False,True,False,False,-1.0,5.0,-1.0,5.0,0.0,0.0
MToF,120.0,aberration,legacy,N,2.0,2.0,medium,9.0,16.0,9.0,17.0,11.0,10.0,-1.0,3.0,-1.0,3.0,0.0,0.0,False,True,False,True,False,False,-1.0,5.0,-1.0,5.0,0.0,0.0
MM,344.0,humanoid,generic,N,2.0,2.0,medium,16.0,12.0,17.0,9.0,11.0,9.0,3.0,1.0,3.0,-1.0,0.0,-1.0,False,False,False,False,False,False,3.0,1.0,3.0,-1.0,0.0,-1.0
MPMotM,62.0,fey,generic,N,7.0,3.0,medium,13.0,16.0,14.0,12.0,13.0,16.0,1.0,3.0,2.0,1.0,1.0,3.0,False,False,False,False,True,False,1.0,3.0,2.0,1.0,4.0,3.0
VGtM,160.0,fey,legacy,N,7.0,3.0,medium,13.0,16.0,14.0,12.0,13.0,16.0,1.0,3.0,2.0,1.0,1.0,3.0,False,False,False,False,True,False,1.0,3.0,2.0,1.0,4.0,3.0
WDotMM,51.0,elemental,unique,N,8.0,3.0,large,20.0,10.0,22.0,11.0,10.0,11.0,5.0,0.0,6.0,0.0,0.0,0.0,False,False,False,False,False,False,5.0,0.0,6.0,0.0,0.0,0.0
IDRotF,306.0,humanoid,unique,N,5.0,3.0,medium,18.0,11.0,18.0,14.0,11.0,14.0,4.0,0.0,4.0,2.0,0.0,2.0,False,False,False,False,False,False,4.0,0.0,4.0,2.0,0.0,2.0
MM,318.0,beast,generic,N,0.5,2.0,medium,15.0,10.0,14.0,2.0,12.0,7.0,2.0,0.0,2.0,-4.0,1.0,-2.0,False,False,False,False,False,False,2.0,0.0,2.0,-4.0,1.0,-2.0
MM,88.0,dragon,generic,N,2.0,2.0,medium,15.0,14.0,13.0,10.0,11.0,13.0,2.0,2.0,1.0,0.0,0.0,1.0,False,True,True,False,True,True,2.0,4.0,3.0,0.0,2.0,3.0
MM,88.0,dragon,legendary,L,14.0,5.0,huge,23.0,14.0,21.0,14.0,13.0,17.0,6.0,2.0,5.0,2.0,1.0,3.0,False,True,True,False,True,True,6.0,7.0,10.0,2.0,6.0,8.0
MM,87.0,dragon,legendary,LL,21.0,7.0,gargantuan,27.0,14.0,25.0,16.0,15.0,19.0,8.0,2.0,7.0,3.0,2.0,4.0,False,True,True,False,True,True,8.0,9.0,14.0,3.0,9.0,11.0
MM,88.0,dragon,generic,N,7.0,3.0,large,19.0,14.0,17.0,12.0,11.0,15.0,4.0,2.0,3.0,1.0,0.0,2.0,False,True,True,False,True,True,4.0,5.0,6.0,1.0,3.0,5.0
SKT,103.0,humanoid,generic,N,2.0,2.0,medium,11.0,14.0,12.0,10.0,13.0,14.0,0.0,2.0,1.0,0.0,1.0,2.0,False,False,False,False,False,False,0.0,2.0,1.0,0.0,1.0,2.0
PotA,195.0,humanoid,generic,N,2.0,2.0,medium,17.0,11.0,14.0,10.0,10.0,9.0,3.0,0.0,2.0,0.0,0.0,-1.0,False,False,False,False,False,False,3.0,0.0,2.0,0.0,0.0,-1.0
PotA,195.0,humanoid,generic,N,3.0,2.0,medium,15.0,11.0,14.0,12.0,10.0,16.0,2.0,0.0,2.0,1.0,0.0,3.0,False,False,False,False,False,False,2.0,0.0,2.0,1.0,0.0,3.0
BGDiA,232.0,humanoid,generic,N,6.0,3.0,medium,18.0,11.0,18.0,12.0,15.0,18.0,4.0,0.0,4.0,1.0,2.0,4.0,False,False,False,False,True,False,4.0,0.0,4.0,1.0,5.0,4.0
FToD,168.0,dragon,legendary,L,27.0,8.0,gargantuan,30.0,14.0,30.0,21.0,20.0,26.0,10.0,2.0,10.0,5.0,5.0,8.0,False,True,True,False,True,True,10.0,10.0,18.0,5.0,13.0,16.0
MM,241.0,ooze,generic,N,4.0,2.0,large,16.0,5.0,16.0,1.0,6.0,1.0,3.0,-3.0,3.0,-5.0,-2.0,-5.0,False,False,False,False,False,False,3.0,-3.0,3.0,-5.0,-2.0,-5.0
WDH,196.0,humanoid,unique,N,5.0,3.0,medium,11.0,18.0,14.0,11.0,11.0,12.0,0.0,4.0,2.0,0.0,0.0,1.0,False,True,False,True,False,False,0.0,7.0,2.0,3.0,0.0,1.0
MPMotM,63.0,humanoid,generic,N,8.0,3.0,medium,18.0,11.0,18.0,11.0,14.0,15.0,4.0,0.0,4.0,0.0,2.0,2.0,False,False,False,False,True,True,4.0,0.0,4.0,0.0,5.0,5.0
VGtM,211.0,humanoid,legacy,N,8.0,3.0,medium,18.0,11.0,18.0,11.0,14.0,15.0,4.0,0.0,4.0,0.0,2.0,2.0,False,False,False,False,True,True,4.0,0.0,4.0,0.0,5.0,5.0
HotDQ,89.0,giant,unique,N,9.0,4.0,huge,26.0,13.0,20.0,16.0,15.0,15.0,8.0,1.0,5.0,3.0,2.0,2.0,False,False,True,False,True,True,8.0,1.0,9.0,3.0,6.0,6.0
MM,32.0,plant,generic,N,0.25,2.0,medium,12.0,12.0,13.0,4.0,8.0,3.0,1.0,1.0,1.0,-3.0,-1.0,-4.0,False,False,False,False,False,False,1.0,1.0,1.0,-3.0,-1.0,-4.0
WBtW,230.0,plant,generic,N,7.0,3.0,huge,23.0,10.0,20.0,6.0,10.0,3.0,6.0,0.0,5.0,-2.0,0.0,-4.0,False,False,False,False,False,False,6.0,0.0,5.0,-2.0,0.0,-4.0
MM,32.0,plant,generic,N,0.125,2.0,small,6.0,13.0,12.0,4.0,8.0,3.0,-2.0,1.0,1.0,-3.0,-1.0,-4.0,False,False,False,False,False,False,-2.0,1.0,1.0,-3.0,-1.0,-4.0
MM,32.0,plant,generic,N,0.5,2.0,medium,15.0,8.0,14.0,5.0,10.0,3.0,2.0,-1.0,2.0,-3.0,0.0,-4.0,False,False,False,False,False,False,2.0,-1.0,2.0,-3.0,0.0,-4.0
MM,318.0,fey,generic,N,0.25,2.0,medium,12.0,17.0,12.0,10.0,13.0,11.0,1.0,3.0,1.0,0.0,1.0,0.0,False,False,False,False,False,False,1.0,3.0,1.0,0.0,1.0,0.0
GGtR,207.0,elemental,generic,N,4.0,2.0,medium,16.0,16.0,15.0,5.0,10.0,7.0,3.0,3.0,2.0,-3.0,0.0,-2.0,False,False,False,False,False,False,3.0,3.0,2.0,-3.0,0.0,-2.0
MM,319.0,beast,generic,N,0.125,2.0,small,6.0,14.0,10.0,3.0,14.0,5.0,-2.0,2.0,0.0,-4.0,2.0,-3.0,False,False,False,False,False,False,-2.0,2.0,0.0,-4.0,2.0,-3.0
EGtW,284.0,humanoid,generic,N,5.0,3.0,medium,18.0,12.0,15.0,9.0,16.0,11.0,4.0,1.0,2.0,-1.0,3.0,0.0,True,False,False,False,True,False,7.0,1.0,2.0,-1.0,6.0,0.0
GGtR,200.0,giant,generic,N,6.0,3.0,huge,23.0,9.0,20.0,7.0,8.0,9.0,6.0,-1.0,5.0,-2.0,-1.0,-1.0,True,False,True,False,True,False,9.0,-1.0,8.0,-2.0,2.0,-1.0
MM,91.0,dragon,generic,N,3.0,2.0,medium,17.0,10.0,15.0,12.0,11.0,15.0,3.0,0.0,2.0,1.0,0.0,2.0,False,True,True,False,True,True,3.0,2.0,4.0,1.0,2.0,4.0
MM,91.0,dragon,legendary,L,16.0,5.0,huge,25.0,10.0,23.0,16.0,15.0,19.0,7.0,0.0,6.0,3.0,2.0,4.0,False,True,True,False,True,True,7.0,5.0,11.0,3.0,7.0,9.0
MM,90.0,dragon,legendary,LL,23.0,7.0,gargantuan,29.0,10.0,27.0,18.0,17.0,21.0,9.0,0.0,8.0,4.0,3.0,5.0,False,True,True,False,True,True,9.0,7.0,15.0,4.0,10.0,12.0
MM,91.0,dragon,generic,N,9.0,4.0,large,21.0,10.0,19.0,14.0,13.0,17.0,5.0,0.0,4.0,2.0,1.0,3.0,False,True,True,False,True,True,5.0,4.0,8.0,2.0,5.0,7.0
FToD,168.0,dragon,legendary,L,27.0,8.0,gargantuan,30.0,14.0,30.0,21.0,20.0,26.0,10.0,2.0,10.0,5.0,5.0,8.0,False,True,True,False,True,True,10.0,10.0,18.0,5.0,13.0,16.0
MM,319.0,beast,generic,N,0.25,2.0,medium,13.0,11.0,12.0,2.0,9.0,5.0,1.0,0.0,1.0,-4.0,-1.0,-3.0,False,False,False,False,False,False,1.0,0.0,1.0,-4.0,-1.0,-3.0
MM,323.0,beast,generic,N,2.0,2.0,large,17.0,10.0,16.0,2.0,7.0,5.0,3.0,0.0,3.0,-4.0,-2.0,-3.0,False,False,False,False,False,False,3.0,0.0,3.0,-4.0,-2.0,-3.0
MPMotM,64.0,undead,generic,N,6.0,3.0,medium,15.0,16.0,15.0,7.0,12.0,12.0,2.0,3.0,2.0,-2.0,1.0,1.0,False,False,False,False,False,False,2.0,3.0,2.0,-2.0,1.0,1.0
VGtM,127.0,undead,legacy,N,6.0,3.0,medium,15.0,16.0,15.0,7.0,12.0,12.0,2.0,3.0,2.0,-2.0,1.0,1.0,False,False,False,False,False,False,2.0,3.0,2.0,-2.0,1.0,1.0
VRGtR,226.0,plant,generic,N,7.0,3.0,huge,18.0,8.0,20.0,14.0,14.0,18.0,4.0,-1.0,5.0,2.0,2.0,4.0,False,False,False,False,False,False,4.0,-1.0,5.0,2.0,2.0,4.0
MPMotM,65.0,fey,generic,N,0.125,2.0,small,8.0,18.0,13.0,6.0,12.0,7.0,-1.0,4.0,1.0,-2.0,1.0,-2.0,False,False,False,False,False,False,-1.0,4.0,1.0,-2.0,1.0,-2.0
VGtM,128.0,fey,legacy,N,0.125,2.0,small,8.0,18.0,13.0,6.0,12.0,7.0,-1.0,4.0,1.0,-2.0,1.0,-2.0,False,False,False,False,False,False,-1.0,4.0,1.0,-2.0,1.0,-2.0
EGtW,261.0,humanoid,unique,L,3.0,2.0,small,11.0,14.0,12.0,10.0,13.0,14.0,0.0,2.0,1.0,0.0,1.0,2.0,False,False,False,False,False,False,0.0,2.0,1.0,0.0,1.0,2.0
ERftLW,316.0,humanoid,generic,N,5.0,3.0,medium,18.0,13.0,14.0,12.0,14.0,16.0,4.0,1.0,2.0,1.0,2.0,3.0,False,False,False,False,True,True,4.0,1.0,2.0,1.0,5.0,6.0
BGDiA,119.0,monstrosity,generic,N,0.25,2.0,large,10.0,5.0,11.0,6.0,9.0,3.0,0.0,-3.0,0.0,-2.0,-1.0,-4.0,False,False,False,False,False,False,0.0,-3.0,0.0,-2.0,-1.0,-4.0
MPMotM,66.0,undead,generic,N,12.0,4.0,large,19.0,16.0,15.0,13.0,15.0,9.0,4.0,3.0,2.0,1.0,2.0,-1.0,False,True,True,False,True,False,4.0,7.0,6.0,1.0,6.0,-1.0
MToF,121.0,undead,legacy,N,12.0,4.0,large,19.0,16.0,15.0,13.0,15.0,9.0,4.0,3.0,2.0,1.0,2.0,-1.0,False,True,True,False,True,False,4.0,7.0,6.0,1.0,6.0,-1.0
VRGtR,228.0,undead,generic,N,1.0,2.0,medium,16.0,14.0,15.0,1.0,10.0,1.0,3.0,2.0,2.0,-5.0,0.0,-5.0,False,False,False,False,False,False,3.0,2.0,2.0,-5.0,0.0,-5.0
GGtR,238.0,giant,unique,L,18.0,6.0,huge,24.0,11.0,24.0,8.0,17.0,16.0,7.0,0.0,7.0,-1.0,3.0,3.0,True,False,True,False,True,False,13.0,0.0,13.0,-1.0,9.0,3.0
WDotMM,171.0,construct,unique,N,16.0,5.0,gargantuan,28.0,7.0,22.0,1.0,8.0,4.0,9.0,-2.0,6.0,-5.0,-1.0,-3.0,False,False,True,False,True,False,9.0,-2.0,11.0,-5.0,4.0,-3.0
SaCoC,187.0,plant,generic,N,3.0,2.0,large,20.0,10.0,17.0,4.0,14.0,4.0,5.0,0.0,3.0,-3.0,2.0,-3.0,False,False,False,False,False,False,5.0,0.0,3.0,-3.0,2.0,-3.0
IDRotF,278.0,undead,generic,N,3.0,2.0,small,1.0,3.0,15.0,19.0,10.0,15.0,-5.0,-4.0,2.0,4.0,0.0,2.0,False,False,False,True,False,True,-5.0,-4.0,2.0,6.0,0.0,4.0
MM,106.0,dragon,generic,N,1.0,2.0,medium,15.0,10.0,13.0,10.0,11.0,13.0,2.0,0.0,1.0,0.0,0.0,1.0,False,True,True,False,True,True,2.0,2.0,3.0,0.0,2.0,3.0
MM,105.0,dragon,legendary,L,13.0,5.0,huge,23.0,10.0,21.0,14.0,13.0,17.0,6.0,0.0,5.0,2.0,1.0,3.0,False,True,True,False,True,True,6.0,5.0,10.0,2.0,6.0,8.0
MM,104.0,dragon,legendary,LL,20.0,6.0,gargantuan,27.0,10.0,25.0,16.0,15.0,19.0,8.0,0.0,7.0,3.0,2.0,4.0,False,True,True,False,True,True,8.0,6.0,13.0,3.0,8.0,10.0
MM,105.0,dragon,generic,N,6.0,3.0,large,19.0,10.0,17.0,12.0,11.0,15.0,4.0,0.0,3.0,1.0,0.0,2.0,False,True,True,False,True,True,4.0,3.0,6.0,1.0,3.0,5.0
FToD,208.0,dragon,legendary,L,28.0,8.0,gargantuan,30.0,16.0,29.0,21.0,22.0,30.0,10.0,3.0,9.0,5.0,6.0,10.0,False,True,True,True,True,True,10.0,11.0,17.0,13.0,14.0,18.0
WBtW,230.0,fey,generic,N,0.125,2.0,tiny,4.0,15.0,14.0,10.0,11.0,13.0,-3.0,2.0,2.0,0.0,0.0,1.0,False,True,True,False,False,False,-3.0,4.0,4.0,0.0,0.0,1.0
MPMotM,95.0,beast,generic,N,5.0,3.0,gargantuan,21.0,9.0,17.0,2.0,10.0,7.0,5.0,-1.0,3.0,-4.0,0.0,-2.0,False,False,True,False,False,False,5.0,-1.0,6.0,-4.0,0.0,-2.0
VGtM,139.0,beast,legacy,N,5.0,3.0,gargantuan,21.0,9.0,17.0,2.0,10.0,7.0,5.0,-1.0,3.0,-4.0,0.0,-2.0,False,False,True,False,False,False,5.0,-1.0,6.0,-4.0,0.0,-2.0
MM,109.0,dragon,generic,N,2.0,2.0,medium,17.0,10.0,15.0,12.0,11.0,15.0,3.0,0.0,2.0,1.0,0.0,2.0,False,True,True,False,True,True,3.0,2.0,4.0,1.0,2.0,4.0
MM,108.0,dragon,legendary,L,15.0,5.0,huge,25.0,10.0,23.0,16.0,15.0,19.0,7.0,0.0,6.0,3.0,2.0,4.0,False,True,True,False,True,True,7.0,5.0,11.0,3.0,7.0,9.0
MM,107.0,dragon,legendary,LL,22.0,7.0,gargantuan,29.0,10.0,27.0,18.0,17.0,21.0,9.0,0.0,8.0,4.0,3.0,5.0,False,True,True,False,True,True,9.0,7.0,15.0,4.0,10.0,12.0
MM,108.0,dragon,generic,N,8.0,3.0,large,21.0,10.0,19.0,14.0,13.0,17.0,5.0,0.0,4.0,2.0,1.0,3.0,False,True,True,False,True,True,5.0,3.0,7.0,2.0,4.0,6.0
FToD,208.0,dragon,legendary,L,28.0,8.0,gargantuan,30.0,16.0,29.0,21.0,22.0,30.0,10.0,3.0,9.0,5.0,6.0,10.0,False,True,True,True,True,True,10.0,11.0,17.0,13.0,14.0,18.0
MOoT,210.0,construct,generic,N,1.0,2.0,medium,13.0,16.0,15.0,3.0,14.0,1.0,1.0,3.0,2.0,-4.0,2.0,-5.0,False,False,False,False,False,False,1.0,3.0,2.0,-4.0,2.0,-5.0
CoS,226.0,construct,generic,N,0.25,2.0,small,10.0,17.0,10.0,1.0,5.0,1.0,0.0,3.0,0.0,-5.0,-3.0,-5.0,False,False,False,False,False,False,0.0,3.0,0.0,-5.0,-3.0,-5.0
MM,33.0,humanoid,generic,N,1.0,2.0,medium,15.0,14.0,13.0,8.0,11.0,9.0,2.0,2.0,1.0,-1.0,0.0,-1.0,False,False,False,False,False,False,2.0,2.0,1.0,-1.0,0.0,-1.0
MM,33.0,humanoid,generic,N,3.0,2.0,medium,17.0,14.0,14.0,11.0,12.0,11.0,3.0,2.0,2.0,0.0,1.0,0.0,False,False,False,False,False,False,3.0,2.0,2.0,0.0,1.0,0.0
MPMotM,67.0,fiend,generic,N,3.0,2.0,medium,15.0,14.0,17.0,8.0,9.0,6.0,2.0,2.0,3.0,-1.0,-1.0,-2.0,False,False,False,False,False,False,2.0,2.0,3.0,-1.0,-1.0,-2.0
MM,34.0,monstrosity,generic,N,5.0,3.0,large,19.0,11.0,21.0,2.0,10.0,5.0,4.0,0.0,5.0,-4.0,0.0,-3.0,False,False,False,False,False,False,4.0,0.0,5.0,-4.0,0.0,-3.0
