Book,Page,Size,Type,CR,PB,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save
Basic Rules,119,Medium,Monstrosity,3.0,2,16,8,15,2,8,7,3,-1,2,-4,-1,-2,3,-1,2,-4,-1,-2
Princes of the Apocalypse,201,Medium,Humanoid,8.0,3,12,14,15,11,9,18,1,2,2,0,-1,4,1,2,2,0,-1,4
Basic Rules,119,Tiny,Beast,0.0,2,2,15,8,2,12,4,-4,2,-1,-4,1,-3,-4,2,-1,-4,1,-3
Guildmasters' Guide to Ravnica,189,Medium,Celestial,5.0,3,16,12,13,11,17,18,3,1,1,0,3,4,3,1,1,0,6,7
The Wild Beyond the Witchlight,216,Medium,Fey,7.0,3,22,11,18,16,12,15,6,0,4,3,1,2,6,0,7,6,4,5
Basic Rules,274,Medium,Fiend,3.0,2,16,15,15,9,11,11,3,2,2,-1,0,0,5,2,4,-1,2,0
Basic Rules,265,Huge,Monstrosity,11.0,4,23,16,18,7,14,12,6,3,4,-2,2,1,6,3,4,-2,2,1
Monster Manual,28,Large,Aberration,13.0,5,10,14,18,17,15,17,0,2,4,3,2,3,0,2,4,8,7,8
Monster Manual,316,Large,Undead,5.0,3,10,8,16,3,8,5,0,-1,3,-4,-1,-3,0,-1,3,-4,2,-3
Baldur's Gate: Descent into Avernus,115,Large,Fiend,25.0,8,28,14,26,25,19,26,9,2,8,7,4,8,9,9,15,7,11,8
Eberron: Rising from the Last War,286,Medium,Aberration,22.0,7,24,21,20,25,22,23,7,5,5,7,6,6,7,5,5,14,13,13
Strixhaven: A Curriculum of Chaos,186,Gargantuan,Dragon,24.0,7,28,14,27,18,28,17,9,2,8,4,9,3,9,9,15,4,16,10
Mordenkainen Presents: Monsters of the Multiverse,61,Medium,Aberration,2.0,2,9,16,9,17,11,10,-1,3,-1,3,0,0,-1,5,-1,5,0,0
Mordenkainen’s Tome of Foes,120,Medium,Aberration,2.0,2,9,16,9,17,11,10,-1,3,-1,3,0,0,-1,5,-1,5,0,0
Basic Rules,162,Medium,Humanoid,2.0,2,16,12,17,9,11,9,3,1,3,-1,0,-1,3,1,3,-1,0,-1
Volo's Guide to Monsters,160,Medium,Fey,7.0,3,13,16,14,12,13,16,1,3,2,1,1,3,1,3,2,1,4,3
Mordenkainen Presents: Monsters of the Multiverse,62,Medium,Fey,7.0,3,13,16,14,12,13,16,1,3,2,1,1,3,1,3,2,1,4,3
Guildmasters' Guide to Ravnica,256,Medium,Humanoid,10.0,4,10,15,14,20,14,15,0,2,2,5,2,2,0,2,2,9,6,2
Icewind Dale: Rime of the Frostmaiden,306,Medium,Humanoid,5.0,3,18,11,18,14,11,14,4,0,4,2,0,2,4,0,4,2,0,2
Mordenkainen Presents: Monsters of the Multiverse,38,Medium,Fiend,7.0,3,14,17,14,13,16,11,2,3,2,1,3,0,2,6,2,1,6,0
Mordenkainen’s Tome of Foes,160,Medium,Fiend,7.0,3,14,17,14,13,16,11,2,3,2,1,3,0,2,6,2,1,6,0
Basic Rules,119,Medium,Beast,0.5,2,15,10,14,2,12,7,2,0,2,-4,1,-2,2,0,2,-4,1,-2
Basic Rules,282,Medium,Dragon,2.0,2,15,14,13,10,11,13,2,2,1,0,0,1,2,4,3,0,2,3
Princes of the Apocalypse,195,Medium,Humanoid,2.0,2,17,11,14,10,10,9,3,0,2,0,0,-1,3,0,2,0,0,-1
Princes of the Apocalypse,195,Medium,Humanoid,3.0,2,15,11,14,12,10,16,2,0,2,1,0,3,2,0,2,1,0,3
Baldur's Gate: Descent into Avernus,235,Medium,Humanoid,6.0,3,18,11,18,12,15,18,4,0,4,1,2,4,4,0,4,1,5,4
Basic Rules,337,Large,Ooze,4.0,2,16,5,16,1,6,1,3,-3,3,-5,-2,-5,3,-3,3,-5,-2,-5
,,Medium,Humanoid,5.0,3,11,18,14,11,11,12,0,4,2,0,0,1,0,7,2,3,0,1
Volo's Guide to Monsters,211,Medium,Humanoid,8.0,3,18,11,18,11,14,15,4,0,4,0,2,2,4,0,4,0,5,5
Mordenkainen Presents: Monsters of the Multiverse,63,Medium,Humanoid,8.0,3,18,11,18,11,14,15,4,0,4,0,2,2,4,0,4,0,5,5
,,Huge,Giant,9.0,4,26,13,20,16,15,15,8,1,5,3,2,2,8,1,9,3,6,6
Mordenkainen's Fiendish Folio Volume 1,5,Medium,Humanoid,2.0,2,13,16,15,8,10,9,1,3,2,-1,0,-1,1,3,2,-1,0,-1
Basic Rules,119,Medium,Fey,0.25,2,12,17,12,10,13,11,1,3,1,0,1,0,1,3,1,0,1,0
Guildmasters' Guide to Ravnica,207,Medium,Elemental,4.0,2,16,16,15,5,10,7,3,3,2,-3,0,-2,3,3,2,-3,0,-2
Guildmasters' Guide to Ravnica,223,Medium,Undead,8.0,3,16,18,17,16,13,19,3,4,3,3,1,4,3,7,6,3,4,4
Basic Rules,120,Small,Beast,0.125,2,6,14,10,3,14,5,-2,2,0,-4,2,-3,-2,2,0,-4,2,-3
Explorer's Guide to Wildemount,284,Medium,Humanoid,5.0,3,18,12,15,9,16,11,4,1,2,-1,3,0,7,1,2,-1,6,0
Guildmasters' Guide to Ravnica,248,Medium,Humanoid,7.0,3,16,14,15,13,9,19,3,2,2,1,-1,4,3,2,2,1,2,7
Guildmasters' Guide to Ravnica,200,Huge,Giant,6.0,3,23,9,20,7,8,9,6,-1,5,-2,-1,-1,9,-1,8,-2,2,-1
Mythic Odysseys of Theros,227,Medium,Monstrosity,0.125,2,12,13,10,6,11,13,1,1,0,-2,0,1,1,1,0,-2,0,1
Mordenkainen Presents: Monsters of the Multiverse,39,Medium,Fiend,17.0,6,15,14,17,22,23,18,2,2,3,6,6,4,2,2,3,12,12,4
Mordenkainen’s Tome of Foes,161,Medium,Fiend,17.0,6,15,14,17,22,23,18,2,2,3,6,6,4,2,2,3,12,12,4
Basic Rules,284,Medium,Dragon,3.0,2,17,10,15,12,11,15,3,0,2,1,0,2,3,2,4,1,2,4
Monster Manual,276,Large,Aberration,7.0,3,20,15,18,7,7,9,5,2,4,-2,-2,-1,5,2,4,-2,-2,-1
Basic Rules,120,Medium,Beast,0.25,2,13,11,12,2,9,5,1,0,1,-4,-1,-3,1,0,1,-4,-1,-3
Volo's Guide to Monsters,127,Medium,Undead,6.0,3,15,16,15,7,12,12,2,3,2,-2,1,1,2,3,2,-2,1,1
Mordenkainen Presents: Monsters of the Multiverse,64,Medium,Undead,6.0,3,15,16,15,7,12,12,2,3,2,-2,1,1,2,3,2,-2,1,1
Van Richten’s Guide to Ravenloft,226,Huge,Plant,7.0,3,18,8,20,14,14,18,4,-1,5,2,2,4,4,-1,5,2,2,4
Volo's Guide to Monsters,128,Small,Fey,0.125,2,8,18,13,6,12,7,-1,4,1,-2,1,-2,-1,4,1,-2,1,-2
Mordenkainen Presents: Monsters of the Multiverse,65,Small,Fey,0.125,2,8,18,13,6,12,7,-1,4,1,-2,1,-2,-1,4,1,-2,1,-2
Explorer's Guide to Wildemount,261,Small,Humanoid,3.0,2,11,14,12,10,13,14,0,2,1,0,1,2,0,2,1,0,1,2
Basic Rules,275,Large,Fiend,9.0,4,18,16,18,13,14,16,4,3,4,1,2,3,4,3,4,5,6,7
Eberron: Rising from the Last War,316,Medium,Humanoid,5.0,3,18,13,14,12,14,16,4,1,2,1,2,3,4,1,2,1,5,6
Monster Manual,234,Large,Undead,4.0,2,15,16,12,15,15,16,2,3,1,2,2,3,2,3,1,2,2,3
Baldur's Gate: Descent into Avernus,119,Large,Monstrosity,0.25,2,10,5,11,6,9,3,0,-3,0,-2,-1,-4,0,-3,0,-2,-1,-4
Mordenkainen Presents: Monsters of the Multiverse,66,Large,Undead,12.0,4,19,16,15,13,15,9,4,3,2,1,2,-1,4,7,6,1,6,-1
Mordenkainen’s Tome of Foes,121,Large,Undead,12.0,4,19,16,15,13,15,9,4,3,2,1,2,-1,4,7,6,1,6,-1
Van Richten’s Guide to Ravenloft,228,Medium,Undead,1.0,2,16,14,15,1,10,1,3,2,2,-5,0,-5,3,2,2,-5,0,-5
Guildmasters' Guide to Ravnica,238,Huge,Giant,18.0,6,24,11,24,8,17,16,7,0,7,-1,3,3,13,0,13,-1,9,3
Strixhaven: A Curriculum of Chaos,187,Large,Plant,3.0,2,20,10,17,4,14,4,5,0,3,-3,2,-3,5,0,3,-3,2,-3
Acquisitions Incorporated,205,Medium,Humanoid,2.0,2,12,15,12,11,13,16,1,2,1,0,1,3,1,2,1,0,1,3
Icewind Dale: Rime of the Frostmaiden,278,Small,Undead,3.0,2,1,3,15,19,10,15,-5,-4,2,4,0,2,-5,-4,2,6,0,4
,,Medium,Undead,6.0,3,1,1,15,19,10,15,-5,-5,2,4,0,2,-5,-5,2,7,0,5
Basic Rules,292,Medium,Dragon,1.0,2,15,10,13,10,11,13,2,0,1,0,0,1,2,2,3,0,2,3
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,15,Huge,Giant,9.0,4,26,8,22,14,13,7,8,-1,6,2,1,-2,8,-1,6,2,1,-2
,,Medium,Plant,0.125,2,14,11,11,14,8,18,2,0,0,2,-1,4,2,0,0,2,-1,4
The Wild Beyond the Witchlight,230,Tiny,Fey,0.125,2,4,15,14,10,11,13,-3,2,2,0,0,1,-3,4,4,0,0,1
Explorer's Guide to Wildemount,295,Large,Beast,3.0,2,18,14,14,2,13,5,4,2,2,-4,1,-3,4,2,2,-4,1,-3
Mordenkainen Presents: Monsters of the Multiverse,95,Gargantuan,Beast,5.0,3,21,9,17,2,10,7,5,-1,3,-4,0,-2,5,-1,6,-4,0,-2
Volo's Guide to Monsters,139,Gargantuan,Beast,5.0,3,21,9,17,2,10,7,5,-1,3,-4,0,-2,5,-1,6,-4,0,-2
Basic Rules,295,Medium,Dragon,2.0,2,17,10,15,12,11,15,3,0,2,1,0,2,3,2,4,1,2,4
Mythic Odysseys of Theros,210,Medium,Construct,1.0,2,13,16,15,3,14,1,1,3,2,-4,2,-5,1,3,2,-4,2,-5
Mordenkainen’s Tome of Foes,125,Medium,Construct,1.0,2,10,16,11,3,14,1,0,3,0,-4,2,-5,0,3,0,-4,2,-5
Curse of Strahd,226,Small,Construct,0.25,2,10,17,10,1,5,1,0,3,0,-5,-3,-5,0,3,0,-5,-3,-5
Basic Rules,120,Large,Beast,1.0,2,19,10,16,2,13,7,4,0,3,-4,1,-2,4,0,3,-4,1,-2
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,49,Large,Monstrosity,4.0,2,18,15,17,1,10,1,4,2,3,-5,0,-5,4,2,3,-5,0,-5
Basic Rules,120,Medium,Humanoid,1.0,2,15,14,13,8,11,9,2,2,1,-1,0,-1,2,2,1,-1,0,-1
Monster Manual,33,Medium,Humanoid,3.0,2,17,14,14,11,12,11,3,2,2,0,1,0,3,2,2,0,1,0
Basic Rules,266,Large,Monstrosity,5.0,3,19,11,21,2,10,5,4,0,5,-4,0,-3,4,0,5,-4,0,-3
Mordenkainen’s Tome of Foes,131,Medium,Fiend,3.0,2,15,14,17,8,9,6,2,2,3,-1,-1,-2,2,2,3,-1,-1,-2
Mordenkainen Presents: Monsters of the Multiverse,67,Medium,Fiend,3.0,2,15,14,17,8,9,6,2,2,3,-1,-1,-2,2,2,3,-1,-1,-2
Monster Manual,35,Medium,Humanoid,0.25,2,12,12,13,7,10,7,1,1,1,-2,0,-2,1,1,1,-2,0,-2
,,Medium,Humanoid,2.0,2,14,12,12,7,15,10,2,1,1,-2,2,0,2,1,3,-2,2,0
The Wild Beyond the Witchlight,231,Medium,Humanoid,3.0,2,16,12,13,9,11,14,3,1,1,-1,0,2,3,1,3,-1,2,2
,,Medium,Humanoid,3.0,2,16,12,14,10,11,14,3,1,2,0,0,2,5,3,2,0,0,2
Mythic Odysseys of Theros,211,Medium,Construct,2.0,2,17,14,16,3,15,1,3,2,3,-4,2,-5,3,2,3,-4,2,-5
Princes of the Apocalypse,196,Medium,Humanoid,4.0,2,18,12,16,10,11,13,4,1,3,0,0,1,4,1,3,0,0,1
Guildmasters' Guide to Ravnica,195,Small,Fiend,0.5,2,9,16,11,11,7,12,-1,3,0,0,-2,1,-1,3,0,0,-2,1
Mordenkainen’s Tome of Foes,122,Large,Construct,14.0,5,21,14,20,5,11,8,5,2,5,-3,0,-1,5,2,5,-3,0,-1
Mordenkainen Presents: Monsters of the Multiverse,68,Large,Construct,14.0,5,21,14,20,5,11,8,5,2,5,-3,0,-1,5,2,5,-3,0,-1
Monster Manual,36,Medium,Fiend,5.0,3,18,18,16,14,12,16,4,4,3,2,1,3,7,4,6,5,1,6
Basic Rules,121,Large,Beast,0.125,2,16,8,14,2,8,5,3,-1,2,-4,-1,-3,3,-1,2,-4,-1,-3
The Wild Beyond the Witchlight,232,Tiny,Plant,0.0,2,1,7,10,4,10,8,-5,-2,0,-3,0,-1,-5,-2,0,-3,0,-1
Mordenkainen Presents: Monsters of the Multiverse,69,Medium,Fiend,8.0,3,18,10,17,5,17,12,4,0,3,-3,3,1,4,0,3,-3,3,1
Mordenkainen’s Tome of Foes,247,Medium,Fiend,8.0,3,18,10,17,5,17,12,4,0,3,-3,3,1,4,0,3,-3,3,1
Candlekeep Mysteries,179,Large,Construct,13.0,5,20,10,20,7,11,1,5,0,5,-2,0,-5,5,0,5,3,5,0
,,Medium,Humanoid,5.0,3,19,10,16,13,14,12,4,0,3,1,2,1,7,0,6,1,2,1
Monster Manual,37,Large,Monstrosity,2.0,2,14,13,16,1,12,5,2,1,3,-5,1,-3,2,1,3,-5,1,-3
Van Richten’s Guide to Ravenloft,230,Tiny,Monstrosity,3.0,2,6,16,12,2,13,6,-2,3,1,-4,1,-2,-2,3,1,-4,1,-2
Van Richten’s Guide to Ravenloft,231,Small,Construct,1.0,2,10,15,12,8,14,14,0,2,1,-1,2,2,0,2,1,-1,2,2
Basic Rules,121,Tiny,Beast,0.0,2,3,15,10,3,12,7,-4,2,0,-4,1,-2,-4,2,0,-4,1,-2
Guildmasters' Guide to Ravnica,210,Medium,Monstrosity,1.0,2,16,15,14,2,13,8,3,2,2,-4,1,-1,3,2,2,-4,1,-1
Guildmasters' Guide to Ravnica,211,Large,Monstrosity,6.0,3,18,14,16,2,13,8,4,2,3,-4,1,-1,4,2,3,-4,1,-1
Guildmasters' Guide to Ravnica,212,Huge,Monstrosity,16.0,5,23,12,21,2,13,8,6,1,5,-4,1,-1,6,1,5,-4,1,-1
Volo's Guide to Monsters,129,Large,Monstrosity,5.0,3,19,12,21,3,14,8,4,1,5,-4,2,-1,4,1,5,-4,2,-1
Mordenkainen Presents: Monsters of the Multiverse,70,Large,Monstrosity,5.0,3,19,12,21,3,14,8,4,1,5,-4,2,-1,4,1,5,-4,2,-1
Volo's Guide to Monsters,130,Medium,Monstrosity,3.0,2,16,13,14,3,10,3,3,1,2,-4,0,-4,3,1,2,-4,0,-4
Mordenkainen Presents: Monsters of the Multiverse,73,Medium,Monstrosity,3.0,2,16,13,14,3,10,3,3,1,2,-4,0,-4,3,1,2,-4,0,-4
Basic Rules,121,Large,Monstrosity,2.0,2,18,14,14,9,13,11,4,2,2,-1,1,0,4,2,2,-1,1,0
,,Large,Undead,6.0,3,20,12,16,5,14,12,5,1,3,-3,2,1,5,1,3,-3,5,1
Basic Rules,275,Medium,Fiend,8.0,3,18,15,18,11,12,14,4,2,4,0,1,2,4,2,7,0,4,5
,,Large,Plant,2.0,2,17,7,14,11,8,12,3,-2,2,0,-1,1,3,-2,2,0,-1,1
Volo's Guide to Monsters,212,Medium,Humanoid,9.0,4,20,15,14,10,14,12,5,2,2,0,2,1,9,2,6,0,2,1
Mordenkainen Presents: Monsters of the Multiverse,74,Medium,Humanoid,9.0,4,20,15,14,10,14,12,5,2,2,0,2,1,9,2,6,0,2,1
Eberron: Rising from the Last War,317,Medium,Humanoid,0.5,2,8,15,12,14,10,16,-1,2,1,2,0,3,-1,2,1,2,0,3
Acquisitions Incorporated,209,Large,Aberration,4.0,2,18,13,15,6,10,4,4,1,2,-2,0,-3,4,1,2,-2,0,-3
Icewind Dale: Rime of the Frostmaiden,280,Medium,Fiend,4.0,2,16,12,17,9,11,9,3,1,3,-1,0,-1,3,1,3,-1,0,-1
Icewind Dale: Rime of the Frostmaiden,281,Huge,Construct,11.0,4,24,11,19,10,10,3,7,0,4,0,0,-4,11,0,8,0,0,-4
Monster Manual,57,Large,Fiend,6.0,3,15,15,12,11,14,10,2,2,1,0,2,0,2,5,1,0,5,0
Basic Rules,121,Large,Monstrosity,6.0,3,19,11,19,3,14,10,4,0,4,-4,2,0,4,0,4,-4,2,0
Mordenkainen Presents: Monsters of the Multiverse,75,Small,Monstrosity,0.5,2,10,14,12,10,10,7,0,2,1,0,0,-2,0,2,1,0,0,-2
Volo's Guide to Monsters,131,Small,Monstrosity,0.5,2,10,14,12,10,10,7,0,2,1,0,0,-2,0,2,1,0,0,-2
Dead in Thay,232,Small,Aberration,1.0,2,16,14,13,4,12,7,3,2,1,-3,1,-2,3,2,1,-3,1,-2
Mordenkainen Presents: Monsters of the Multiverse,76,Small,Aberration,1.0,2,16,14,13,4,12,7,3,2,1,-3,1,-2,3,2,1,-3,1,-2
Mordenkainen Presents: Monsters of the Multiverse,77,Medium,Monstrosity,3.0,2,12,16,12,11,14,10,1,3,1,0,2,0,1,3,1,0,2,0
Volo's Guide to Monsters,132,Medium,Monstrosity,3.0,2,12,16,12,11,14,10,1,3,1,0,2,0,1,3,1,0,2,0
Basic Rules,267,Large,Aberration,4.0,2,19,10,16,5,11,5,4,0,3,-3,0,-3,4,0,3,-3,0,-3
,,Large,Plant,4.0,2,19,10,16,2,6,1,4,0,3,-4,-2,-5,4,0,3,-4,-2,-5
Tomb of Annihilation,216,Tiny,Elemental,0.0,2,1,20,10,14,16,16,-5,5,0,2,3,3,-5,5,0,2,3,3
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,17,Tiny,Elemental,0.0,2,1,20,10,14,16,16,-5,5,0,2,3,3,-5,5,0,2,3,3
The Wild Beyond the Witchlight,78,Small,Construct,0.5,2,14,13,11,7,10,10,2,1,0,-2,0,0,2,1,0,-2,0,0
Storm King's Thunder,96,Gargantuan,Dragon,22.0,7,27,12,25,20,17,19,8,1,7,5,3,4,8,8,14,5,10,11
,,Medium,Beast,1.0,2,12,16,14,4,12,6,1,3,2,-3,1,-2,1,3,2,-3,1,-2
Wayfinder's Guide to Eberron,81,Medium,Beast,0.5,2,17,17,13,2,12,10,3,3,1,-4,1,0,3,3,1,-4,1,0
Basic Rules,315,Large,Construct,9.0,4,20,9,18,3,8,1,5,-1,4,-4,-1,-5,5,-1,4,-4,-1,-5
Basic Rules,268,Large,Aberration,8.0,3,17,15,12,13,12,14,3,2,1,1,1,2,3,2,1,1,1,2
Mordenkainen Presents: Monsters of the Multiverse,79,Medium,Construct,1.0,2,10,16,11,3,14,1,0,3,0,-4,2,-5,0,3,0,-4,2,-5
Acquisitions Incorporated,209,Medium,Construct,1.0,2,14,10,12,10,11,13,2,0,1,0,0,1,2,0,1,0,0,1
Monstrous Compendium Volume One: Spelljammer Creatures,4,Small,Construct,2.0,2,14,14,18,13,14,10,2,2,4,1,2,0,4,2,4,1,4,0
Mordenkainen Presents: Monsters of the Multiverse,79,Medium,Construct,4.0,2,12,16,14,3,10,1,1,3,2,-4,0,-5,1,3,2,-4,0,-5
,,Large,Construct,10.0,4,20,12,18,3,11,1,5,1,4,-4,0,-5,5,1,4,-4,0,-5
Mordenkainen Presents: Monsters of the Multiverse,80,Medium,Construct,5.0,3,12,18,15,3,10,1,1,4,2,-4,0,-5,1,4,2,-4,0,-5
Mordenkainen Presents: Monsters of the Multiverse,80,Medium,Construct,4.0,2,19,10,17,3,10,1,4,0,3,-4,0,-5,4,0,3,-4,0,-5
Basic Rules,312,Huge,Giant,9.0,4,27,10,22,12,16,16,8,0,6,1,3,3,8,0,10,1,7,7
Candlekeep Mysteries,146,Huge,Undead,9.0,4,27,11,10,12,16,17,8,0,0,1,3,3,8,0,0,1,7,7
Mordenkainen Presents: Monsters of the Multiverse,81,Huge,Giant,11.0,4,26,12,22,15,16,17,8,1,6,2,3,3,8,1,10,6,3,7
Volo's Guide to Monsters,146,Huge,Giant,11.0,4,26,12,22,15,16,17,8,1,6,2,3,3,8,1,10,6,3,7
Basic Rules,122,Small,Monstrosity,0.5,2,6,12,12,2,13,5,-2,1,1,-4,1,-3,-2,1,1,-4,1,-3
Strixhaven: A Curriculum of Chaos,188,Large,Construct,4.0,2,18,10,15,17,11,6,4,0,2,3,0,-2,4,0,2,3,0,-2
Icewind Dale: Rime of the Frostmaiden,284,Medium,Undead,5.0,3,15,10,17,8,10,8,2,0,3,-1,0,-1,2,0,3,2,3,-1
Mythic Odysseys of Theros,218,Gargantuan,Construct,23.0,7,28,10,25,3,11,1,9,0,7,-4,0,-5,16,0,14,-4,0,-5
Basic Rules,163,Medium,Humanoid,0.0,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
Guildmasters' Guide to Ravnica,194,Medium,Fey,9.0,4,12,19,14,19,20,21,1,4,2,4,5,5,1,4,2,8,9,9
Volo's Guide to Monsters,212,Medium,Humanoid,6.0,3,9,14,11,17,12,11,-1,2,0,3,1,0,-1,2,0,6,4,0
Mordenkainen Presents: Monsters of the Multiverse,260,Medium,Humanoid,6.0,3,9,14,11,17,12,11,-1,2,0,3,1,0,-1,2,0,6,4,0
Basic Rules,122,Large,Beast,0.25,2,15,14,12,1,10,3,2,2,1,-5,0,-4,2,2,1,-5,0,-4
Candlekeep Mysteries,149,Medium,Construct,0.0,2,10,10,15,10,10,10,0,0,2,0,0,0,0,0,2,0,0,0
Basic Rules,298,Medium,Dragon,1.0,2,15,12,13,14,11,13,2,1,1,2,0,1,2,3,3,2,2,3
Explorer's Guide to Wildemount,286,Small,Aberration,1.0,2,7,14,10,9,12,6,-2,2,0,-1,1,-2,-2,2,0,-1,1,-2
Explorer's Guide to Wildemount,286,Medium,Aberration,6.0,3,17,15,18,8,13,8,3,2,4,-1,1,-1,3,5,4,-1,4,2
Explorer's Guide to Wildemount,286,Medium,Aberration,13.0,5,14,12,18,22,19,16,2,1,4,6,4,3,2,6,4,11,9,8
Explorer's Guide to Wildemount,287,Gargantuan,Aberration,15.0,5,26,5,20,6,8,4,8,-3,5,-2,-1,-3,8,-3,10,-2,4,-3
Mordenkainen Presents: Monsters of the Multiverse,82,Large,Plant,8.0,3,14,14,16,7,15,3,2,2,3,-2,2,-4,2,2,3,-2,2,-4
Mordenkainen’s Tome of Foes,127,Large,Plant,8.0,3,14,14,16,7,15,3,2,2,3,-2,2,-4,2,2,3,-2,2,-4
Candlekeep Mysteries,123,Large,Monstrosity,8.0,3,18,14,15,11,17,16,4,2,2,0,3,3,4,2,2,3,6,6
Critical Role: Call of the Netherdeep,196,Huge,Aberration,9.0,4,23,11,21,1,10,5,6,0,5,-5,0,-3,6,0,5,-5,0,-3
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,18,Gargantuan,Aberration,18.0,6,27,10,25,24,15,24,8,0,7,7,2,7,8,0,7,13,8,13
Guildmasters' Guide to Ravnica,242,Medium,Humanoid,4.0,2,14,15,16,18,9,12,2,2,3,4,-1,1,2,4,5,4,-1,1
Basic Rules,269,Medium,Celestial,4.0,2,16,20,17,18,20,18,3,5,3,4,5,4,3,5,5,4,7,6
Guildmasters' Guide to Ravnica,242,Medium,Humanoid,2.0,2,13,16,15,18,11,14,1,3,2,4,0,2,1,3,4,4,2,2
Volo's Guide to Monsters,207,Large,Beast,0.25,2,18,10,14,2,10,4,4,0,2,-4,0,-3,4,0,2,-4,0,-3
Basic Rules,122,Tiny,Beast,0.0,2,2,11,10,1,8,2,-4,0,0,-5,-1,-4,-4,0,0,-5,-1,-4
Mordenkainen's Fiendish Folio Volume 1,6,Large,Giant,3.0,2,19,10,17,7,9,9,4,0,3,-2,-1,-1,4,0,3,-2,-1,-1
,,Large,Monstrosity,1.0,2,16,17,16,4,14,8,3,3,3,-3,2,-1,3,3,3,-3,2,-1
Volo's Guide to Monsters,133,Tiny,Beast,0.0,2,2,14,10,4,11,8,-4,2,0,-3,0,-1,-4,2,0,-3,0,-1
Mordenkainen Presents: Monsters of the Multiverse,83,Tiny,Aberration,0.0,2,2,14,10,4,11,8,-4,2,0,-3,0,-1,-4,2,0,-3,0,-1
Monster Manual,44,Tiny,Undead,0.0,2,13,14,11,5,10,4,1,2,0,-3,0,-3,1,2,0,-3,0,-3
Basic Rules,122,Large,Beast,0.5,2,15,10,13,2,10,5,2,0,1,-4,0,-3,2,0,1,-4,0,-3
Baldur's Gate: Descent into Avernus,231,Gargantuan,Fiend,14.0,5,28,10,24,6,10,13,9,0,7,-2,0,1,9,0,12,-2,5,1
Princes of the Apocalypse,205,Medium,Humanoid,2.0,2,15,11,14,10,11,16,2,0,2,0,0,3,2,0,2,0,0,3
Princes of the Apocalypse,205,Medium,Humanoid,0.5,2,15,14,13,10,11,8,2,2,1,0,0,-1,2,2,1,0,0,-1
Fizban's Treasury of Dragons,172,Medium,Dragon,2.0,2,14,12,14,14,13,15,2,1,2,2,1,2,2,3,4,2,3,4
Basic Rules,398,Medium,Humanoid,2.0,2,11,14,12,10,13,14,0,2,1,0,1,2,0,2,1,0,1,2
Basic Rules,163,Medium,Humanoid,0.125,2,11,12,10,10,11,10,0,1,0,0,0,0,0,1,0,0,0,0
Basic Rules,123,Huge,Giant,6.0,3,22,11,20,8,6,10,6,0,5,-1,-2,0,6,0,5,-1,-2,0
Strixhaven: A Curriculum of Chaos,189,Huge,Fiend,10.0,4,19,15,19,21,14,18,4,2,4,5,2,4,4,2,4,9,6,8
Strixhaven: A Curriculum of Chaos,190,Gargantuan,Fiend,16.0,5,26,10,26,24,18,20,8,0,8,7,4,5,8,0,8,12,9,10
Monster Manual,143,Large,Elemental,11.0,4,23,12,24,12,13,14,6,1,7,1,1,2,6,1,7,5,5,6
Princes of the Apocalypse,205,Medium,Humanoid,3.0,2,17,16,14,10,11,11,3,3,2,0,0,0,3,3,2,0,0,0
Mordenkainen Presents: Monsters of the Multiverse,84,Small,Fey,0.5,2,9,16,12,10,12,10,-1,3,1,0,1,0,-1,3,1,0,1,0
Volo's Guide to Monsters,134,Small,Fey,0.5,2,9,16,12,10,12,10,-1,3,1,0,1,0,-1,3,1,0,1,0
Volo's Guide to Monsters,134,Medium,Fey,2.0,2,13,17,12,10,14,13,1,3,1,0,2,1,1,3,1,0,2,1
Mordenkainen Presents: Monsters of the Multiverse,84,Medium,Fey,2.0,2,13,17,12,10,14,13,1,3,1,0,2,1,1,3,1,0,2,1
Basic Rules,269,Small,Monstrosity,0.5,2,16,12,13,2,10,5,3,1,1,-4,0,-3,3,1,1,-4,0,-3
,,Medium,Humanoid,6.0,3,10,14,12,16,12,17,0,2,1,3,1,3,0,5,1,3,1,6
Basic Rules,123,Medium,Monstrosity,1.0,2,15,14,14,3,13,6,2,2,2,-4,1,-2,2,2,2,-4,1,-2
Critical Role: Call of the Netherdeep,197,Huge,Aberration,11.0,4,23,15,19,6,9,4,6,2,4,-2,-1,-3,10,2,4,-2,3,-3
Mordenkainen Presents: Monsters of the Multiverse,85,Large,Aberration,10.0,4,18,14,18,10,12,10,4,2,4,0,1,0,4,2,8,0,5,0
Volo's Guide to Monsters,124,Large,Aberration,10.0,4,18,14,18,10,12,10,4,2,4,0,1,0,4,2,8,0,5,0
Monster Manual,47,Medium,Undead,17.0,6,20,11,20,12,16,18,5,0,5,1,3,4,5,6,5,1,9,10
Monster Manual,278,Medium,Aberration,10.0,4,20,15,19,15,10,16,5,2,4,2,0,3,5,2,4,2,0,3
