Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder
Morkoth,MPMotM,186.0,aberration,generic,N,11.0,4,7200.0,165.0,17.0,195.0,19.0,9.0,9.0,56.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Morkoth,VGtM,178.0,aberration,legacy,N,11.0,4,7200.0,130.0,17.0,200.0,19.0,9.0,9.0,91.666664,101.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mouth of Grolantor,MPMotM,187.0,giant,generic,N,6.0,3,2300.0,105.0,14.0,128.3,14.0,8.0,8.0,46.599995,46.599995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mouth of Grolantor,VGtM,149.0,giant,legacy,N,6.0,3,2300.0,105.0,14.0,128.3,14.0,8.0,8.0,46.599995,46.599995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nabassu,MPMotM,188.0,fiend,generic,N,15.0,5,13000.0,190.0,18.0,261.9,20.0,11.0,11.0,79.5,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Nabassu,MToF,135.0,fiend,legacy,N,15.0,5,13000.0,190.0,18.0,286.3,20.0,11.0,11.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0
Nagpa,MPMotM,189.0,monstrosity,generic,N,17.0,6,18000.0,203.5,19.0,263.5,21.0,12.0,12.0,113.333336,113.333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nagpa,MToF,215.0,humanoid,legacy,N,17.0,6,18000.0,187.0,19.0,247.0,21.0,12.0,12.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Narzugon,MPMotM,190.0,fiend,generic,N,13.0,5,10000.0,112.5,20.0,265.6,24.0,10.0,10.0,56.0,56.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Narzugon,MToF,167.0,fiend,legacy,N,13.0,5,10000.0,112.5,20.0,265.6,24.0,10.0,10.0,56.0,56.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Neogi,MPMotM,192.0,aberration,generic,N,3.0,2,700.0,33.0,15.0,43.0,17.0,5.0,5.0,36.5,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Neogi,VGtM,180.0,aberration,legacy,N,3.0,2,700.0,33.0,15.0,33.0,17.0,5.0,5.0,28.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Neogi Hatchling,MPMotM,191.0,aberration,generic,N,0.125,2,25.0,7.5,11.0,7.5,13.0,3.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Neogi Hatchling,VGtM,179.0,aberration,legacy,N,0.125,2,25.0,7.5,11.0,7.5,13.0,3.0,3.0,10.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Neogi Master,MPMotM,192.0,aberration,generic,N,4.0,2,1100.0,71.5,15.0,81.5,17.0,6.0,6.0,28.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Neogi Master,VGtM,180.0,aberration,legacy,N,4.0,2,1100.0,71.5,15.0,71.5,20.0,5.0,5.0,28.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Neothelid,MPMotM,193.0,aberration,generic,N,13.0,5,10000.0,232.5,16.0,232.5,20.0,13.0,13.0,45.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Neothelid,VGtM,181.0,aberration,legacy,N,13.0,5,10000.0,325.5,16.0,325.5,20.0,13.0,13.0,46.666668,81.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nightwalker,MPMotM,194.0,undead,generic,N,20.0,6,25000.0,337.5,14.0,446.9,14.0,12.0,12.0,60.5,102.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5
Nightwalker,MToF,216.0,undead,legacy,N,20.0,6,25000.0,297.0,14.0,396.3,14.0,12.0,14.0,55.333332,83.333336,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5
Nilbog,MPMotM,195.0,fey,generic,N,1.0,2,200.0,7.0,13.0,46.5,17.0,4.0,8.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nilbog,VGtM,182.0,humanoid,legacy,N,1.0,2,200.0,7.0,13.0,46.5,17.0,4.0,8.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nupperibo,MPMotM,196.0,fiend,generic,N,0.5,2,100.0,11.0,13.0,22.0,13.0,5.0,5.0,6.5,16.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Nupperibo,MToF,168.0,fiend,legacy,N,0.5,2,100.0,11.0,13.0,22.0,13.0,5.0,5.0,6.5,11.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Oblex Spawn,MPMotM,197.0,ooze,generic,N,0.25,2,50.0,18.0,13.0,18.0,13.0,5.0,5.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Oblex Spawn,MToF,217.0,ooze,legacy,N,0.25,2,50.0,18.0,13.0,18.0,13.0,5.0,5.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Oblex, Adult",MPMotM,198.0,ooze,generic,N,5.0,3,1800.0,75.0,14.0,75.0,14.0,7.0,7.0,54.0,54.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Oblex, Adult",MToF,218.0,ooze,legacy,N,5.0,3,1800.0,75.0,14.0,75.0,14.0,7.0,7.0,30.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ogre Battering Ram,MPMotM,200.0,giant,generic,N,4.0,2,1100.0,76.5,11.0,76.5,11.0,6.0,6.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ogre Battering Ram,MToF,220.0,giant,legacy,N,4.0,2,1100.0,59.5,14.0,59.5,18.0,6.0,10.0,31.5,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ogre Bolt Launcher,MPMotM,200.0,giant,generic,N,2.0,2,450.0,59.5,13.0,59.5,13.0,3.0,3.0,17.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ogre Bolt Launcher,MToF,220.0,giant,legacy,N,2.0,2,450.0,59.5,13.0,59.5,13.0,3.0,3.0,17.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ogre Chain Brute,MPMotM,201.0,giant,generic,N,3.0,2,700.0,59.5,11.0,73.5,11.0,6.0,6.0,15.666667,15.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ogre Chain Brute,MToF,221.0,giant,legacy,N,3.0,2,700.0,59.5,11.0,73.5,11.0,6.0,6.0,15.666667,15.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ogre Howdah,MPMotM,201.0,giant,generic,N,2.0,2,450.0,59.5,15.0,59.5,15.0,6.0,6.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ogre Howdah,MToF,221.0,giant,legacy,N,2.0,2,450.0,59.5,13.0,59.5,13.0,6.0,6.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Oinoloth,MPMotM,202.0,fiend,generic,N,12.0,4,8400.0,119.0,17.0,148.8,23.0,8.0,12.0,73.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Oinoloth,MToF,251.0,fiend,legacy,N,12.0,4,8400.0,126.0,17.0,195.0,19.0,8.0,8.0,73.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Orcus,MPMotM,204.0,fiend,unique,LL,26.0,8,90000.0,405.0,20.0,618.8,24.0,18.0,18.0,204.0,220.66667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0
Orcus,MToF,153.0,fiend,legacy,LL,26.0,8,90000.0,405.0,20.0,618.8,24.0,18.0,18.0,160.5,177.16667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0
Orthon,MPMotM,205.0,fiend,generic,N,10.0,4,5900.0,105.0,17.0,187.5,22.0,10.0,11.0,37.333332,49.333332,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Orthon,MToF,169.0,fiend,legacy,N,10.0,4,5900.0,105.0,17.0,187.5,23.0,10.0,12.0,38.666668,50.666668,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Ox,MPMotM,72.0,beast,generic,N,0.25,2,50.0,15.0,10.0,15.0,10.0,6.0,6.0,9.833333,9.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ox,VGtM,208.0,beast,legacy,N,0.25,2,50.0,15.0,10.0,15.0,10.0,6.0,6.0,9.833333,9.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phoenix,MPMotM,206.0,elemental,legendary,L,16.0,5,15000.0,175.0,18.0,331.3,18.0,13.0,13.0,91.666664,102.666664,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.7,0.7,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Phoenix,MToF,199.0,elemental,legacy,L,16.0,5,15000.0,175.0,18.0,331.3,18.0,13.0,13.0,91.666664,124.666664,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.7,0.7,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Quetzalcoatlus,MPMotM,96.0,beast,generic,N,2.0,2,450.0,30.0,13.0,30.0,15.0,4.0,4.0,12.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Quetzalcoatlus,VGtM,140.0,beast,legacy,N,2.0,2,450.0,30.0,13.0,30.0,15.0,4.0,4.0,12.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Quickling,MPMotM,208.0,fey,generic,N,1.0,2,200.0,10.5,16.0,10.5,21.0,8.0,8.0,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Quickling,VGtM,187.0,fey,legacy,N,1.0,2,200.0,10.5,16.0,10.5,21.0,8.0,8.0,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Redcap,MPMotM,208.0,fey,generic,N,3.0,2,700.0,45.0,14.0,45.0,14.0,6.0,6.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Redcap,VGtM,188.0,fey,legacy,N,3.0,2,700.0,45.0,14.0,45.0,14.0,6.0,6.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Retriever,MPMotM,209.0,construct,generic,N,14.0,5,11500.0,210.0,19.0,315.0,21.0,11.0,11.0,57.5,57.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Retriever,MToF,222.0,construct,legacy,N,14.0,5,11500.0,210.0,19.0,315.0,21.0,11.0,11.0,57.5,57.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Rutterkin,MPMotM,210.0,fiend,generic,N,2.0,2,450.0,37.5,12.0,93.8,12.0,4.0,6.0,12.5,12.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Rutterkin,MToF,136.0,fiend,legacy,N,2.0,2,450.0,37.5,12.0,93.8,12.0,4.0,6.0,12.5,12.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Sea Spawn,MPMotM,211.0,monstrosity,generic,N,1.0,2,200.0,32.5,11.0,32.5,11.0,4.0,4.0,14.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sea Spawn,VGtM,189.0,humanoid,legacy,N,1.0,2,200.0,32.5,11.0,32.5,11.0,4.0,4.0,14.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shadar-kai Gloom Weaver,MPMotM,213.0,humanoid,generic,N,9.0,4,5000.0,104.0,17.0,104.0,19.0,8.0,8.0,100.5,100.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Shadar-kai Gloom Weaver,MToF,224.0,humanoid,legacy,N,9.0,4,5000.0,104.0,17.0,179.0,17.0,8.0,8.0,94.0,94.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Shadar-kai Shadow Dancer,MPMotM,213.0,humanoid,generic,N,7.0,3,2900.0,71.5,15.0,71.5,15.0,6.0,6.0,96.0,96.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
Shadar-kai Shadow Dancer,MToF,225.0,humanoid,legacy,N,7.0,3,2900.0,71.5,15.0,71.5,15.0,6.0,6.0,96.0,96.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
Shadar-kai Soul Monger,MPMotM,214.0,humanoid,generic,N,11.0,4,7200.0,136.5,15.0,204.8,19.0,7.0,7.0,81.666664,81.666664,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Shadar-kai Soul Monger,MToF,226.0,humanoid,legacy,N,11.0,4,7200.0,123.5,15.0,185.3,19.0,7.0,7.0,105.0,105.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Shadow Mastiff,MPMotM,215.0,monstrosity,generic,N,2.0,2,450.0,33.0,12.0,66.0,16.0,5.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shadow Mastiff,VGtM,190.0,monstrosity,legacy,N,2.0,2,450.0,33.0,12.0,66.0,16.0,5.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shadow Mastiff Alpha,MPMotM,215.0,monstrosity,generic,N,3.0,2,700.0,44.0,12.0,110.0,16.0,5.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shadow Mastiff Alpha,VGtM,190.0,monstrosity,legacy,N,2.0,2,450.0,33.0,12.0,82.5,16.0,5.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shoosuva,MPMotM,216.0,fiend,generic,N,8.0,3,3900.0,136.0,14.0,207.5,16.0,7.0,7.0,39.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Shoosuva,VGtM,137.0,fiend,legacy,N,8.0,3,3900.0,110.5,14.0,175.6,16.0,7.0,7.0,39.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Sibriex,MPMotM,217.0,fiend,legendary,L,18.0,6,20000.0,150.0,19.0,240.0,21.0,13.0,13.0,186.0,195.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Sibriex,MToF,137.0,fiend,legacy,L,18.0,6,20000.0,150.0,19.0,240.0,21.0,10.0,10.0,200.0,209.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Skulk,MPMotM,219.0,monstrosity,generic,N,0.5,2,100.0,18.0,14.0,18.0,18.0,6.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Skulk,MToF,227.0,humanoid,legacy,N,0.5,2,100.0,18.0,14.0,18.0,18.0,6.0,10.0,13.5,13.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Skull Lord,MPMotM,220.0,undead,legendary,L,15.0,5,13000.0,112.5,18.0,253.1,20.0,10.0,10.0,162.0,162.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7,0.7,0.7,1.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
