source.book,source.page,size,type,cr,legacy,damage immunities,damage resistances,damage vulnerabilities,damage modifiers.acid,damage modifiers.bludgeoning,damage modifiers.cold,damage modifiers.fire,damage modifiers.force,damage modifiers.lightning,damage modifiers.necrotic,damage modifiers.piercing,damage modifiers.poison,damage modifiers.psychic,damage modifiers.radiant,damage modifiers.slashing,damage modifiers.thunder
Basic Rules,337,Large,Ooze,4.0,False,"acid, cold, lightning, slashing",,,I,,I,,,I,,,,,,I,
Waterdeep: Dragon Heist,,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,211,Medium,Humanoid,8.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,63,Medium,Humanoid,8.0,False,,,,,,,,,,,,,,,,
Hoard of the Dragon Queen,,Huge,Giant,9.0,False,,,,,,,,,,,,,,,,
Mordenkainen's Fiendish Folio Volume 1,5,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Basic Rules,119,Medium,Fey,0.25,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,207,Medium,Elemental,4.0,False,poison,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,,,R-N,I,,,R-N,
Guildmasters' Guide to Ravnica,223,Medium,Undead,8.0,False,,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,,,,R-N,
Basic Rules,120,Small,Beast,0.125,False,,,,,,,,,,,,,,,,
Explorer's Guide to Wildemount,284,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,248,Medium,Humanoid,7.0,False,,psychic,,,,,,,,,,,R,,,
Guildmasters' Guide to Ravnica,200,Huge,Giant,6.0,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,227,Medium,Monstrosity,0.125,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,39,Medium,Fiend,17.0,False,"fire, lightning, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,I,,R-NS,I,,,R-NS,
Mordenkainen’s Tome of Foes,161,Medium,Fiend,17.0,True,"fire, lightning, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered",,,R-NS,R,I,,I,,R-NS,I,,,R-NS,
Basic Rules,284,Medium,Dragon,3.0,False,lightning,,,,,,,,I,,,,,,,
Monster Manual,276,Large,Aberration,7.0,False,,"acid, cold, fire, lightning, thunder",,R,,R,R,,R,,,,,,,R
Basic Rules,120,Medium,Beast,0.25,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,127,Medium,Undead,6.0,True,"lightning, poison","cold, fire, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,I,R,R-N,I,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,64,Medium,Undead,6.0,False,"necrotic, poison","cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,,I,R-N,I,,,R-N,
Van Richten’s Guide to Ravenloft,226,Huge,Plant,7.0,False,,,poison,,,,,,,,,V,,,,
Volo's Guide to Monsters,128,Small,Fey,0.125,True,,fire,,,,,R,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,65,Small,Fey,0.125,False,,fire,,,,,R,,,,,,,,,
Explorer's Guide to Wildemount,261,Small,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Basic Rules,275,Large,Fiend,9.0,False,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Eberron: Rising from the Last War,316,Medium,Humanoid,5.0,False,,"necrotic, poison",,,,,,,,R,,R,,,,
Monster Manual,234,Large,Undead,4.0,False,poison,,,,,,,,,,,I,,,,
Baldur's Gate: Descent into Avernus,119,Large,Monstrosity,0.25,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,66,Large,Undead,12.0,False,,"cold, necrotic",,,,R,,,,R,,,,,,
Mordenkainen’s Tome of Foes,121,Large,Undead,12.0,True,,"cold, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,,,,R,R-N,,,,R-N,
Van Richten’s Guide to Ravenloft,228,Medium,Undead,1.0,False,,"bludgeoning, poison",,,R,,,,,,,R,,,,
Guildmasters' Guide to Ravnica,238,Huge,Giant,18.0,False,,"poison, psychic",,,,,,,,,,R,R,,,
Strixhaven: A Curriculum of Chaos,187,Large,Plant,3.0,False,,fire,,,,,R,,,,,,,,,
Acquisitions Incorporated,205,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,278,Small,Undead,3.0,False,poison,,,,,,,,,,,I,,,,
Lost Laboratory of Kwalish,,Medium,Undead,6.0,False,"necrotic, poison, psychic",,,,,,,,,I,,I,I,,,
Basic Rules,292,Medium,Dragon,1.0,False,fire,,,,,,I,,,,,,,,,
Spelljammer: Adventures in Space ,15,Huge,Giant,9.0,False,"acid, psychic",,,I,,,,,,,,,I,,,
Out of the Abyss,,Medium,Plant,0.125,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,230,Tiny,Fey,0.125,False,,,,,,,,,,,,,,,,
Explorer's Guide to Wildemount,295,Large,Beast,3.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,95,Gargantuan,Beast,5.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,139,Gargantuan,Beast,5.0,True,,,,,,,,,,,,,,,,
Basic Rules,295,Medium,Dragon,2.0,False,lightning,,,,,,,,I,,,,,,,
Mythic Odysseys of Theros,210,Medium,Construct,1.0,False,"fire, poison",,,,,,I,,,,,I,,,,
Mordenkainen’s Tome of Foes,125,Medium,Construct,1.0,True,"poison; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t adamantine",,,,I-NA,,,,,,I-NA,I,,,I-NA,
Curse of Strahd,226,Small,Construct,0.25,False,"poison, psychic",,,,,,,,,,,I,I,,,
Basic Rules,120,Large,Beast,1.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,49,Large,Monstrosity,4.0,False,,,,,,,,,,,,,,,,
Basic Rules,120,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Monster Manual,33,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Basic Rules,266,Large,Monstrosity,5.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,131,Medium,Fiend,3.0,True,poison,"cold, fire, lightning",,,,R,R,,R,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,67,Medium,Fiend,3.0,False,poison,"cold, fire, lightning",,,,R,R,,R,,,I,,,,
Monster Manual,35,Medium,Humanoid,0.25,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,231,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,211,Medium,Construct,2.0,False,"fire, poison",,,,,,I,,,,,I,,,,
Princes of the Apocalypse,196,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,195,Small,Fiend,0.5,False,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Mordenkainen’s Tome of Foes,122,Large,Construct,14.0,True,"necrotic, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",,,,I-NA,,,,,I,I-NA,I,I,,I-NA,
Mordenkainen Presents: Monsters of the Multiverse,68,Large,Construct,14.0,False,"necrotic, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t adamantine",,,,I-NA,,,,,I,I-NA,I,I,,I-NA,
Monster Manual,36,Medium,Fiend,5.0,False,,"cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,R,,,R-N,
Basic Rules,121,Large,Beast,0.125,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,232,Tiny,Plant,0.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,69,Medium,Fiend,8.0,False,"acid, poison","cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,I,R-N,R,R,,R,,R-N,I,,,R-N,
Mordenkainen’s Tome of Foes,247,Medium,Fiend,8.0,True,"acid, poison","cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,I,R-N,R,R,,R,,R-N,I,,,R-N,
Candlekeep Mysteries,179,Large,Construct,13.0,False,poison,,,,,,,,,,,I,,,,
Hoard of the Dragon Queen,,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Monster Manual,37,Large,Monstrosity,2.0,False,,,,,,,,,,,,,,,,
Van Richten’s Guide to Ravenloft,230,Tiny,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Van Richten’s Guide to Ravenloft,231,Small,Construct,1.0,False,,"poison, psychic",,,,,,,,,,R,R,,,
Basic Rules,121,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,210,Medium,Monstrosity,1.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,211,Large,Monstrosity,6.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,212,Huge,Monstrosity,16.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,129,Large,Monstrosity,5.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,70,Large,Monstrosity,5.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,130,Medium,Monstrosity,3.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,73,Medium,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Basic Rules,121,Large,Monstrosity,2.0,False,,,,,,,,,,,,,,,,
The Hidden Shrine of Tamoachan,,Large,Undead,6.0,False,"necrotic, poison","bludgeoning, piercing, and slashing from nonmagical attacks",fire,,R-N,,V,,,I,R-N,I,,,R-N,
Basic Rules,275,Medium,Fiend,8.0,False,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Out of the Abyss,,Large,Plant,2.0,False,,"bludgeoning, piercing",,,R,,,,,,R,,,,,
Volo's Guide to Monsters,212,Medium,Humanoid,9.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,74,Medium,Humanoid,9.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,317,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Acquisitions Incorporated,209,Large,Aberration,4.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,280,Medium,Fiend,4.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,281,Huge,Construct,11.0,False,"cold, poison","radiant; bludgeoning, piercing, and slashing that is nonmagical",,,R-N,I,,,,,R-N,I,,R,R-N,
Monster Manual,57,Large,Fiend,6.0,False,poison,"cold, fire, lightning",,,,R,R,,R,,,I,,,,
Basic Rules,121,Large,Monstrosity,6.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,75,Small,Monstrosity,0.5,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,131,Small,Monstrosity,0.5,True,,,,,,,,,,,,,,,,
Dead in Thay,232,Small,Aberration,1.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,76,Small,Aberration,1.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,77,Medium,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,132,Medium,Monstrosity,3.0,True,,,,,,,,,,,,,,,,
Basic Rules,267,Large,Aberration,4.0,False,poison,,,,,,,,,,,I,,,,
Out of the Abyss,,Large,Plant,4.0,False,poison,,,,,,,,,,,I,,,,
Tomb of Annihilation,216,Tiny,Elemental,0.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,17,Tiny,Elemental,0.0,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,78,Small,Construct,0.5,False,poison,,fire,,,,V,,,,,I,,,,
Storm King's Thunder,96,Gargantuan,Dragon,22.0,False,poison,,,,,,,,,,,I,,,,
Eberron: Rising from the Last War,,Medium,Beast,1.0,False,,,,,,,,,,,,,,,,
Wayfinder's Guide to Eberron,81,Medium,Beast,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,315,Large,Construct,9.0,False,"acid, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t adamantine",,,I,I-NA,,,,,,I-NA,I,I,,I-NA,
Basic Rules,268,Large,Aberration,8.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,79,Medium,Construct,1.0,False,poison,,,,,,,,,,,I,,,,
Acquisitions Incorporated,209,Medium,Construct,1.0,False,"poison, psychic",,,,,,,,,,,I,I,,,
Monstrous Compendium Volume One: Spelljammer Creatures,4,Small,Construct,2.0,False,"lightning, poison",,,,,,,,I,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,79,Medium,Construct,4.0,False,poison,,,,,,,,,,,I,,,,
Lost Laboratory of Kwalish,,Large,Construct,10.0,False,"poison, psychic","fire; bludgeoning, piercing, and slashing from non magical attacks",,,R-N,,R,,,,R-N,I,I,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,80,Medium,Construct,5.0,False,poison,,,,,,,,,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,80,Medium,Construct,4.0,False,poison,,,,,,,,,,,I,,,,
Basic Rules,312,Huge,Giant,9.0,False,,,,,,,,,,,,,,,,
Candlekeep Mysteries,146,Huge,Undead,9.0,False,"necrotic, poison",cold,,,,R,,,,I,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,81,Huge,Giant,11.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,146,Huge,Giant,11.0,True,,,,,,,,,,,,,,,,
Basic Rules,122,Small,Monstrosity,0.5,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,188,Large,Construct,4.0,False,poison,,,,,,,,,,,I,,,,
Icewind Dale: Rime of the Frostmaiden,284,Medium,Undead,5.0,False,cold,,,,,I,,,,,,,,,,
Mythic Odysseys of Theros,218,Gargantuan,Construct,23.0,False,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks",,,,I-N,,I,,,,I-N,I,I,,I-N,
Basic Rules,163,Medium,Humanoid,0.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,194,Medium,Fey,9.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,212,Medium,Humanoid,6.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,260,Medium,Humanoid,6.0,False,,,,,,,,,,,,,,,,
Basic Rules,122,Large,Beast,0.25,False,,,,,,,,,,,,,,,,
Candlekeep Mysteries,149,Medium,Construct,0.0,False,poison,,,,,,,,,,,I,,,,
Basic Rules,298,Medium,Dragon,1.0,False,acid,,,I,,,,,,,,,,,,
Explorer's Guide to Wildemount,286,Small,Aberration,1.0,False,psychic,,,,,,,,,,,,I,,,
Explorer's Guide to Wildemount,286,Medium,Aberration,6.0,False,psychic,,,,,,,,,,,,I,,,
Explorer's Guide to Wildemount,286,Medium,Aberration,13.0,False,psychic,,,,,,,,,,,,I,,,
Explorer's Guide to Wildemount,287,Gargantuan,Aberration,15.0,False,"fire, psychic",,cold,,,V,I,,,,,,I,,,
Mordenkainen Presents: Monsters of the Multiverse,82,Large,Plant,8.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,127,Large,Plant,8.0,True,,,,,,,,,,,,,,,,
Candlekeep Mysteries,123,Large,Monstrosity,8.0,False,poison,,,,,,,,,,,I,,,,
Critical Role: Call of the Netherdeep,196,Huge,Aberration,9.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,18,Gargantuan,Aberration,18.0,False,"acid, poison",,,I,,,,,,,,I,,,,
Guildmasters' Guide to Ravnica,242,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Basic Rules,269,Medium,Celestial,4.0,False,"psychic; bludgeoning, piercing, and slashing from nonmagical attacks",radiant,,,I-N,,,,,,I-N,,I,R,I-N,
Guildmasters' Guide to Ravnica,242,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,207,Large,Beast,0.25,True,,,,,,,,,,,,,,,,
Basic Rules,122,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
Mordenkainen's Fiendish Folio Volume 1,6,Large,Giant,3.0,False,,,,,,,,,,,,,,,,
Storm King's Thunder,,Large,Monstrosity,1.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,133,Tiny,Beast,0.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,83,Tiny,Aberration,0.0,False,,,,,,,,,,,,,,,,
Monster Manual,44,Tiny,Undead,0.0,False,poison,,,,,,,,,,,I,,,,
Basic Rules,122,Large,Beast,0.5,False,,,,,,,,,,,,,,,,
Baldur's Gate: Descent into Avernus,231,Gargantuan,Fiend,14.0,False,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing that is nonmagical",,,R-N,R,R,,R,,R-N,I,,,R-N,
Princes of the Apocalypse,205,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Princes of the Apocalypse,205,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Fizban's Treasury of Dragons,172,Medium,Dragon,2.0,False,,"cold, radiant",,,,R,,,,,,,,R,,
Basic Rules,398,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Basic Rules,163,Medium,Humanoid,0.125,False,,,,,,,,,,,,,,,,
Basic Rules,123,Huge,Giant,6.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,189,Huge,Fiend,10.0,False,psychic,,,,,,,,,,,,I,,,
Strixhaven: A Curriculum of Chaos,190,Gargantuan,Fiend,16.0,False,psychic,,,,,,,,,,,,I,,,
Monster Manual,143,Large,Elemental,11.0,False,,,,,,,,,,,,,,,,
Princes of the Apocalypse,205,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,84,Small,Fey,0.5,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,134,Small,Fey,0.5,True,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,134,Medium,Fey,2.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,84,Medium,Fey,2.0,False,,,,,,,,,,,,,,,,
Basic Rules,269,Small,Monstrosity,0.5,False,,,,,,,,,,,,,,,,
Waterdeep: Dragon Heist,,Medium,Humanoid,6.0,False,,,,,,,,,,,,,,,,
Basic Rules,123,Medium,Monstrosity,1.0,False,,,,,,,,,,,,,,,,
Critical Role: Call of the Netherdeep,197,Huge,Aberration,11.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,85,Large,Aberration,10.0,False,lightning,,,,,,,,I,,,,,,,
Volo's Guide to Monsters,124,Large,Aberration,10.0,True,lightning,,,,,,,,I,,,,,,,
Monster Manual,47,Medium,Undead,17.0,False,"necrotic, poison",,,,,,,,,I,,I,,,,
Monster Manual,278,Medium,Aberration,10.0,False,,"acid, cold, fire, lightning, thunder",,R,,R,R,,R,,,,,,,R
Monster Manual,29,Large,Undead,14.0,False,poison,,,,,,,,,,,I,,,,
Van Richten’s Guide to Ravenloft,232,Tiny,Undead,0.5,False,,necrotic,,,,,,,,R,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,86,Medium,Undead,4.0,False,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,,,,,R,R-NS,I,,,R-NS,
Mordenkainen’s Tome of Foes,128,Medium,Undead,4.0,True,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,,,,,R,R-NS,I,,,R-NS,
Mordenkainen’s Tome of Foes,129,Medium,Undead,8.0,True,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,,,,,R,R-NS,I,,,R-NS,
Mordenkainen Presents: Monsters of the Multiverse,87,Medium,Undead,8.0,False,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,,,,,R,R-NS,I,,,R-NS,
Mordenkainen Presents: Monsters of the Multiverse,87,Medium,Undead,3.0,False,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,I,,,R-N,
Dead in Thay,,Medium,Undead,3.0,True,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,I,,,R-N,
Guildmasters' Guide to Ravnica,191,Medium,Celestial,14.0,False,,"necrotic, radiant; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,,,R,R-N,
Baldur's Gate: Descent into Avernus,233,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
The Tortle Package,,Large,Monstrosity,4.0,False,,,,,,,,,,,,,,,,
Acquisitions Incorporated,210,Large,Monstrosity,9.0,False,,,,,,,,,,,,,,,,
Fizban's Treasury of Dragons,175,Medium,Dragon,1.0,False,,"poison, psychic",,,,,,,,,,R,R,,,
Basic Rules,315,Small,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,71,Medium,Beast,0.25,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,88,Medium,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,135,Medium,Humanoid,3.0,True,,,,,,,,,,,,,,,,
Basic Rules,123,Medium,Beast,0.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,139,Medium,Beast,1.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,95,Medium,Beast,1.0,False,,,,,,,,,,,,,,,,
Monster Manual,48,Tiny,Undead,18.0,False,"necrotic, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks","bludgeoning, piercing, and slashing from magic weapons",,,R-M,,,,,I,R-M,I,I,,R-M,
Out of the Abyss,,Huge,Fiend,26.0,True,"poison; bludgeoning, piercing, and slashing that is nonmagical","cold, fire, lightning",,,I-N,R,R,,R,,I-N,I,,,I-N,
Mordenkainen Presents: Monsters of the Multiverse,90,Huge,Fiend,26.0,False,"poison; bludgeoning, piercing, and slashing that is nonmagical","cold, fire, lightning",,,I-N,R,R,,R,,I-N,I,,,I-N,
Icewind Dale: Rime of the Frostmaiden,300,Medium,Construct,2.0,False,poison,,,,,,,,,,,I,,,,
Critical Role: Call of the Netherdeep,188,Small,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Critical Role: Call of the Netherdeep,191,Small,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Critical Role: Call of the Netherdeep,193,Small,Humanoid,8.0,False,,,,,,,,,,,,,,,,
Out of the Abyss,,Small,Humanoid,0.25,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,91,Small,Aberration,0.25,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,92,Small,Aberration,3.0,False,,,,,,,,,,,,,,,,
Out of the Abyss,,Small,Humanoid,3.0,True,,,,,,,,,,,,,,,,
Basic Rules,261,Medium,Celestial,10.0,False,,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,,R,R-N,
Guildmasters' Guide to Ravnica,198,Medium,Undead,14.0,False,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,I,,,R-N,
Volo's Guide to Monsters,138,Large,Fiend,13.0,True,poison,"cold, fire, lightning",,,,R,R,,R,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,93,Large,Undead,13.0,False,poison,"cold, fire, lightning",,,,R,R,,R,,,I,,,,
Mordenkainen’s Tome of Foes,248,Medium,Fiend,7.0,True,"acid, poison","cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,I,R-N,R,R,,R,,R-N,I,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,94,Medium,Fiend,7.0,False,"acid, poison","cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,I,R-N,R,R,,R,,R-N,I,,,R-N,
Volo's Guide to Monsters,139,Medium,Beast,0.25,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,95,Medium,Beast,0.25,False,,,,,,,,,,,,,,,,
Mordenkainen's Fiendish Folio Volume 1,7,Medium,Humanoid,0.5,False,,,thunder,,,,,,,,,,,,,V
Mordenkainen Presents: Monsters of the Multiverse,246,Huge,Giant,13.0,False,,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,,,R-N,
Mordenkainen’s Tome of Foes,243,Huge,Giant,13.0,True,,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,,,R-N,
Basic Rules,123,Large,Beast,1.0,False,,,,,,,,,,,,,,,,
Monster Manual,81,Large,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,108,Small,Monstrosity,0.125,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,213,Medium,Humanoid,8.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,261,Medium,Humanoid,8.0,False,,,,,,,,,,,,,,,,
Basic Rules,310,Large,Elemental,11.0,False,"lightning, thunder",,,,,,,,I,,,,,,,I
Spelljammer: Adventures in Space ,19,Small,Fey,0.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,290,Medium,Aberration,3.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,291,Small,Aberration,0.5,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,97,Medium,Beast,0.125,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,208,Medium,Beast,0.125,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,97,Medium,Fey,3.0,False,,,,,,,,,,,,,,,,
Acquisitions Incorporated,201,Medium,Humanoid,3.0,False,,acid,,R,,,,,,,,,,,,
Dragon of Icespire Peak,,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,224,Huge,Giant,11.0,False,"necrotic, poison",,,,,,,,,I,,I,,,,
