Book,Page,Type,Category,Legendary,CR,PB,AC,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Magic Resistance
MToF,118.0,aberration,legendary,L,11.0,4,17.0,17,8,18,6,15,8,3.0,-1.0,4.0,-2.0,2.0,-1.0,False,False,True,False,False,False,3,-1,8,-2,2,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,55.0,fiend,generic,N,19.0,6,19.0,26,15,22,20,16,22,8.0,2.0,6.0,5.0,3.0,6.0,True,False,True,False,True,True,14,2,12,5,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
VGtM,122.0,monstrosity,generic,N,5.0,3,15.0,20,12,20,11,14,8,5.0,1.0,5.0,0.0,2.0,-1.0,False,False,False,False,False,False,5,1,5,0,2,-1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,343.0,humanoid,generic,N,0.125,2,12.0,11,12,12,10,10,10,0.0,1.0,1.0,0.0,0.0,0.0,False,False,False,False,False,False,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,344.0,humanoid,generic,N,2.0,2,15.0,15,16,14,14,11,14,2.0,3.0,2.0,2.0,0.0,2.0,True,True,False,False,True,False,4,5,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,23.0,undead,generic,N,4.0,2,12.0,1,14,10,12,11,17,-5.0,2.0,0.0,1.0,0.0,3.0,False,False,False,False,True,True,-5,2,0,1,2,5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,False
MToF,143.0,fiend,unique,LL,23.0,7,22.0,30,14,26,18,24,16,10.0,2.0,8.0,4.0,7.0,3.0,False,True,True,False,True,False,10,9,15,4,14,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
OotA,235.0,fiend,unique,LL,23.0,7,22.0,30,14,26,18,24,16,10.0,2.0,8.0,4.0,7.0,3.0,False,True,True,False,True,False,10,9,15,4,14,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
VGtM,211.0,humanoid,generic,N,2.0,2,15.0,11,14,12,10,13,14,0.0,2.0,1.0,0.0,1.0,2.0,False,True,False,False,True,False,0,4,1,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,123.0,fiend,generic,N,4.0,2,17.0,19,15,14,13,12,14,4.0,2.0,2.0,1.0,1.0,2.0,False,False,False,False,False,False,4,2,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,56.0,fiend,generic,N,5.0,3,15.0,18,15,16,7,14,9,4.0,2.0,3.0,-2.0,2.0,-1.0,False,True,True,False,False,False,4,5,6,-2,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
WDH,195.0,humanoid,unique,N,2.0,2,10.0,9,10,9,17,15,11,-1.0,0.0,-1.0,3.0,2.0,0.0,False,False,False,True,True,False,-1,0,-1,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
CoS,229.0,humanoid,generic,N,0.5,2,10.0,7,11,13,14,11,12,-2.0,0.0,1.0,2.0,0.0,1.0,False,False,False,False,False,False,-2,0,1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,24.0,monstrosity,generic,N,3.0,2,15.0,16,8,15,2,8,7,3.0,-1.0,2.0,-4.0,-1.0,-2.0,False,False,False,False,False,False,3,-1,2,-4,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
PotA,201.0,humanoid,unique,N,8.0,3,15.0,12,14,15,11,9,18,1.0,2.0,2.0,0.0,-1.0,4.0,False,False,False,False,False,False,1,2,2,0,-1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,189.0,celestial,generic,N,5.0,3,18.0,16,12,13,11,17,18,3.0,1.0,1.0,0.0,3.0,4.0,False,False,False,False,True,True,3,1,1,0,6,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MM,319.0,beast,generic,N,1.0,2,11.0,19,10,16,2,13,7,4.0,0.0,3.0,-4.0,1.0,-2.0,False,False,False,False,False,False,4,0,3,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,334.0,beast,generic,N,2.0,2,12.0,20,10,16,2,13,7,5.0,0.0,3.0,-4.0,1.0,-2.0,False,False,False,False,False,False,5,0,3,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,25.0,monstrosity,generic,N,11.0,4,17.0,23,16,18,7,14,12,6.0,3.0,4.0,-2.0,2.0,1.0,False,False,False,False,False,False,6,3,4,-2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,28.0,aberration,legendary,LL,13.0,5,18.0,10,14,18,17,15,17,0.0,2.0,4.0,3.0,2.0,3.0,False,False,False,True,True,True,0,2,4,8,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
MM,28.0,aberration,legendary,L,13.0,5,18.0,10,14,18,17,15,17,0.0,2.0,4.0,3.0,2.0,3.0,False,False,False,True,True,True,0,2,4,8,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
MM,316.0,undead,generic,N,5.0,3,15.0,10,8,16,3,8,5,0.0,-1.0,3.0,-4.0,-1.0,-3.0,False,False,False,False,True,False,0,-1,3,-4,2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False
BGDiA,115.0,fiend,unique,L,25.0,8,19.0,28,14,26,25,19,26,9.0,2.0,8.0,7.0,4.0,8.0,False,True,True,False,True,False,9,10,16,7,12,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
ERftLW,286.0,aberration,unique,LL,22.0,7,19.0,24,21,20,25,22,23,7.0,5.0,5.0,7.0,6.0,6.0,False,False,False,True,True,True,7,5,5,14,13,13,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True
ERftLW,286.0,aberration,unique,L,22.0,7,19.0,24,21,20,25,22,23,7.0,5.0,5.0,7.0,6.0,6.0,False,False,False,True,True,True,7,5,5,14,13,13,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,True
SaCoC,186.0,dragon,unique,L,24.0,7,22.0,28,14,27,18,28,17,9.0,2.0,8.0,4.0,9.0,3.0,False,True,True,False,True,True,9,9,15,4,16,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MToF,120.0,aberration,generic,N,2.0,2,14.0,9,16,9,17,11,10,-1.0,3.0,-1.0,3.0,0.0,0.0,False,True,False,True,False,False,-1,5,-1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,344.0,humanoid,generic,N,2.0,2,13.0,16,12,17,9,11,9,3.0,1.0,3.0,-1.0,0.0,-1.0,False,False,False,False,False,False,3,1,3,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
WDotMM,51.0,elemental,unique,N,8.0,3,19.0,20,10,22,11,10,11,5.0,0.0,6.0,0.0,0.0,0.0,False,False,False,False,False,False,5,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
IDRotF,306.0,humanoid,unique,N,5.0,3,12.0,18,11,18,14,11,14,4.0,0.0,4.0,2.0,0.0,2.0,False,False,False,False,False,False,4,0,4,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,318.0,beast,generic,N,0.5,2,11.0,15,10,14,2,12,7,2.0,0.0,2.0,-4.0,1.0,-2.0,False,False,False,False,False,False,2,0,2,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,88.0,dragon,generic,N,2.0,2,17.0,15,14,13,10,11,13,2.0,2.0,1.0,0.0,0.0,1.0,False,True,True,False,True,True,2,4,3,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,88.0,dragon,legendary,L,14.0,5,19.0,23,14,21,14,13,17,6.0,2.0,5.0,2.0,1.0,3.0,False,True,True,False,True,True,6,7,10,2,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,87.0,dragon,legendary,LL,21.0,7,22.0,27,14,25,16,15,19,8.0,2.0,7.0,3.0,2.0,4.0,False,True,True,False,True,True,8,9,14,3,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,88.0,dragon,generic,N,7.0,3,18.0,19,14,17,12,11,15,4.0,2.0,3.0,1.0,0.0,2.0,False,True,True,False,True,True,4,5,6,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SKT,103.0,humanoid,generic,N,2.0,2,16.0,11,14,12,10,13,14,0.0,2.0,1.0,0.0,1.0,2.0,False,False,False,False,False,False,0,2,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
PotA,195.0,humanoid,generic,N,2.0,2,18.0,17,11,14,10,10,9,3.0,0.0,2.0,0.0,0.0,-1.0,False,False,False,False,False,False,3,0,2,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
PotA,195.0,humanoid,generic,N,3.0,2,17.0,15,11,14,12,10,16,2.0,0.0,2.0,1.0,0.0,3.0,False,False,False,False,False,False,2,0,2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
BGDiA,232.0,humanoid,generic,N,6.0,3,16.0,18,11,18,12,15,18,4.0,0.0,4.0,1.0,2.0,4.0,False,False,False,False,True,False,4,0,4,1,5,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,241.0,ooze,generic,N,4.0,2,7.0,16,5,16,1,6,1,3.0,-3.0,3.0,-5.0,-2.0,-5.0,False,False,False,False,False,False,3,-3,3,-5,-2,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
WDH,196.0,humanoid,unique,N,5.0,3,16.0,11,18,14,11,11,12,0.0,4.0,2.0,0.0,0.0,1.0,False,True,False,True,False,False,0,7,2,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,211.0,humanoid,generic,N,8.0,3,18.0,18,11,18,11,14,15,4.0,0.0,4.0,0.0,2.0,2.0,False,False,False,False,True,True,4,0,4,0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
HotDQ,89.0,giant,unique,N,9.0,4,17.0,26,13,20,16,15,15,8.0,1.0,5.0,3.0,2.0,2.0,False,False,True,False,True,True,8,1,9,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,32.0,plant,generic,N,0.25,2,12.0,12,12,13,4,8,3,1.0,1.0,1.0,-3.0,-1.0,-4.0,False,False,False,False,False,False,1,1,1,-3,-1,-4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
WBtW,230.0,plant,generic,N,7.0,3,15.0,23,10,20,6,10,3,6.0,0.0,5.0,-2.0,0.0,-4.0,False,False,False,False,False,False,6,0,5,-2,0,-4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,32.0,plant,generic,N,0.125,2,13.0,6,13,12,4,8,3,-2.0,1.0,1.0,-3.0,-1.0,-4.0,False,False,False,False,False,False,-2,1,1,-3,-1,-4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,32.0,plant,generic,N,0.5,2,12.0,15,8,14,5,10,3,2.0,-1.0,2.0,-3.0,0.0,-4.0,False,False,False,False,False,False,2,-1,2,-3,0,-4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,318.0,fey,generic,N,0.25,2,13.0,12,17,12,10,13,11,1.0,3.0,1.0,0.0,1.0,0.0,False,False,False,False,False,False,1,3,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,207.0,elemental,generic,N,4.0,2,13.0,16,16,15,5,10,7,3.0,3.0,2.0,-3.0,0.0,-2.0,False,False,False,False,False,False,3,3,2,-3,0,-2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,False
MM,319.0,beast,generic,N,0.125,2,12.0,6,14,10,3,14,5,-2.0,2.0,0.0,-4.0,2.0,-3.0,False,False,False,False,False,False,-2,2,0,-4,2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
EGtW,284.0,humanoid,generic,N,5.0,3,16.0,18,12,15,9,16,11,4.0,1.0,2.0,-1.0,3.0,0.0,True,False,False,False,True,False,7,1,2,-1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
GGtR,200.0,giant,generic,N,6.0,3,14.0,23,9,20,7,8,9,6.0,-1.0,5.0,-2.0,-1.0,-1.0,True,False,True,False,True,False,9,-1,8,-2,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,91.0,dragon,generic,N,3.0,2,17.0,17,10,15,12,11,15,3.0,0.0,2.0,1.0,0.0,2.0,False,True,True,False,True,True,3,2,4,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,91.0,dragon,legendary,L,16.0,5,19.0,25,10,23,16,15,19,7.0,0.0,6.0,3.0,2.0,4.0,False,True,True,False,True,True,7,5,11,3,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,90.0,dragon,legendary,LL,23.0,7,22.0,29,10,27,18,17,21,9.0,0.0,8.0,4.0,3.0,5.0,False,True,True,False,True,True,9,7,15,4,10,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,91.0,dragon,generic,N,9.0,4,18.0,21,10,19,14,13,17,5.0,0.0,4.0,2.0,1.0,3.0,False,True,True,False,True,True,5,4,8,2,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,319.0,beast,generic,N,0.25,2,11.0,13,11,12,2,9,5,1.0,0.0,1.0,-4.0,-1.0,-3.0,False,False,False,False,False,False,1,0,1,-4,-1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,323.0,beast,generic,N,2.0,2,12.0,17,10,16,2,7,5,3.0,0.0,3.0,-4.0,-2.0,-3.0,False,False,False,False,False,False,3,0,3,-4,-2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,127.0,undead,generic,N,6.0,3,15.0,15,16,15,7,12,12,2.0,3.0,2.0,-2.0,1.0,1.0,False,False,False,False,False,False,2,3,2,-2,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
VRGtR,226.0,plant,generic,N,7.0,3,16.0,18,8,20,14,14,18,4.0,-1.0,5.0,2.0,2.0,4.0,False,False,False,False,False,False,4,-1,5,2,2,4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
VGtM,128.0,fey,generic,N,0.125,2,14.0,8,18,13,6,12,7,-1.0,4.0,1.0,-2.0,1.0,-2.0,False,False,False,False,False,False,-1,4,1,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
EGtW,261.0,humanoid,unique,L,3.0,2,15.0,11,14,12,10,13,14,0.0,2.0,1.0,0.0,1.0,2.0,False,False,False,False,False,False,0,2,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ERftLW,316.0,humanoid,generic,N,5.0,3,20.0,18,13,14,12,14,16,4.0,1.0,2.0,1.0,2.0,3.0,False,False,False,False,True,True,4,1,2,1,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
BGDiA,119.0,monstrosity,generic,N,0.25,2,12.0,10,5,11,6,9,3,0.0,-3.0,0.0,-2.0,-1.0,-4.0,False,False,False,False,False,False,0,-3,0,-2,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,121.0,undead,generic,N,12.0,4,16.0,19,16,15,13,15,9,4.0,3.0,2.0,1.0,2.0,-1.0,False,True,True,False,True,False,4,7,6,1,6,-1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False
VRGtR,228.0,undead,generic,N,1.0,2,12.0,16,14,15,1,10,1,3.0,2.0,2.0,-5.0,0.0,-5.0,False,False,False,False,False,False,3,2,2,-5,0,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,238.0,giant,unique,L,18.0,6,14.0,24,11,24,8,17,16,7.0,0.0,7.0,-1.0,3.0,3.0,True,False,True,False,True,False,13,0,13,-1,9,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
WDotMM,171.0,construct,unique,N,16.0,5,18.0,28,7,22,1,8,4,9.0,-2.0,6.0,-5.0,-1.0,-3.0,False,False,True,False,True,False,9,-2,11,-5,4,-3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False
SaCoC,187.0,plant,generic,N,3.0,2,12.0,20,10,17,4,14,4,5.0,0.0,3.0,-3.0,2.0,-3.0,False,False,False,False,False,False,5,0,3,-3,2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
IDRotF,278.0,undead,generic,N,3.0,2,11.0,1,3,15,19,10,15,-5.0,-4.0,2.0,4.0,0.0,2.0,False,False,False,True,False,True,-5,-4,2,6,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,True
MM,106.0,dragon,generic,N,1.0,2,16.0,15,10,13,10,11,13,2.0,0.0,1.0,0.0,0.0,1.0,False,True,True,False,True,True,2,2,3,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,105.0,dragon,legendary,L,13.0,5,18.0,23,10,21,14,13,17,6.0,0.0,5.0,2.0,1.0,3.0,False,True,True,False,True,True,6,5,10,2,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,104.0,dragon,legendary,LL,20.0,6,20.0,27,10,25,16,15,19,8.0,0.0,7.0,3.0,2.0,4.0,False,True,True,False,True,True,8,6,13,3,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,105.0,dragon,generic,N,6.0,3,17.0,19,10,17,12,11,15,4.0,0.0,3.0,1.0,0.0,2.0,False,True,True,False,True,True,4,3,6,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,139.0,beast,generic,N,5.0,3,15.0,21,9,17,2,10,7,5.0,-1.0,3.0,-4.0,0.0,-2.0,False,False,True,False,False,False,5,-1,6,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,109.0,dragon,generic,N,2.0,2,17.0,17,10,15,12,11,15,3.0,0.0,2.0,1.0,0.0,2.0,False,True,True,False,True,True,3,2,4,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,108.0,dragon,legendary,L,15.0,5,19.0,25,10,23,16,15,19,7.0,0.0,6.0,3.0,2.0,4.0,False,True,True,False,True,True,7,5,11,3,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,107.0,dragon,legendary,LL,22.0,7,22.0,29,10,27,18,17,21,9.0,0.0,8.0,4.0,3.0,5.0,False,True,True,False,True,True,9,7,15,4,10,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,108.0,dragon,generic,N,8.0,3,18.0,21,10,19,14,13,17,5.0,0.0,4.0,2.0,1.0,3.0,False,True,True,False,True,True,5,3,7,2,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MOoT,210.0,construct,generic,N,1.0,2,15.0,13,16,15,3,14,1,1.0,3.0,2.0,-4.0,2.0,-5.0,False,False,False,False,False,False,1,3,2,-4,2,-5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
CoS,226.0,construct,generic,N,0.25,2,15.0,10,17,10,1,5,1,0.0,3.0,0.0,-5.0,-3.0,-5.0,False,False,False,False,False,False,0,3,0,-5,-3,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False
MM,33.0,humanoid,generic,N,1.0,2,16.0,15,14,13,8,11,9,2.0,2.0,1.0,-1.0,0.0,-1.0,False,False,False,False,False,False,2,2,1,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,33.0,humanoid,generic,N,3.0,2,17.0,17,14,14,11,12,11,3.0,2.0,2.0,0.0,1.0,0.0,False,False,False,False,False,False,3,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,34.0,monstrosity,generic,N,5.0,3,17.0,19,11,21,2,10,5,4.0,0.0,5.0,-4.0,0.0,-3.0,False,False,False,False,False,False,4,0,5,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,131.0,fiend,generic,N,3.0,2,14.0,15,14,17,8,9,6,2.0,2.0,3.0,-1.0,-1.0,-2.0,False,False,False,False,False,False,2,2,3,-1,-1,-2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,35.0,humanoid,generic,N,0.25,2,15.0,12,12,13,7,10,7,1.0,1.0,1.0,-2.0,0.0,-2.0,False,False,False,False,False,False,1,1,1,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GoS,232.0,humanoid,generic,N,2.0,2,15.0,14,12,12,7,15,10,2.0,1.0,1.0,-2.0,2.0,0.0,False,False,False,False,False,False,2,1,1,-2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GoS,232.0,humanoid,generic,N,3.0,2,15.0,16,12,14,10,11,14,3.0,1.0,2.0,0.0,0.0,2.0,True,True,False,False,False,False,5,3,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MOoT,211.0,construct,generic,N,2.0,2,14.0,17,14,16,3,15,1,3.0,2.0,3.0,-4.0,2.0,-5.0,False,False,False,False,False,False,3,2,3,-4,2,-5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
PotA,196.0,humanoid,generic,N,4.0,2,18.0,18,12,16,10,11,13,4.0,1.0,3.0,0.0,0.0,1.0,False,False,False,False,False,False,4,1,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
