Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR
Guthash,TftYP,21.0,beast,unique,N,0.25,2.0,50.0,9.0,12.0,16.0,12.0,5.0,6.0,4.0,4.0
Hadrosaurus,MPMotM,96.0,beast,generic,N,0.25,2.0,50.0,19.5,11.0,19.5,11.0,4.0,4.0,7.5,7.5
Hadrosaurus,VGtM,140.0,beast,legacy,N,0.25,2.0,50.0,19.5,11.0,19.5,11.0,4.0,4.0,7.5,7.5
"Hag, Green",MM,177.0,fey,generic,N,3.0,2.0,700.0,82.5,17.0,82.5,17.0,6.0,6.0,13.0,13.0
"Hag, Night",MM,178.0,fiend,generic,N,5.0,3.0,1800.0,112.5,17.0,168.8,19.0,7.0,7.0,13.0,13.0
"Hag, Sea",MM,179.0,fey,generic,N,2.0,2.0,450.0,52.5,14.0,52.5,14.0,5.0,5.0,10.0,10.0
Halaster Blackcloak,WDotMM,310.0,humanoid,unique,LL,23.0,7.0,50000.0,246.5,17.0,336.0,22.0,14.0,14.0,250.0,250.0
Half-Ogre,MM,238.0,giant,generic,N,1.0,2.0,200.0,30.0,12.0,30.0,12.0,5.0,5.0,14.0,14.0
Half-Red Dragon Vetran,MM,180.0,humanoid,generic,N,5.0,3.0,1800.0,65.0,18.0,65.0,18.0,5.0,5.0,29.333334,29.333334
Harengon Brigand,WBtW,235.0,humanoid,generic,N,0.125,2.0,25.0,9.0,14.0,9.0,14.0,5.0,6.0,5.5,5.5
Harengon Sniper,WBtW,235.0,humanoid,generic,N,0.25,2.0,50.0,9.0,14.0,9.0,18.0,5.0,9.0,7.5,7.5
Harpy,MM,181.0,monstrosity,generic,N,1.0,2.0,200.0,38.5,11.0,38.5,11.0,3.0,3.0,9.0,9.0
Harpy Matriarch,GoS,237.0,monstrosity,generic,N,5.0,3.0,1800.0,88.0,14.0,148.0,16.0,6.0,6.0,26.0,26.0
"Harpy, Blood-Toll",MOoT,227.0,monstrosity,generic,N,0.125,2.0,25.0,9.0,11.0,9.0,11.0,3.0,7.0,7.0,7.0
Hell Hound,MM,182.0,fiend,generic,N,3.0,2.0,700.0,45.5,15.0,45.5,15.0,5.0,6.0,23.333334,23.333334
Hellenrae,PotA,198.0,humanoid,unique,N,5.0,3.0,1800.0,78.0,16.0,88.0,18.0,7.0,7.0,36.0,36.0
Hellfire Engine,MPMotM,152.0,construct,generic,N,16.0,5.0,15000.0,216.0,18.0,270.0,22.0,10.0,10.0,94.0,94.0
Hellfire Engine,MToF,165.0,construct,legacy,N,16.0,5.0,15000.0,216.0,18.0,270.0,22.0,11.0,11.0,86.0,86.0
Hellwasp,BGDiA,236.0,fiend,generic,N,5.0,3.0,1800.0,52.0,19.0,82.0,19.0,7.0,7.0,26.0,26.0
Helmed Horror,MM,183.0,construct,generic,N,4.0,2.0,1100.0,60.0,20.0,120.0,22.0,6.0,6.0,16.0,16.0
Hezrou,MM,60.0,fiend,generic,N,8.0,3.0,3900.0,136.5,16.0,170.0,21.0,7.0,7.0,37.0,37.0
Hill Giant,MM,155.0,giant,generic,N,5.0,3.0,1800.0,105.0,13.0,105.0,13.0,8.0,8.0,36.0,36.0
Hippocamp,MOoT,227.0,monstrosity,generic,N,0.5,2.0,100.0,22.0,13.0,22.0,13.0,4.0,4.0,10.166667,10.166667
Hippogriff,MM,184.0,monstrosity,generic,N,1.0,2.0,200.0,19.5,11.0,19.5,11.0,5.0,5.0,18.0,18.0
Hlam,WDH,204.0,humanoid,unique,L,16.0,5.0,15000.0,137.5,22.0,249.0,26.0,12.0,12.0,72.666664,72.666664
Hoard Mimic,FToD,204.0,monstrosity,generic,N,8.0,3.0,3900.0,123.5,14.0,123.5,15.0,8.0,9.0,49.333332,49.333332
Hoard Scarab,FToD,204.0,monstrosity,generic,N,0.125,2.0,25.0,7.5,14.0,7.5,15.0,5.0,5.0,5.5,5.5
Hobgoblin,MM,186.0,humanoid,generic,N,0.5,2.0,100.0,11.0,18.0,11.0,18.0,3.0,3.0,12.0,12.0
Hobgoblin Captain,MM,186.0,humanoid,generic,N,3.0,2.0,700.0,39.0,17.0,39.0,17.0,4.0,4.0,28.0,28.0
Hobgoblin Devastator,MPMotM,153.0,fey,generic,N,4.0,2.0,1100.0,45.5,13.0,45.5,13.0,5.0,5.0,56.0,56.0
Hobgoblin Devastator,VGtM,161.0,humanoid,legacy,N,4.0,2.0,1100.0,45.5,13.0,45.5,13.0,5.0,5.0,65.0,65.0
Hobgoblin Iron Shadow,MPMotM,154.0,fey,generic,N,2.0,2.0,450.0,32.5,15.0,32.5,15.0,5.0,5.0,22.0,22.0
Hobgoblin Iron Shadow,VGtM,162.0,humanoid,legacy,N,2.0,2.0,450.0,32.5,15.0,32.5,15.0,5.0,5.0,20.0,20.0
Hobgoblin Warlord,MM,187.0,humanoid,generic,N,6.0,3.0,2300.0,97.5,20.0,97.5,23.0,9.0,9.0,35.0,35.0
Hollow Dragon,FToD,206.0,undead,legendary,L,18.0,6.0,20000.0,241.5,19.0,331.5,21.0,12.0,12.0,109.666664,109.666664
Hollyphant,BGDiA,237.0,celestial,generic,N,5.0,3.0,1800.0,36.0,18.0,108.0,40.0,6.0,6.0,34.0,34.0
Hooked Horror,MM,189.0,monstrosity,generic,N,3.0,2.0,700.0,75.0,15.0,75.0,15.0,6.0,6.0,22.0,22.0
Horizonback Tortoise,EGtW,292.0,monstrosity,generic,N,8.0,3.0,3900.0,227.5,22.0,227.5,22.0,12.0,12.0,28.5,28.5
Horncaller,GGtR,253.0,humanoid,generic,N,1.0,2.0,200.0,39.0,13.0,39.0,13.0,3.0,3.0,15.0,15.0
"Horse, Draft",MM,321.0,beast,generic,N,0.25,2.0,50.0,19.5,10.0,19.5,10.0,6.0,6.0,9.0,9.0
"Horse, Riding",MM,336.0,beast,generic,N,0.25,2.0,50.0,13.0,10.0,13.0,10.0,5.0,5.0,8.0,8.0
Howler,MPMotM,155.0,fiend,generic,N,8.0,3.0,3900.0,90.0,16.0,157.5,16.0,6.0,7.0,53.666668,53.666668
Howler,MToF,210.0,fiend,legacy,N,8.0,3.0,3900.0,90.0,16.0,157.5,16.0,6.0,7.0,42.666668,42.666668
Howling Hatred Initiate,PotA,190.0,humanoid,generic,N,0.125,2.0,25.0,9.0,13.0,9.0,13.0,4.0,5.0,4.0,4.0
Howling Hatred Priest,PotA,190.0,humanoid,generic,N,2.0,2.0,450.0,45.0,15.0,45.0,20.0,5.0,5.0,17.0,17.0
Hrabbaz,WDH,205.0,humanoid,unique,N,5.0,3.0,1800.0,112.5,12.0,140.0,12.0,8.0,8.0,35.0,35.0
Hundred-Handed One,MOoT,225.0,giant,generic,N,15.0,5.0,13000.0,243.0,15.0,243.0,20.0,13.0,13.0,84.0,84.0
Hungry Sorrowsworn,MPMotM,223.0,monstrosity,generic,N,11.0,4.0,7200.0,225.0,17.0,281.3,17.0,8.0,10.0,39.5,54.166668
Hungry Sorrowsworn,MToF,232.0,monstrosity,legacy,N,11.0,4.0,7200.0,225.0,17.0,281.3,17.0,8.0,10.0,54.666668,54.666668
Hurricane,PotA,191.0,humanoid,generic,N,2.0,2.0,450.0,33.0,14.0,43.0,14.0,3.0,3.0,23.333334,23.333334
Husk Zombie,EGtW,293.0,undead,generic,N,1.0,2.0,200.0,37.5,10.0,44.5,10.0,5.0,5.0,13.0,13.0
Husk Zombie Burster,EGtW,293.0,undead,generic,N,1.0,2.0,200.0,37.5,10.0,44.5,10.0,5.0,5.0,18.0,18.0
Hutijin,MPMotM,157.0,fiend,unique,L,21.0,7.0,33000.0,200.0,19.0,350.0,23.0,15.0,15.0,123.0,133.5
Hutijin,MToF,174.0,fiend,legacy,L,21.0,7.0,33000.0,200.0,19.0,350.0,23.0,15.0,15.0,111.0,111.0
Hybrid Brute,GGtR,217.0,humanoid,generic,N,2.0,2.0,450.0,52.0,18.0,52.0,18.0,6.0,6.0,14.0,14.0
Hybrid Flier,GGtR,217.0,humanoid,generic,N,2.0,2.0,450.0,39.0,13.0,39.0,15.0,5.0,5.0,16.0,16.0
Hybrid Poisoner,GGtR,217.0,humanoid,generic,N,1.0,2.0,200.0,26.0,14.0,26.0,14.0,6.0,6.0,16.0,16.0
Hybrid Shocker,GGtR,218.0,humanoid,generic,N,1.0,2.0,200.0,39.0,12.0,39.0,12.0,4.0,4.0,19.0,19.0
Hybrid Spy,GGtR,218.0,humanoid,generic,N,0.5,2.0,100.0,22.0,13.0,22.0,13.0,5.0,5.0,13.0,13.0
Hydra,MM,190.0,monstrosity,generic,N,8.0,3.0,3900.0,172.5,15.0,172.5,15.0,8.0,8.0,50.0,50.0
"Hydra, Ironscale",MOoT,231.0,monstrosity,generic,N,12.0,4.0,8400.0,181.5,17.0,181.5,17.0,10.0,10.0,103.0,103.0
Hydroloth,MPMotM,158.0,fiend,generic,N,9.0,4.0,5000.0,135.0,15.0,202.5,17.0,9.0,9.0,50.0,50.0
Hydroloth,MToF,249.0,fiend,legacy,N,9.0,4.0,5000.0,135.0,15.0,202.5,17.0,9.0,11.0,38.0,38.0
"Hyena, Giant",MM,326.0,beast,generic,N,1.0,2.0,200.0,45.0,12.0,45.0,12.0,5.0,5.0,12.0,12.0
Hythonia,MOoT,252.0,monstrosity,unique,LL,17.0,6.0,18000.0,199.5,17.0,289.5,22.0,11.0,11.0,194.66667,194.66667
Ice Toad,RoT,90.0,monstrosity,generic,N,1.0,2.0,200.0,32.5,12.0,32.5,12.0,3.0,3.0,12.0,12.0
Iggwilv the Witch Queen,WBtW,205.0,fey,unique,L,20.0,6.0,25000.0,255.0,19.0,517.5,26.0,16.0,16.0,61.0,61.0
Imix,PotA,214.0,elemental,unique,LL,19.0,6.0,22000.0,325.0,17.0,415.0,21.0,12.0,12.0,216.0,216.0
Immortal Lotus Monk,CM,165.0,humanoid,generic,N,5.0,3.0,1800.0,65.0,15.0,65.0,15.0,6.0,10.0,15.0,15.0
Imp,MM,76.0,fiend,generic,N,1.0,2.0,200.0,10.5,13.0,20.0,15.0,5.0,5.0,15.0,15.0
Incubus,MM,285.0,fiend,generic,N,4.0,2.0,1100.0,66.0,15.0,132.0,15.0,7.0,7.0,21.333334,21.333334
Indentured Spirit,GGtR,206.0,undead,generic,N,1.0,2.0,200.0,13.5,11.0,27.0,11.0,3.0,3.0,10.0,10.0
Inkling Mascot,SaCoC,195.0,ooze,generic,N,0.25,2.0,50.0,18.0,13.0,18.0,17.0,5.0,5.0,5.5,5.5
Inquisitor of the Mind Fire,VRGtR,248.0,humanoid,generic,N,8.0,3.0,3900.0,77.0,16.0,115.5,18.0,7.0,7.0,55.0,55.0
Inquisitor of the Sword,VRGtR,249.0,humanoid,generic,N,8.0,3.0,3900.0,91.0,16.0,121.0,18.0,7.0,7.0,55.0,55.0
Inquisitor of the Tome,VRGtR,249.0,humanoid,generic,N,8.0,3.0,3900.0,77.0,14.0,77.0,18.0,7.0,7.0,59.666668,64.666664
Inspired,ERftLW,294.0,humanoid,generic,N,2.0,2.0,450.0,40.5,15.0,40.5,15.0,4.0,4.0,34.0,34.0
Intellect Devourer,MM,191.0,aberration,generic,N,2.0,2.0,450.0,21.0,12.0,21.0,12.0,4.0,4.0,18.0,18.0
Invisible Stalker,MM,192.0,elemental,generic,N,6.0,3.0,2300.0,104.0,14.0,156.0,16.0,6.0,6.0,20.0,20.0
Iron Consul,BGDiA,232.0,humanoid,generic,N,2.0,2.0,450.0,45.0,16.0,45.0,18.0,5.0,5.0,14.0,14.0
Iron Defender,ERftLW,293.0,construct,generic,N,1.0,2.0,200.0,30.0,17.0,30.0,17.0,5.0,5.0,9.0,9.0
Iron Golem,MM,170.0,construct,generic,N,16.0,5.0,15000.0,210.0,20.0,315.0,22.0,13.0,13.0,60.666668,60.666668
Irvan Wastewalker (tier 1),CRCotN,189.0,humanoid,unique,N,3.0,2.0,700.0,66.0,13.0,71.0,13.0,4.0,4.0,23.0,23.0
Irvan Wastewalker (tier 2),CRCotN,191.0,humanoid,unique,N,5.0,3.0,1800.0,99.0,15.0,109.0,15.0,6.0,6.0,39.0,39.0
Irvan Wastewalker (tier 3),CRCotN,194.0,humanoid,unique,N,8.0,3.0,3900.0,123.5,17.0,133.5,17.0,8.0,8.0,56.0,56.0
Isarr Kronenstrom,IDRotF,307.0,humanoid,unique,N,8.0,3.0,3900.0,117.0,15.0,147.0,15.0,6.0,10.0,54.0,54.0
Ishel,EGtW,231.0,humanoid,unique,N,0.5,2.0,100.0,24.0,15.0,24.0,17.0,4.0,4.0,5.5,5.5
Isperia,GGtR,227.0,monstrosity,unique,L,21.0,7.0,33000.0,261.0,17.0,438.8,25.0,12.0,12.0,119.0,119.0
Istrid Horn,WDH,199.0,humanoid,unique,N,8.0,3.0,3900.0,117.0,18.0,117.0,18.0,6.0,6.0,62.666668,62.666668
Ixitxachitl,OotA,225.0,aberration,generic,N,0.25,2.0,50.0,18.0,15.0,18.0,14.0,3.0,3.0,4.5,7.0
"Ixitxachitl, Vampiric",OotA,226.0,aberration,generic,N,2.0,2.0,450.0,44.0,16.0,83.0,16.0,4.0,4.0,9.0,9.0
Izek Strazni,CoS,232.0,humanoid,unique,N,5.0,3.0,1800.0,112.5,14.0,112.5,14.0,7.0,7.0,30.0,30.0
Jabberwock,WBtW,236.0,dragon,legendary,L,13.0,5.0,10000.0,115.0,18.0,293.8,22.0,10.0,10.0,81.166664,81.166664
Jackalwere,MM,193.0,humanoid,generic,N,0.5,2.0,100.0,18.0,12.0,36.0,12.0,4.0,5.0,5.0,5.0
Jaculi,ToA,225.0,beast,generic,N,0.5,2.0,100.0,16.5,14.0,16.5,14.0,4.0,4.0,11.333333,11.333333
Jade Tigress,CM,166.0,humanoid,unique,N,8.0,3.0,3900.0,70.5,15.0,174.0,15.0,7.0,7.0,39.0,39.0
Jalester Silvermane,WDH,205.0,humanoid,unique,N,4.0,2.0,1100.0,71.5,18.0,87.0,18.0,4.0,4.0,25.0,25.0
Jamna Gleamsilver,HotDQ,91.0,humanoid,unique,N,1.0,2.0,200.0,22.0,15.0,22.0,19.0,5.0,9.0,18.0,18.0
Jarad Vod Savo,GGtR,235.0,undead,unique,L,22.0,7.0,41000.0,180.0,17.0,373.0,21.0,12.0,12.0,147.0,147.0
Jarlaxle Baenre,WDH,206.0,humanoid,unique,L,15.0,5.0,13000.0,123.5,24.0,153.0,24.0,14.0,14.0,100.0,100.0
Jarund Elkhardt,IDRotF,305.0,humanoid,unique,N,5.0,3.0,1800.0,104.0,14.0,104.0,14.0,7.0,7.0,39.0,39.0
Jiangshi,VRGtR,236.0,undead,generic,N,9.0,4.0,5000.0,119.0,16.0,173.0,18.0,8.0,8.0,57.0,57.0
Juiblex,MPMotM,160.0,fiend,unique,L,23.0,7.0,50000.0,350.0,18.0,625.0,22.0,14.0,14.0,126.0,126.0
Juiblex,MPMotM,160.0,fiend,unique,LL,24.0,7.0,62000.0,350.0,18.0,625.0,24.0,14.0,14.0,126.0,126.0
Juiblex,MToF,151.0,fiend,legacy,LL,23.0,7.0,50000.0,350.0,18.0,625.0,24.0,14.0,14.0,126.0,126.0
Juiblex,OotA,243.0,fiend,unique,LL,23.0,7.0,50000.0,350.0,18.0,625.0,24.0,14.0,14.0,126.0,126.0
Kaarghaz,TftYP,45.0,humanoid,unique,N,2.0,2.0,450.0,39.0,13.0,39.0,19.0,4.0,4.0,28.0,28.0
Kalaraq Quori,ERftLW,306.0,aberration,generic,N,19.0,6.0,22000.0,161.5,18.0,322.0,22.0,13.0,13.0,68.666664,68.666664
Kalashtar,ERftLW,317.0,humanoid,generic,N,0.25,2.0,50.0,16.5,12.0,16.5,12.0,4.0,4.0,11.0,11.0
Kalka-Kylla,TftYP,238.0,monstrosity,unique,N,3.0,2.0,700.0,85.0,15.0,85.0,17.0,5.0,5.0,20.0,20.0
Kamadan,ToA,225.0,monstrosity,generic,N,4.0,2.0,1100.0,67.5,13.0,67.5,13.0,5.0,5.0,44.0,44.0
Karrnathi Undead Soldier,ERftLW,295.0,undead,generic,N,3.0,2.0,700.0,52.5,17.0,59.0,17.0,5.0,6.0,24.0,24.0
Kelek,WBtW,219.0,humanoid,unique,N,5.0,3.0,1800.0,45.5,12.0,69.5,19.0,6.0,6.0,59.666668,59.666668
Kelpie,TftYP,238.0,plant,generic,N,4.0,2.0,1100.0,67.5,14.0,134.0,14.0,4.0,4.0,22.0,22.0
Kenku,MM,194.0,humanoid,generic,N,0.25,2.0,50.0,13.5,13.0,13.5,13.0,5.0,6.0,6.5,6.5
Kettlesteam the Kenku,WBtW,52.0,humanoid,unique,N,1.0,2.0,200.0,22.5,13.0,22.5,13.0,5.0,5.0,11.0,11.0
Ki-rin,MPMotM,162.0,celestial,legendary,LL,12.0,4.0,8400.0,153.0,20.0,243.0,22.0,9.0,9.0,102.5,102.5
Ki-rin,VGtM,163.0,celestial,legacy,L,12.0,4.0,8400.0,152.0,20.0,242.0,22.0,9.0,9.0,88.0,88.0
Kiddywidget,CM,136.0,construct,generic,N,0.5,2.0,100.0,15.0,16.0,15.0,16.0,4.0,4.0,11.5,11.5
Killer Whale,MM,331.0,beast,generic,N,3.0,2.0,700.0,90.0,12.0,90.0,12.0,6.0,6.0,21.0,21.0
King of Feathers,ToA,106.0,monstrosity,unique,N,8.0,3.0,3900.0,136.5,13.0,260.0,19.0,10.0,10.0,53.0,53.0
King Snurre,TftYP,193.0,giant,unique,N,11.0,4.0,7200.0,187.5,18.0,187.5,18.0,11.0,11.0,70.0,70.0
Klauth,SKT,95.0,dragon,unique,LL,25.0,8.0,75000.0,546.0,22.0,636.0,26.0,17.0,17.0,209.66667,209.66667
Knight,MM,347.0,humanoid,generic,N,3.0,2.0,700.0,52.0,18.0,52.0,19.0,5.0,5.0,20.0,20.0
Koalinth,GoS,238.0,humanoid,generic,N,0.5,2.0,100.0,16.5,14.0,16.5,14.0,3.0,3.0,12.0,12.0
Koalinth Sergeant,GoS,239.0,humanoid,generic,N,2.0,2.0,450.0,33.0,14.0,33.0,14.0,4.0,4.0,23.0,23.0
Kobold,MM,195.0,humanoid,generic,N,0.125,2.0,25.0,5.0,12.0,5.0,12.0,4.0,5.0,4.5,4.5
Kobold Dragonshield,MPMotM,163.0,dragon,generic,N,1.0,2.0,200.0,44.0,15.0,44.0,15.0,3.0,4.0,9.0,9.0
Kobold Dragonshield,VGtM,165.0,humanoid,legacy,N,1.0,2.0,200.0,44.0,15.0,44.0,13.0,3.0,4.0,10.0,10.0
Kobold Inventor,MPMotM,164.0,humanoid,generic,N,0.25,2.0,50.0,13.5,12.0,13.5,12.0,4.0,5.0,9.0,9.0
Kobold Inventor,VGtM,166.0,humanoid,legacy,N,0.25,2.0,50.0,13.5,12.0,13.5,12.0,4.0,5.0,7.0,7.0
Kobold Scale Sorcerer,MPMotM,165.0,humanoid,generic,N,1.0,2.0,200.0,27.5,15.0,27.5,15.0,4.0,5.0,18.0,18.0
Kobold Scale Sorcerer,VGtM,167.0,humanoid,legacy,N,1.0,2.0,200.0,27.5,15.0,27.5,15.0,4.0,5.0,18.333334,18.333334
Kobold Underling,EGtW,221.0,humanoid,generic,N,0.125,2.0,25.0,7.5,13.0,7.5,13.0,5.0,6.0,6.5,6.5
Kobold Vampire Spawn,IDRotF,297.0,undead,generic,N,3.0,2.0,700.0,39.0,14.0,168.0,14.0,6.0,6.0,11.0,11.0
"Kobold Zombie, Icewind",IDRotF,297.0,undead,generic,N,0.125,2.0,25.0,19.5,9.0,26.5,9.0,1.0,1.0,2.5,2.5
"Kobold, Icewind",IDRotF,296.0,humanoid,generic,N,0.125,2.0,25.0,9.0,14.0,9.0,14.0,4.0,4.0,4.5,4.5
"Kobold, Winged",MM,195.0,humanoid,generic,N,0.25,2.0,50.0,7.5,13.0,7.5,13.0,5.0,6.0,6.5,6.5
Korred,MPMotM,166.0,fey,generic,N,7.0,3.0,2900.0,93.5,17.0,140.3,17.0,9.0,11.0,39.0,39.0
Korred,VGtM,168.0,fey,legacy,N,7.0,3.0,2900.0,93.5,17.0,160.3,17.0,9.0,9.0,39.0,39.0
Kostchtchie,BGDiA,105.0,fiend,unique,L,25.0,8.0,75000.0,243.0,16.0,416.3,20.0,18.0,18.0,216.0,216.0
Kraken,MM,197.0,monstrosity,legendary,LL,23.0,7.0,50000.0,472.5,18.0,590.0,22.0,15.0,15.0,284.0,284.0
Kraken Priest,MPMotM,167.0,monstrosity,generic,N,5.0,3.0,1800.0,75.0,15.0,93.8,15.0,5.0,5.0,55.0,55.0
Kraken Priest,VGtM,215.0,humanoid,legacy,N,5.0,3.0,1800.0,75.0,10.0,112.5,10.0,5.0,5.0,27.0,27.0
"Kraken, Juvenile",GoS,238.0,monstrosity,legendary,L,14.0,5.0,11500.0,207.0,16.0,310.5,20.0,12.0,12.0,65.0,65.0
"Krasis, Category 1",GGtR,210.0,monstrosity,generic,N,1.0,2.0,200.0,19.5,15.0,19.5,15.0,5.0,5.0,16.0,16.0
"Krasis, Category 2",GGtR,211.0,monstrosity,generic,N,6.0,3.0,2300.0,136.0,15.0,136.0,15.0,7.0,7.0,34.0,34.0
Kraul Death Priest,GGtR,214.0,humanoid,generic,N,4.0,2.0,1100.0,65.0,18.0,80.0,20.0,4.0,4.0,18.666666,18.666666
Kraul Warrior,GGtR,213.0,humanoid,generic,N,0.5,2.0,100.0,27.5,18.0,27.5,18.0,4.0,5.0,6.5,6.5
Krull,BGDiA,110.0,humanoid,unique,N,6.0,3.0,2300.0,117.0,17.0,117.0,17.0,8.0,8.0,87.333336,87.333336
Kruthik Hive Lord,MPMotM,169.0,monstrosity,generic,N,5.0,3.0,1800.0,102.0,20.0,102.0,20.0,7.0,8.0,27.333334,27.333334
Kruthik Hive Lord,MToF,212.0,monstrosity,legacy,N,5.0,3.0,1800.0,102.0,20.0,102.0,20.0,7.0,8.0,26.666666,26.666666
"Kruthik, Adult",MPMotM,169.0,monstrosity,generic,N,2.0,2.0,450.0,39.0,18.0,39.0,18.0,5.0,6.0,13.0,13.0
"Kruthik, Adult",MToF,212.0,monstrosity,legacy,N,2.0,2.0,450.0,39.0,18.0,39.0,18.0,5.0,6.0,12.0,12.0
"Kruthik, Young",MPMotM,168.0,monstrosity,generic,N,0.125,2.0,25.0,9.0,16.0,9.0,16.0,5.0,6.0,5.5,5.5
"Kruthik, Young",MToF,211.0,monstrosity,legacy,N,0.125,2.0,25.0,9.0,16.0,9.0,16.0,5.0,6.0,5.5,5.5
Kuo-toa,MM,199.0,humanoid,generic,N,0.25,2.0,50.0,18.0,13.0,18.0,13.0,3.0,3.0,4.5,4.5
Kuo-toa Archpriest,MM,200.0,humanoid,generic,N,6.0,3.0,2300.0,97.5,13.0,97.5,13.0,6.0,6.0,70.666664,70.666664
Kuo-toa Monitor,MM,198.0,humanoid,generic,N,3.0,2.0,700.0,65.0,13.0,65.0,13.0,6.0,6.0,21.0,21.0
Kuo-toa Whip,MM,200.0,humanoid,generic,N,1.0,2.0,200.0,65.0,11.0,65.0,11.0,4.0,4.0,9.0,9.0
Kysh,GoS,240.0,humanoid,unique,N,1.0,2.0,200.0,27.5,13.0,27.5,13.0,4.0,4.0,12.0,12.0
Lady Illmarrow,ERftLW,297.0,undead,unique,L,22.0,7.0,41000.0,199.5,19.0,361.3,23.0,15.0,15.0,204.0,204.0
Laeral Silverhand,WDH,207.0,humanoid,unique,N,17.0,6.0,18000.0,228.0,18.0,228.0,25.0,13.0,13.0,89.333336,89.333336
Lamia,MM,201.0,monstrosity,generic,N,4.0,2.0,1100.0,97.5,13.0,97.5,13.0,5.0,5.0,19.0,19.0
Lampad,MOoT,235.0,fey,generic,N,3.0,2.0,700.0,52.0,15.0,52.0,17.0,6.0,6.0,18.0,18.0
Langdedrosa Cyanwrath,HotDQ,91.0,humanoid,unique,N,4.0,2.0,1100.0,57.0,17.0,57.0,17.0,6.0,7.0,36.666668,36.666668
Lava Child,WDotMM,313.0,humanoid,generic,N,3.0,2.0,700.0,60.0,11.0,120.0,11.0,6.0,6.0,18.0,18.0
Lawmage,GGtR,228.0,humanoid,generic,N,6.0,3.0,2300.0,84.5,15.0,84.5,20.0,6.0,6.0,11.0,11.0
Lazav,GGtR,232.0,monstrosity,unique,L,17.0,6.0,18000.0,204.0,18.0,294.0,20.0,13.0,13.0,120.0,120.0
Leonin Iconoclast,MOoT,232.0,humanoid,generic,N,5.0,3.0,1800.0,67.5,17.0,67.5,19.0,7.0,7.0,54.0,54.0
Leucrotta,MPMotM,170.0,monstrosity,generic,N,3.0,2.0,700.0,67.5,14.0,67.5,15.0,6.0,6.0,19.5,19.5
Leucrotta,TftYP,239.0,monstrosity,generic,N,3.0,2.0,700.0,67.5,14.0,67.5,16.0,6.0,6.0,24.0,24.0
Leucrotta,VGtM,169.0,monstrosity,legacy,N,3.0,2.0,700.0,67.5,14.0,67.5,14.0,6.0,6.0,24.0,24.0
Leviathan,MPMotM,171.0,elemental,legendary,L,20.0,6.0,25000.0,328.0,17.0,418.0,17.0,14.0,14.0,106.666664,106.666664
Leviathan,MToF,198.0,elemental,legacy,L,20.0,6.0,25000.0,328.0,17.0,418.0,17.0,16.0,16.0,108.0,108.0
Liara Portyr,ToA,227.0,humanoid,unique,N,4.0,2.0,1100.0,84.5,15.0,84.5,15.0,5.0,5.0,31.0,31.0
Lich,MM,202.0,undead,generic,N,21.0,7.0,33000.0,135.0,17.0,281.3,24.0,12.0,12.0,145.0,145.0
"Lich, Devkarin",GGtR,198.0,undead,legendary,L,14.0,5.0,11500.0,97.5,14.0,260.6,16.0,9.0,9.0,96.333336,96.333336
"Lich, Lichen",CM,223.0,undead,legendary,LL,18.0,6.0,20000.0,225.0,20.0,315.0,22.0,9.0,9.0,122.5,122.5
Light Devourer,CRCotN,200.0,aberration,generic,N,6.0,3.0,2300.0,119.0,14.0,119.0,14.0,7.0,7.0,59.333332,59.333332
Lion,MM,331.0,beast,generic,N,1.0,2.0,200.0,26.0,12.0,26.0,12.0,5.0,6.0,9.666667,9.666667
Liondrake,FToD,207.0,monstrosity,generic,N,7.0,3.0,2900.0,119.0,16.0,238.0,16.0,7.0,8.0,24.666666,24.666666
Living Bigby's Hand,IDRotF,298.0,construct,generic,N,4.0,2.0,1100.0,52.5,20.0,52.5,22.0,10.0,10.0,26.0,26.0
Living Blade of Disaster,IDRotF,299.0,construct,generic,N,8.0,3.0,3900.0,67.5,14.0,135.0,16.0,6.0,11.0,52.0,52.0
Living Burning Hands,ERftLW,298.0,construct,generic,N,1.0,2.0,200.0,15.0,15.0,30.0,17.0,5.0,5.0,10.0,10.0
Living Cloudkill,ERftLW,299.0,construct,generic,N,7.0,3.0,2900.0,73.5,15.0,109.5,17.0,8.0,8.0,58.666668,58.666668
Living Doll,WBtW,238.0,construct,generic,N,2.0,2.0,450.0,28.0,11.0,55.0,13.0,2.0,2.0,17.666666,17.666666
Living Iron Statue,GoS,241.0,construct,unique,N,5.0,3.0,1800.0,102.0,16.0,102.0,16.0,6.0,6.0,26.0,26.0
Living Lightning Bolt,ERftLW,299.0,construct,generic,N,5.0,3.0,1800.0,57.0,15.0,85.5,17.0,7.0,7.0,46.666668,46.666668
Lizardfolk,MM,204.0,humanoid,generic,N,0.5,2.0,100.0,22.0,15.0,22.0,15.0,4.0,4.0,10.0,10.0
Lizardfolk Commoner,GoS,241.0,humanoid,generic,N,0.25,2.0,50.0,16.5,13.0,16.5,13.0,4.0,4.0,5.0,5.0
Lizardfolk King/Queen,MM,205.0,humanoid,generic,N,4.0,2.0,1100.0,78.0,15.0,108.0,15.0,5.0,5.0,24.0,24.0
Lizardfolk Render,GoS,241.0,humanoid,generic,N,3.0,2.0,700.0,52.5,15.0,52.5,15.0,5.0,9.0,21.333334,21.333334
