Monster,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Kuo-toa Archpriest,MM,200.0,humanoid,medium,generic,N,6.0,3,2300.0,3.0,2.0,3.0,1.0,3.0,2.0,3,2,3,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,13.0,13.0,97.5,97.5,2.3,2.3,6.0,6.0,70.666664,70.666664,14.0
Kuo-toa Monitor,MM,198.0,humanoid,medium,generic,N,3.0,2,700.0,2.0,0.0,2.0,1.0,2.0,0.0,2,0,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,13.0,13.0,65.0,65.0,1.2,1.2,6.0,6.0,21.0,21.0,
Kuo-toa Whip,MM,200.0,humanoid,medium,generic,N,1.0,2,200.0,2.0,0.0,2.0,1.0,2.0,0.0,2,0,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,11.0,11.0,65.0,65.0,1.2,1.2,4.0,4.0,9.0,9.0,
Lamia,MM,201.0,monstrosity,large,generic,N,4.0,2,1100.0,3.0,1.0,2.0,2.0,2.0,3.0,3,1,2,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13.0,13.0,97.5,97.5,2.2,2.2,5.0,5.0,19.0,19.0,13.0
Lemure,MM,76.0,fiend,medium,generic,N,0.0,2,10.0,0.0,-3.0,0.0,-5.0,0.0,-4.0,0,-3,0,-5,0,-4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-3,7.0,7.0,13.5,13.5,-2.0,-2.0,3.0,3.0,2.5,2.5,
Lich,MM,202.0,undead,medium,generic,N,21.0,7,33000.0,0.0,3.0,3.0,5.0,2.0,3.0,0,3,10,12,9,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,3,17.0,22.0,135.0,281.3,6.2,6.2,12.0,12.0,145.0,145.0,20.0
Lion,MM,331.0,beast,large,generic,N,1.0,2,200.0,3.0,2.0,1.0,-4.0,1.0,-1.0,3,2,1,-4,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,26.0,26.0,0.3,0.3,5.0,6.0,9.666667,9.666667,
Lizard King/Queen,MM,205.0,humanoid,medium,generic,N,4.0,2,1100.0,3.0,1.0,2.0,0.0,0.0,2.0,3,1,4,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15.0,15.0,78.0,108.0,2.0,2.0,5.0,5.0,24.0,24.0,
Lizardfolk,MM,204.0,humanoid,medium,generic,N,0.5,2,100.0,2.0,0.0,1.0,-2.0,1.0,-2.0,2,0,1,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,15.0,15.0,22.0,22.0,0.0,0.0,4.0,4.0,10.0,10.0,
Lizardfolk Shaman,MM,205.0,humanoid,medium,generic,N,2.0,2,450.0,2.0,0.0,1.0,0.0,2.0,-1.0,2,0,1,0,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,13.0,13.0,27.5,27.5,0.7,0.7,4.0,4.0,20.166666,20.166666,12.0
Mage,MM,347.0,humanoid,medium,generic,N,6.0,3,2300.0,-1.0,2.0,0.0,3.0,1.0,0.0,-1,2,0,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,15.0,20.0,40.5,40.5,1.8,1.8,6.0,6.0,66.0,66.0,14.0
Magma Mephit,MM,216.0,elemental,small,generic,N,0.5,2,100.0,-1.0,1.0,1.0,-2.0,0.0,0.0,-1,1,1,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,11.0,11.0,22.5,22.5,-0.2,-0.2,3.0,3.0,17.666666,17.666666,11.0
Magmin,MM,212.0,elemental,small,generic,N,0.5,2,100.0,-2.0,2.0,1.0,-1.0,0.0,0.0,-2,2,1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,14.0,14.0,9.0,18.0,0.0,0.0,4.0,4.0,15.333333,15.333333,
Mammoth,MM,332.0,beast,huge,generic,N,6.0,3,2300.0,7.0,-1.0,5.0,-4.0,0.0,-2.0,7,-1,5,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,13.0,13.0,126.5,126.5,0.8,0.8,10.0,10.0,37.333332,37.333332,18.0
Manes,MM,60.0,fiend,small,generic,N,0.125,2,25.0,0.0,-1.0,1.0,-4.0,-1.0,-3.0,0,-1,1,-4,-1,-3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,-1,9.0,9.0,9.0,9.0,-1.3,-1.3,2.0,2.0,5.0,5.0,
Manticore,MM,213.0,monstrosity,large,generic,N,3.0,2,700.0,3.0,3.0,3.0,-2.0,1.0,-1.0,3,3,3,-2,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,14.0,18.0,68.0,68.0,1.2,1.2,5.0,5.0,21.0,21.0,
Marid,MM,146.0,elemental,large,generic,N,11.0,4,7200.0,6.0,1.0,8.0,4.0,3.0,4.0,6,5,8,4,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1,17.0,21.0,229.5,286.9,6.3,6.3,10.0,10.0,42.0,42.0,16.0
Marilith,MM,61.0,fiend,large,generic,N,16.0,5,15000.0,4.0,5.0,5.0,4.0,3.0,5.0,9,5,10,4,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,5,18.0,22.0,189.0,236.3,7.7,11.7,9.0,9.0,93.0,93.0,
Medusa,MM,214.0,monstrosity,medium,generic,N,6.0,3,2300.0,0.0,2.0,3.0,1.0,1.0,2.0,0,2,3,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,15.0,19.0,127.5,127.5,1.5,5.5,5.0,9.0,29.5,29.5,14.0
Merfolk,MM,218.0,humanoid,medium,generic,N,0.125,2,25.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,11.0,11.0,11.0,11.0,0.5,0.5,2.0,2.0,4.5,4.5,
Merrow,MM,219.0,monstrosity,large,generic,N,2.0,2,450.0,4.0,0.0,2.0,-1.0,0.0,-1.0,4,0,2,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,13.0,13.0,45.0,45.0,0.7,0.7,6.0,6.0,18.166666,18.166666,
Mezzoloth,MM,313.0,fiend,medium,generic,N,5.0,3,1800.0,4.0,0.0,3.0,-2.0,0.0,0.0,4,0,3,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0,18.0,18.0,75.0,112.5,0.8,4.8,7.0,7.0,32.666668,32.666668,11.0
Mimic,MM,220.0,monstrosity,medium,generic,N,2.0,2,450.0,3.0,1.0,2.0,-3.0,1.0,-1.0,3,1,2,-3,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,12.0,58.5,58.5,0.5,0.5,5.0,5.0,12.0,12.0,
Mind Flayer,MM,222.0,aberration,medium,generic,N,7.0,3,2900.0,0.0,1.0,1.0,4.0,3.0,3.0,0,1,1,7,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15.0,15.0,71.5,131.5,3.5,7.5,7.0,7.0,51.333332,51.333332,15.0
Mind Flayer Arcanist,MM,222.0,aberration,medium,generic,N,8.0,3,3900.0,0.0,1.0,1.0,4.0,3.0,3.0,0,1,1,7,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15.0,20.0,71.5,71.5,3.5,7.5,7.0,7.0,82.0,82.0,15.0
Minotaur,MM,223.0,monstrosity,large,generic,N,3.0,2,700.0,4.0,0.0,3.0,-2.0,3.0,-1.0,4,0,3,-2,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,14.0,14.0,76.5,76.5,1.2,1.2,6.0,6.0,24.333334,24.333334,
Minotaur Skeleton,MM,273.0,undead,large,generic,N,2.0,2,450.0,4.0,0.0,2.0,-2.0,-1.0,-3.0,4,0,2,-2,-1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,12.0,12.0,67.5,67.5,0.0,0.0,6.0,6.0,18.666666,18.666666,14.0
Monodrone,MM,224.0,construct,medium,generic,N,0.125,2,25.0,0.0,1.0,1.0,-3.0,0.0,-3.0,0,1,1,-3,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15.0,15.0,5.5,5.5,-0.7,-0.7,3.0,3.0,4.5,4.5,
Mud Mephit,MM,216.0,elemental,small,generic,N,0.25,2,50.0,-1.0,1.0,1.0,-1.0,0.0,-2.0,-1,1,1,-1,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,11.0,11.0,27.0,27.0,-0.3,-0.3,3.0,3.0,4.5,4.5,
Mule,MM,333.0,beast,medium,generic,N,0.125,2,25.0,2.0,0.0,1.0,-4.0,0.0,-3.0,2,0,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,10.0,10.0,11.0,11.0,-0.7,-0.7,2.0,2.0,4.5,4.5,
Mummy,MM,228.0,undead,medium,generic,N,3.0,2,700.0,3.0,-1.0,2.0,-2.0,0.0,1.0,3,-1,2,-2,2,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1,11.0,11.0,58.5,117.0,0.8,0.8,5.0,5.0,20.0,20.0,11.0
Mummy Lord,MM,229.0,undead,medium,legendary,L,15.0,5,13000.0,4.0,0.0,3.0,0.0,4.0,3.0,4,0,8,5,9,8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,17.0,17.0,97.5,146.3,5.7,9.7,9.0,9.0,157.0,157.0,17.0
Mummy Lord,MM,229.0,undead,medium,legendary,LL,16.0,5,15000.0,4.0,0.0,3.0,0.0,4.0,3.0,4,0,8,5,9,8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,17.0,17.0,97.5,176.3,5.7,9.7,9.0,9.0,166.33333,166.33333,17.0
Myconid Adult,MM,232.0,plant,medium,generic,N,0.5,2,100.0,0.0,0.0,1.0,0.0,1.0,-2.0,0,0,1,0,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,12.0,12.0,22.0,22.0,0.0,0.0,2.0,2.0,10.0,10.0,
Myconid Sovereign,MM,232.0,plant,large,generic,N,2.0,2,450.0,1.0,0.0,2.0,1.0,2.0,0.0,1,0,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,13.0,13.0,60.0,60.0,1.0,1.0,3.0,3.0,16.0,22.4,12.0
Myconid Sprout,MM,230.0,plant,small,generic,N,0.0,2,10.0,-1.0,0.0,0.0,-1.0,0.0,-3.0,-1,0,0,-1,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,10.0,10.0,7.0,7.0,-0.8,-0.8,1.0,1.0,4.0,4.0,
Nalfeshnee,MM,62.0,fiend,large,generic,N,13.0,5,10000.0,5.0,0.0,6.0,4.0,1.0,2.0,5,0,11,9,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0,18.0,18.0,184.0,230.0,6.3,10.3,10.0,10.0,62.0,62.0,15.0
Needle Blight,MM,32.0,plant,medium,generic,N,0.25,2,50.0,1.0,1.0,1.0,-3.0,-1.0,-4.0,1,1,1,-3,-1,-4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,12.0,11.0,11.0,-0.8,-0.8,3.0,3.0,8.0,8.0,
Night Hag,MM,178.0,fiend,medium,generic,N,5.0,3,1800.0,4.0,2.0,3.0,3.0,2.0,3.0,4,2,3,3,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,17.0,17.0,112.5,168.8,2.8,6.8,7.0,7.0,13.0,13.0,
Nightmare,MM,235.0,fiend,large,generic,N,3.0,2,700.0,4.0,2.0,3.0,0.0,1.0,2.0,4,2,3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,13.0,13.0,68.0,68.0,2.0,2.0,6.0,6.0,20.0,20.0,
Noble,MM,348.0,humanoid,medium,generic,N,0.125,2,25.0,0.0,1.0,0.0,1.0,2.0,3.0,0,1,0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15.0,16.0,9.0,9.0,1.2,1.2,3.0,3.0,5.5,5.5,
Nothic,MM,236.0,aberration,medium,generic,N,2.0,2,450.0,2.0,3.0,3.0,1.0,0.0,-1.0,2,3,3,1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,15.0,15.0,45.0,45.0,1.3,1.3,4.0,4.0,13.0,13.0,12.0
Nycaloth,MM,314.0,fiend,large,generic,N,9.0,4,5000.0,5.0,0.0,4.0,1.0,0.0,2.0,5,0,4,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0,18.0,18.0,123.5,185.3,2.0,6.0,9.0,9.0,44.0,44.0,16.0
Ochre Jelly,MM,243.0,ooze,large,generic,N,2.0,2,450.0,2.0,-2.0,2.0,-4.0,-2.0,-5.0,2,-2,2,-4,-2,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-2,8.0,8.0,45.0,45.0,-1.5,-1.5,4.0,4.0,12.5,12.5,
Ogre,MM,237.0,giant,large,generic,N,2.0,2,450.0,4.0,-1.0,3.0,-3.0,-2.0,-2.0,4,-1,3,-3,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,11.0,11.0,59.5,59.5,-0.2,-0.2,6.0,6.0,13.0,13.0,
Ogre,MM,237.0,giant,large,generic,N,2.0,2,450.0,4.0,-1.0,3.0,-3.0,-2.0,-2.0,4,-1,3,-3,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,11.0,11.0,68.0,68.0,-0.2,-0.2,6.0,6.0,13.0,13.0,
Ogre Zombie,MM,316.0,undead,large,generic,N,2.0,2,450.0,4.0,-2.0,4.0,-4.0,-2.0,-3.0,4,-2,4,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-2,8.0,8.0,85.5,85.5,-0.2,-0.2,6.0,6.0,13.0,13.0,
Oni,MM,239.0,giant,large,generic,N,7.0,3,2900.0,4.0,0.0,3.0,2.0,1.0,2.0,4,3,6,2,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,16.0,16.0,110.5,140.5,4.0,4.0,7.0,7.0,44.0,44.0,13.0
Orc,MM,246.0,humanoid,medium,generic,N,0.5,2,100.0,3.0,1.0,3.0,-2.0,0.0,0.0,3,1,3,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13.0,13.0,15.0,15.0,0.8,0.8,5.0,5.0,11.0,11.0,
Orc Eye of Gruumsh,MM,247.0,humanoid,medium,generic,N,2.0,2,450.0,3.0,1.0,3.0,-1.0,1.0,1.0,3,1,3,-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,16.0,16.0,45.0,45.0,1.3,1.3,5.0,5.0,11.0,11.0,11.0
Orc War Chief,MM,246.0,humanoid,medium,generic,N,4.0,2,1100.0,4.0,1.0,4.0,0.0,0.0,3.0,6,1,6,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,16.0,16.0,93.5,93.5,3.0,3.0,6.0,6.0,32.0,32.0,
Orog,MM,247.0,humanoid,medium,generic,N,2.0,2,450.0,4.0,1.0,4.0,1.0,0.0,1.0,4,1,4,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,18.0,18.0,42.5,42.5,1.8,1.8,6.0,6.0,21.0,21.0,
Otyugh,MM,248.0,aberration,large,generic,N,5.0,3,1800.0,3.0,0.0,4.0,-2.0,1.0,-2.0,3,0,7,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,14.0,14.0,114.0,114.0,1.2,1.2,6.0,6.0,36.0,36.0,14.0
Owlbear,MM,249.0,monstrosity,large,generic,N,3.0,2,700.0,5.0,1.0,3.0,-4.0,1.0,-2.0,5,1,3,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13.0,13.0,59.5,59.5,0.7,0.7,7.0,7.0,24.0,24.0,
Panther,MM,333.0,beast,medium,generic,N,0.25,2,50.0,2.0,2.0,0.0,-4.0,2.0,-2.0,2,2,0,-4,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,13.5,13.5,0.0,0.0,4.0,4.0,7.0,7.0,
Pegasus,MM,250.0,celestial,large,generic,N,2.0,2,450.0,4.0,2.0,3.0,0.0,2.0,1.0,4,4,3,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,59.5,59.5,3.0,3.0,6.0,6.0,11.0,11.0,
Pentadrone,MM,226.0,construct,large,generic,N,2.0,2,450.0,2.0,2.0,1.0,0.0,0.0,1.0,2,2,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,16.0,16.0,32.5,32.5,1.0,1.0,4.0,4.0,27.5,27.5,
Peryton,MM,251.0,monstrosity,medium,generic,N,2.0,2,450.0,3.0,1.0,1.0,-1.0,1.0,0.0,3,1,1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,13.0,13.0,33.0,33.0,0.8,0.8,5.0,5.0,24.5,24.5,
Phase Spider,MM,334.0,monstrosity,large,generic,N,3.0,2,700.0,2.0,2.0,1.0,-2.0,0.0,-2.0,2,2,1,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,13.0,13.0,32.5,65.0,0.2,0.2,4.0,4.0,25.0,25.0,11.0
