Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,D-CR DMG,O-CR DMG,CR DMG,XP DMG,eHP,D-eCR,eDPR,O-eCR,eCR,eXP
MM,313.0,fiend,generic,N,5.0,3,1800.0,75.0,18.0,112.5,20.0,7.0,7.0,32.666668,6.0,5.0,5.0,1800.0,166.2,5.0,41.7,5.0,5.0,1732.0
MM,220.0,monstrosity,generic,N,2.0,2,450.0,58.5,12.0,58.0,12.0,5.0,5.0,11.0,0.5,2.0,1.0,200.0,58.0,0.5,12.7,1.0,1.0,185.0
WDH,122.0,monstrosity,generic,N,3.0,2,700.0,75.0,12.0,75.0,12.0,5.0,9.0,26.0,1.0,5.0,3.0,700.0,75.0,1.0,36.6,4.0,3.0,686.0
GGtR,224.0,undead,generic,N,4.0,2,1100.0,55.0,14.0,55.0,20.0,6.0,6.0,24.0,3.0,4.0,3.0,700.0,81.3,1.0,29.2,3.0,3.0,593.0
MM,222.0,aberration,generic,N,7.0,3,2900.0,71.5,15.0,71.0,19.0,7.0,7.0,52.666668,4.0,8.0,6.0,2300.0,99.9,2.0,67.2,8.0,5.0,1679.0
MM,222.0,aberration,generic,N,8.0,3,3900.0,71.5,15.0,71.0,24.0,7.0,7.0,82.0,6.0,13.0,9.0,5000.0,127.5,4.0,104.7,12.0,8.0,3336.0
VGtM,172.0,undead,legendary,L,22.0,7,41000.0,135.0,17.0,356.3,26.0,12.0,12.0,158.66667,22.0,22.0,22.0,41000.0,705.4,23.0,258.5,22.0,22.0,45575.0
VGtM,71.0,aberration,generic,N,8.0,3,3900.0,71.5,15.0,71.0,19.0,7.0,7.0,52.666668,4.0,8.0,6.0,2300.0,99.9,2.0,67.2,8.0,5.0,1679.0
GGtR,233.0,humanoid,generic,N,5.0,3,1800.0,49.5,12.0,49.0,15.0,8.0,8.0,55.333332,0.5,8.0,4.0,1100.0,56.7,0.5,74.2,9.0,4.0,1052.0
VGtM,176.0,aberration,generic,N,5.0,3,1800.0,75.0,15.0,75.0,17.0,5.0,5.0,36.0,3.0,5.0,4.0,1100.0,95.7,2.0,41.7,5.0,4.0,997.0
MM,223.0,monstrosity,generic,N,3.0,2,700.0,76.5,14.0,76.0,14.0,6.0,6.0,24.333334,1.0,4.0,2.0,450.0,83.8,1.0,29.6,3.0,3.0,620.0
GoS,245.0,construct,unique,N,6.0,3,2300.0,136.0,15.0,136.0,15.0,7.0,7.0,41.0,5.0,6.0,5.0,1800.0,157.4,5.0,52.3,6.0,6.0,2060.0
PotA,198.0,humanoid,unique,N,6.0,3,2300.0,82.5,10.0,82.0,17.0,7.0,7.0,68.666664,3.0,11.0,7.0,2900.0,104.7,2.0,87.6,10.0,6.0,2293.0
WDH,211.0,humanoid,unique,N,9.0,4,5000.0,153.0,16.0,153.0,19.0,9.0,9.0,52.0,8.0,9.0,8.0,3900.0,215.3,8.0,73.2,9.0,8.0,3938.0
MToF,176.0,fiend,unique,L,21.0,7,33000.0,253.0,19.0,403.0,23.0,15.0,15.0,139.0,23.0,22.0,22.0,41000.0,689.3,22.0,262.1,22.0,22.0,45165.0
MToF,134.0,fiend,legendary,L,21.0,7,33000.0,216.0,19.0,306.0,23.0,16.0,16.0,144.0,18.0,23.0,20.0,25000.0,523.4,20.0,285.1,23.0,21.0,37304.0
ERftLW,301.0,fiend,legendary,L,15.0,5,13000.0,170.0,18.0,212.5,18.0,10.0,10.0,122.0,10.0,19.0,14.0,11500.0,284.8,11.0,180.2,19.0,15.0,12832.0
VGtM,178.0,aberration,generic,N,11.0,4,7200.0,130.0,17.0,130.0,19.0,9.0,9.0,91.666664,6.0,14.0,10.0,5900.0,182.9,6.0,129.0,15.0,10.0,5899.0
BGDiA,26.0,humanoid,unique,N,3.0,2,700.0,90.0,12.0,90.0,12.0,6.0,6.0,28.0,2.0,4.0,3.0,700.0,90.0,2.0,34.0,4.0,3.0,766.0
VGtM,149.0,giant,generic,N,6.0,3,2300.0,105.0,14.0,127.5,14.0,8.0,8.0,45.3,4.0,8.0,6.0,2300.0,140.6,4.0,60.7,7.0,6.0,2133.0
GoS,246.0,aberration,unique,N,10.0,4,5900.0,170.0,18.0,170.0,18.0,9.0,9.0,64.0,8.0,11.0,9.0,5000.0,227.8,8.0,90.1,11.0,10.0,5129.0
WDotMM,314.0,monstrosity,unique,L,13.0,5,10000.0,195.5,16.0,285.0,21.0,9.0,9.0,105.0,16.0,17.0,16.0,15000.0,442.1,17.0,147.7,16.0,17.0,16331.0
MM,228.0,undead,generic,N,3.0,2,700.0,58.5,11.0,116.0,11.0,5.0,5.0,20.0,3.0,3.0,3.0,700.0,110.5,3.0,23.2,3.0,3.0,639.0
MM,229.0,undead,legendary,LL,15.0,5,13000.0,97.5,17.0,175.5,21.0,9.0,9.0,166.33333,10.0,21.0,15.0,13000.0,272.3,10.0,234.0,21.0,16.0,15930.0
MM,229.0,undead,legendary,L,15.0,5,13000.0,97.5,17.0,145.5,21.0,9.0,9.0,157.0,8.0,20.0,14.0,11500.0,225.7,8.0,220.9,21.0,15.0,12466.0
MM,232.0,plant,generic,N,2.0,2,450.0,60.0,13.0,60.0,13.0,3.0,3.0,15.0,0.5,2.0,1.0,200.0,63.0,0.5,15.8,2.0,1.0,248.0
MToF,135.0,fiend,generic,N,15.0,5,13000.0,190.0,18.0,286.3,20.0,11.0,11.0,62.0,16.0,11.0,13.0,10000.0,422.9,16.0,96.2,11.0,13.0,10169.0
RoT,90.0,undead,unique,N,11.0,4,7200.0,135.0,18.0,168.8,18.0,9.0,9.0,60.0,8.0,10.0,9.0,5000.0,226.1,8.0,84.4,10.0,9.0,4773.0
MM,233.0,undead,generic,N,4.0,2,1100.0,58.5,15.0,58.0,15.0,5.0,5.0,44.0,1.0,6.0,3.0,700.0,67.1,0.5,50.9,6.0,3.0,855.0
MM,234.0,monstrosity,generic,N,10.0,4,5900.0,127.5,18.0,127.0,18.0,8.0,8.0,84.0,6.0,13.0,9.0,5000.0,170.2,6.0,112.6,13.0,9.0,4790.0
MM,234.0,monstrosity,generic,N,8.0,3,3900.0,75.0,15.0,75.0,17.0,6.0,6.0,70.0,3.0,10.0,6.0,2300.0,95.7,2.0,85.1,10.0,6.0,2036.0
MToF,215.0,humanoid,generic,N,17.0,6,18000.0,187.0,19.0,257.0,21.0,12.0,12.0,105.0,14.0,18.0,16.0,15000.0,398.7,16.0,171.0,18.0,17.0,17047.0
MOoT,236.0,fey,generic,N,2.0,2,450.0,31.5,15.0,31.0,17.0,6.0,6.0,18.0,0.5,3.0,2.0,450.0,39.6,0.25,21.9,2.0,1.0,216.0
MM,62.0,fiend,generic,N,13.0,5,10000.0,184.0,18.0,230.0,22.0,10.0,10.0,62.0,13.0,10.0,11.0,7200.0,374.6,14.0,91.6,11.0,12.0,8580.0
OotA,,humanoid,unique,N,2.0,2,450.0,40.5,12.0,50.0,17.0,5.0,5.0,21.333334,1.0,3.0,2.0,450.0,63.8,0.5,24.7,3.0,2.0,394.0
MToF,167.0,fiend,generic,N,13.0,5,10000.0,112.5,20.0,265.0,24.0,10.0,10.0,54.0,16.0,9.0,12.0,8400.0,475.9,18.0,79.8,10.0,13.0,9492.0
IDRotF,276.0,undead,unique,N,6.0,3,2300.0,45.0,11.0,112.5,11.0,6.0,6.0,36.0,2.0,5.0,3.0,700.0,107.1,3.0,43.8,5.0,4.0,1172.0
VGtM,217.0,humanoid,generic,N,9.0,4,5000.0,66.0,12.0,121.5,15.0,7.0,7.0,50.0,4.0,7.0,5.0,1800.0,140.7,4.0,63.8,8.0,6.0,2244.0
VGtM,180.0,aberration,generic,N,3.0,2,700.0,33.0,15.0,33.0,17.0,5.0,5.0,28.0,1.0,4.0,2.0,450.0,42.1,0.25,32.4,4.0,1.0,341.0
VGtM,180.0,aberration,generic,N,4.0,2,1100.0,71.5,15.0,71.0,18.0,5.0,5.0,28.0,3.0,4.0,3.0,700.0,95.1,2.0,32.4,4.0,3.0,771.0
VGtM,181.0,aberration,generic,N,13.0,5,10000.0,325.5,16.0,325.0,20.0,13.0,13.0,69.333336,17.0,13.0,15.0,13000.0,480.2,19.0,118.6,14.0,16.0,14235.0
TftYP,240.0,fey,unique,N,2.0,2,450.0,44.0,13.0,44.0,18.0,5.0,10.0,18.666666,1.0,5.0,3.0,700.0,59.0,0.5,27.6,3.0,2.0,407.0
RoT,91.0,humanoid,unique,N,9.0,4,5000.0,117.0,17.0,117.0,17.0,7.0,7.0,40.0,5.0,6.0,5.0,1800.0,149.3,5.0,51.1,6.0,5.0,1906.0
MM,235.0,fiend,generic,N,3.0,2,700.0,68.0,13.0,68.0,13.0,6.0,6.0,20.0,0.5,3.0,2.0,450.0,71.4,0.5,24.3,3.0,2.0,434.0
MOoT,221.0,fiend,generic,N,11.0,4,7200.0,133.0,18.0,226.3,20.0,8.0,8.0,79.0,12.0,12.0,12.0,8400.0,334.3,13.0,105.9,12.0,12.0,8847.0
MToF,216.0,undead,generic,N,20.0,6,25000.0,297.0,14.0,371.3,14.0,12.0,14.0,84.0,18.0,16.0,17.0,18000.0,409.3,16.0,150.9,17.0,16.0,15436.0
WDH,212.0,construct,generic,N,4.0,2,1100.0,45.0,18.0,45.0,21.0,6.0,6.0,22.0,3.0,4.0,3.0,700.0,69.8,0.5,26.7,3.0,2.0,467.0
BGDiA,170.0,humanoid,unique,N,5.0,3,1800.0,84.5,15.0,99.0,17.0,7.0,9.0,36.0,4.0,6.0,5.0,1800.0,126.4,4.0,50.7,6.0,5.0,1600.0
GGtR,214.0,dragon,unique,L,26.0,8,90000.0,370.5,22.0,575.0,31.0,17.0,17.0,186.66667,30.0,26.0,28.0,120000.0,1453.0,30.0,388.1,26.0,29.0,140965.0
MM,236.0,aberration,generic,N,2.0,2,450.0,45.0,15.0,45.0,15.0,4.0,4.0,12.0,0.5,1.0,0.5,100.0,52.1,0.25,13.2,1.0,0.5,172.0
MM,314.0,fiend,generic,N,9.0,4,5000.0,123.5,18.0,184.5,20.0,9.0,9.0,44.0,10.0,7.0,8.0,3900.0,272.6,10.0,61.9,7.0,9.0,4219.0
MOoT,233.0,monstrosity,generic,N,1.0,2,200.0,27.5,14.0,27.0,16.0,5.0,5.0,12.666667,0.25,2.0,1.0,200.0,32.8,0.125,14.7,1.0,0.5,120.0
BR,200.0,beast,generic,N,1.0,2,200.0,37.5,12.0,37.0,14.0,5.0,5.0,10.333333,0.25,2.0,1.0,200.0,40.8,0.25,12.0,1.0,0.5,122.0
MToF,126.0,construct,generic,N,5.0,3,1800.0,58.5,16.0,116.0,18.0,7.0,7.0,31.333334,6.0,5.0,5.0,1800.0,155.5,5.0,40.0,5.0,5.0,1554.0
MToF,218.0,ooze,generic,N,5.0,3,1800.0,75.0,14.0,75.0,14.0,7.0,7.0,30.0,1.0,5.0,3.0,700.0,82.7,1.0,38.3,4.0,3.0,791.0
MM,243.0,ooze,generic,N,2.0,2,450.0,45.0,8.0,45.0,8.0,4.0,4.0,12.0,0.0,1.0,0.5,100.0,37.0,0.25,13.2,1.0,0.5,122.0
MM,326.0,beast,generic,N,1.0,2,200.0,52.0,11.0,52.0,11.0,5.0,5.0,10.0,0.25,2.0,1.0,200.0,49.5,0.25,11.6,1.0,0.5,143.0
MM,237.0,giant,generic,N,2.0,2,450.0,59.5,11.0,59.0,11.0,6.0,6.0,13.0,0.25,2.0,1.0,200.0,56.2,0.5,15.8,2.0,1.0,222.0
MToF,220.0,giant,generic,N,4.0,2,1100.0,59.5,14.0,59.0,18.0,10.0,10.0,31.0,2.0,6.0,4.0,1100.0,79.1,1.0,45.8,5.0,3.0,905.0
MToF,220.0,giant,generic,N,2.0,2,450.0,59.5,13.0,59.0,13.0,3.0,3.0,17.0,0.5,2.0,1.0,200.0,62.0,0.5,17.9,2.0,1.0,276.0
MToF,221.0,giant,generic,N,3.0,2,700.0,59.5,11.0,59.0,11.0,6.0,6.0,16.0,0.25,3.0,2.0,450.0,56.2,0.5,19.4,2.0,1.0,273.0
MToF,221.0,giant,generic,N,2.0,2,450.0,59.5,13.0,59.0,13.0,6.0,6.0,11.0,0.5,2.0,1.0,200.0,62.0,0.5,13.4,1.0,1.0,207.0
PotA,216.0,elemental,unique,LL,20.0,6,25000.0,526.5,20.0,616.0,26.0,14.0,18.0,78.0,28.0,17.0,22.0,41000.0,1219.6,30.0,170.3,18.0,23.0,51915.0
MToF,251.0,fiend,generic,N,12.0,4,8400.0,126.0,17.0,157.5,19.0,8.0,8.0,76.666664,8.0,12.0,10.0,5900.0,221.6,8.0,102.7,12.0,10.0,5692.0
PotA,218.0,elemental,unique,LL,18.0,6,20000.0,324.0,18.0,517.5,22.0,11.0,11.0,135.0,24.0,20.0,22.0,41000.0,843.0,25.0,209.4,20.0,22.0,44135.0
PotA,207.0,humanoid,generic,N,3.0,2,700.0,49.5,12.0,49.0,15.0,5.0,5.0,42.666668,0.5,6.0,3.0,700.0,56.7,0.5,49.4,6.0,3.0,700.0
MM,239.0,giant,generic,N,7.0,3,2900.0,110.5,16.0,140.0,18.0,7.0,7.0,44.0,6.0,6.0,6.0,2300.0,187.6,7.0,56.2,7.0,7.0,2634.0
TftYP,241.0,undead,unique,N,10.0,4,5900.0,138.0,9.0,276.0,9.0,7.0,7.0,78.0,10.0,12.0,11.0,7200.0,238.4,9.0,99.5,11.0,10.0,5934.0
MOoT,238.0,humanoid,generic,N,4.0,2,1100.0,44.0,15.0,44.0,15.0,5.0,9.0,23.0,0.5,5.0,3.0,700.0,50.9,0.25,32.4,4.0,2.0,412.0
VGtM,183.0,humanoid,generic,N,4.0,2,1100.0,60.0,18.0,60.0,18.0,5.0,5.0,41.0,2.0,6.0,4.0,1100.0,80.4,1.0,47.5,6.0,4.0,954.0
VGtM,183.0,humanoid,generic,N,2.0,2,450.0,45.0,14.0,45.0,14.0,4.0,4.0,24.0,0.25,3.0,2.0,450.0,49.6,0.25,26.5,3.0,1.0,328.0
MM,247.0,humanoid,generic,N,2.0,2,450.0,45.0,16.0,45.0,16.0,5.0,5.0,11.0,0.5,2.0,1.0,200.0,54.7,0.5,12.7,1.0,0.5,174.0
VGtM,184.0,humanoid,generic,N,2.0,2,450.0,30.0,12.0,30.0,12.0,4.0,4.0,25.0,0.125,3.0,2.0,450.0,30.0,0.125,27.6,3.0,1.0,207.0
VGtM,185.0,humanoid,generic,N,3.0,2,700.0,52.0,15.0,52.0,15.0,5.0,5.0,33.333332,1.0,5.0,3.0,700.0,60.2,0.5,38.6,4.0,2.0,581.0
MM,246.0,humanoid,generic,N,4.0,2,1100.0,93.5,16.0,93.0,18.0,6.0,6.0,32.0,4.0,4.0,4.0,1100.0,124.6,4.0,38.9,5.0,4.0,1212.0
OotA,245.0,fiend,unique,LL,26.0,8,90000.0,405.0,17.0,618.8,24.0,18.0,18.0,218.33333,27.0,28.0,27.0,105000.0,1111.2,29.0,476.6,28.0,29.0,132396.0
MToF,153.0,fiend,unique,LL,26.0,8,90000.0,405.0,17.0,618.8,24.0,18.0,18.0,191.33333,27.0,26.0,26.0,90000.0,1111.2,29.0,417.7,27.0,28.0,116024.0
MOoT,237.0,fey,generic,N,4.0,2,1100.0,49.5,16.0,49.0,18.0,6.0,6.0,25.666666,1.0,4.0,2.0,450.0,65.7,0.5,31.2,4.0,2.0,512.0
PotA,211.0,humanoid,unique,N,2.0,2,450.0,39.0,11.0,50.0,14.0,5.0,5.0,25.5,0.25,3.0,2.0,450.0,55.1,0.5,29.5,3.0,2.0,407.0
MM,247.0,humanoid,generic,N,2.0,2,450.0,42.5,18.0,42.0,18.0,6.0,6.0,20.0,1.0,3.0,2.0,450.0,56.3,0.5,24.3,3.0,1.0,342.0
MToF,169.0,fiend,generic,N,10.0,4,5900.0,105.0,17.0,180.0,21.0,10.0,14.0,39.0,10.0,10.0,10.0,5900.0,279.2,10.0,70.0,8.0,9.0,4889.0
GGtR,202.0,giant,generic,N,6.0,3,2300.0,84.0,18.0,84.0,18.0,9.0,11.0,50.0,3.0,9.0,6.0,2300.0,112.6,3.0,77.6,9.0,6.0,2183.0
WDotMM,96.0,dragon,unique,N,3.0,2,700.0,104.0,15.0,104.0,19.0,7.0,7.0,11.0,6.0,3.0,4.0,1100.0,146.3,4.0,14.0,1.0,2.0,514.0
MM,248.0,aberration,generic,N,5.0,3,1800.0,114.0,14.0,114.0,14.0,6.0,6.0,34.0,3.0,5.0,4.0,1100.0,125.7,4.0,41.3,5.0,4.0,1299.0
MM,249.0,monstrosity,generic,N,3.0,2,700.0,59.5,13.0,59.0,13.0,7.0,7.0,24.0,0.5,4.0,2.0,450.0,62.0,0.5,30.6,4.0,2.0,474.0
IDRotF,309.0,monstrosity,generic,N,3.0,2,700.0,59.5,13.0,59.0,13.0,7.0,7.0,24.0,0.5,4.0,2.0,450.0,62.0,0.5,30.6,4.0,2.0,474.0
MM,250.0,celestial,generic,N,2.0,2,450.0,59.5,12.0,59.0,12.0,6.0,6.0,11.0,0.5,2.0,1.0,200.0,59.0,0.5,13.4,1.0,1.0,197.0
MM,226.0,construct,generic,N,2.0,2,450.0,32.5,16.0,32.0,16.0,4.0,4.0,25.0,0.5,3.0,2.0,450.0,38.9,0.25,27.6,3.0,1.0,268.0
MM,251.0,monstrosity,generic,N,2.0,2,450.0,33.0,13.0,33.0,13.0,5.0,5.0,24.0,0.25,3.0,2.0,450.0,34.7,0.25,27.8,3.0,1.0,241.0
GoS,245.0,monstrosity,unique,L,11.0,4,7200.0,144.5,14.0,234.0,16.0,9.0,9.0,76.0,11.0,12.0,11.0,7200.0,284.4,11.0,106.9,12.0,12.0,7604.0
CoS,235.0,undead,generic,N,3.0,2,700.0,45.0,16.0,90.0,16.0,5.0,5.0,14.0,3.0,2.0,2.0,450.0,109.4,3.0,16.2,2.0,2.0,443.0
HotDQ,91.0,humanoid,unique,N,3.0,2,700.0,59.5,15.0,59.0,15.0,5.0,5.0,36.0,1.0,5.0,3.0,700.0,68.3,0.5,41.7,5.0,3.0,712.0
MM,334.0,monstrosity,generic,N,3.0,2,700.0,32.5,13.0,64.0,13.0,4.0,4.0,25.0,0.5,3.0,2.0,450.0,67.2,0.5,27.6,3.0,2.0,463.0
MToF,199.0,elemental,legendary,L,16.0,5,15000.0,175.0,18.0,265.0,18.0,13.0,13.0,109.333336,13.0,18.0,15.0,13000.0,355.1,13.0,187.0,20.0,17.0,16602.0
MOoT,239.0,undead,generic,N,9.0,4,5000.0,104.5,18.0,118.0,18.0,9.0,9.0,66.0,6.0,11.0,8.0,3900.0,158.1,5.0,92.9,11.0,8.0,3671.0
GoS,247.0,humanoid,generic,N,2.0,2,450.0,45.5,14.0,45.0,14.0,5.0,6.0,14.0,0.25,2.0,1.0,200.0,49.6,0.25,17.0,2.0,1.0,211.0
GoS,248.0,humanoid,generic,N,1.0,2,200.0,32.5,12.0,32.0,15.0,5.0,5.0,15.0,0.5,3.0,2.0,450.0,37.0,0.25,17.4,2.0,0.5,161.0
GoS,248.0,humanoid,generic,N,1.0,2,200.0,26.0,16.0,26.0,16.0,4.0,4.0,14.0,0.25,1.0,0.5,100.0,31.6,0.125,15.4,2.0,0.5,122.0
MM,77.0,fiend,generic,N,20.0,6,25000.0,300.0,19.0,300.0,23.0,14.0,14.0,120.0,18.0,21.0,19.0,22000.0,513.1,20.0,215.5,21.0,20.0,27644.0
MM,80.0,beast,generic,N,2.0,2,450.0,68.0,13.0,68.0,13.0,6.0,6.0,14.0,0.5,2.0,1.0,200.0,71.4,0.5,17.0,2.0,1.0,304.0
WDotMM,127.0,elemental,generic,N,4.0,2,1100.0,58.5,13.0,116.0,17.0,9.0,9.0,23.0,5.0,5.0,5.0,1800.0,148.0,5.0,32.4,4.0,4.0,1198.0
MM,279.0,undead,generic,N,2.0,2,450.0,22.5,12.0,22.0,12.0,4.0,4.0,10.0,0.125,1.0,0.5,100.0,22.0,0.125,11.0,1.0,0.25,61.0
MOoT,231.0,monstrosity,unique,L,19.0,6,22000.0,232.5,17.0,322.0,17.0,13.0,13.0,164.0,16.0,23.0,19.0,22000.0,411.0,16.0,280.5,23.0,20.0,28818.0
GGtR,228.0,humanoid,generic,N,3.0,2,700.0,63.0,11.0,63.0,14.0,6.0,6.0,11.0,0.5,2.0,1.0,200.0,69.5,0.5,13.4,1.0,1.0,232.0
MM,348.0,humanoid,generic,N,2.0,2,450.0,27.5,13.0,27.0,13.0,5.0,5.0,51.666668,0.125,7.0,4.0,1100.0,28.4,0.125,59.8,7.0,2.0,424.0
IDRotF,160.0,humanoid,unique,N,1.0,2,200.0,32.5,11.0,32.0,13.0,5.0,5.0,9.0,0.25,1.0,0.5,100.0,33.6,0.25,10.4,1.0,0.5,88.0
ToA,229.0,monstrosity,generic,N,1.0,2,200.0,26.0,12.0,26.0,14.0,4.0,4.0,18.0,0.125,2.0,1.0,200.0,28.7,0.125,19.8,2.0,0.5,142.0
OotA,,humanoid,unique,N,4.0,2,1100.0,49.5,13.0,65.0,18.0,6.0,6.0,38.666668,2.0,6.0,4.0,1100.0,87.1,1.0,47.0,6.0,4.0,1023.0
MM,255.0,monstrosity,generic,N,15.0,5,13000.0,247.5,18.0,247.0,18.0,14.0,14.0,90.0,12.0,17.0,14.0,11500.0,331.0,13.0,161.6,17.0,15.0,13375.0
PotA,113.0,monstrosity,generic,N,13.0,5,10000.0,247.5,18.0,184.0,18.0,14.0,14.0,97.0,9.0,18.0,13.0,10000.0,246.6,9.0,174.2,19.0,14.0,10738.0
SKT,242.0,monstrosity,generic,N,2.0,2,450.0,42.5,12.0,42.0,12.0,5.0,5.0,22.0,0.25,3.0,2.0,450.0,42.0,0.25,25.5,3.0,1.0,267.0
MM,226.0,construct,generic,N,1.0,2,200.0,22.0,16.0,22.0,18.0,4.0,4.0,20.0,0.5,2.0,1.0,200.0,29.5,0.125,22.1,2.0,0.5,163.0
MM,256.0,humanoid,generic,N,2.0,2,450.0,45.0,13.0,45.0,13.0,5.0,5.0,12.0,0.25,2.0,1.0,200.0,47.3,0.25,13.9,1.0,0.5,164.0
MM,256.0,humanoid,generic,N,3.0,2,700.0,45.0,13.0,45.0,13.0,5.0,5.0,21.666666,0.25,3.0,2.0,450.0,47.3,0.25,25.1,3.0,1.0,296.0
MM,63.0,fiend,generic,N,1.0,2,200.0,7.5,13.0,14.0,15.0,4.0,4.0,9.0,0.25,0.5,0.25,50.0,16.2,0.125,9.9,1.0,0.25,40.0
VGtM,140.0,beast,generic,N,2.0,2,450.0,30.0,13.0,30.0,13.0,4.0,4.0,22.0,0.125,3.0,2.0,450.0,31.5,0.125,24.3,3.0,1.0,191.0
VGtM,187.0,fey,generic,N,1.0,2,200.0,10.5,16.0,10.0,21.0,8.0,8.0,24.0,1.0,5.0,3.0,700.0,15.5,0.125,32.2,4.0,0.5,125.0
ERftLW,308.0,celestial,generic,N,11.0,4,7200.0,142.5,18.0,177.5,20.0,10.0,10.0,61.333332,10.0,10.0,10.0,5900.0,262.2,10.0,90.6,11.0,10.0,5941.0
CoS,237.0,humanoid,unique,N,10.0,4,5900.0,135.0,18.0,135.0,18.0,10.0,10.0,59.0,6.0,10.0,8.0,3900.0,180.9,6.0,87.2,10.0,8.0,3943.0
ERftLW,303.0,fiend,unique,L,28.0,8,120000.0,478.5,23.0,710.0,28.0,17.0,17.0,210.0,30.0,26.0,28.0,120000.0,1549.8,30.0,436.6,27.0,30.0,169155.0
GGtR,247.0,fiend,unique,L,24.0,7,62000.0,300.0,20.0,465.0,24.0,15.0,15.0,161.0,24.0,24.0,24.0,62000.0,835.1,25.0,303.6,23.0,24.0,63380.0
GGtR,248.0,humanoid,generic,N,2.0,2,450.0,27.5,12.0,27.0,12.0,6.0,6.0,26.0,0.125,4.0,2.0,450.0,27.0,0.125,31.6,4.0,1.0,213.0
GGtR,248.0,humanoid,generic,N,1.0,2,200.0,22.0,13.0,22.0,15.0,5.0,5.0,15.0,0.25,3.0,2.0,450.0,25.5,0.125,17.4,2.0,0.5,111.0
MM,257.0,fiend,generic,N,13.0,5,10000.0,110.5,16.0,165.0,18.0,7.0,7.0,18.0,8.0,4.0,6.0,2300.0,221.1,8.0,23.0,3.0,4.0,1270.0
ERftLW,309.0,fiend,generic,N,5.0,3,1800.0,59.5,18.0,88.5,20.0,7.0,7.0,35.0,5.0,5.0,5.0,1800.0,130.8,4.0,44.7,5.0,5.0,1460.0
ToA,230.0,monstrosity,unique,N,7.0,3,2900.0,127.5,15.0,127.0,20.0,6.0,6.0,72.0,7.0,10.0,8.0,3900.0,187.6,7.0,87.5,10.0,8.0,4105.0
HotDQ,92.0,humanoid,unique,N,6.0,3,2300.0,71.5,13.0,86.0,20.0,7.0,7.0,70.0,5.0,11.0,8.0,3900.0,127.1,4.0,89.3,10.0,7.0,2838.0
PotA,201.0,humanoid,generic,N,5.0,3,1800.0,142.5,17.0,112.0,17.0,6.0,6.0,47.0,5.0,7.0,6.0,2300.0,142.9,4.0,57.1,7.0,6.0,2042.0
BGDiA,233.0,humanoid,generic,N,2.0,2,450.0,27.5,15.0,27.0,20.0,7.0,9.0,30.0,1.0,6.0,3.0,700.0,39.9,0.25,42.2,5.0,2.0,421.0
GGtR,231.0,humanoid,generic,N,4.0,2,1100.0,52.0,18.0,52.0,23.0,4.0,4.0,54.666668,5.0,7.0,6.0,2300.0,88.9,1.0,60.3,7.0,4.0,1340.0
MM,98.0,dragon,generic,N,4.0,2,1100.0,75.0,17.0,75.0,21.0,6.0,6.0,24.0,5.0,4.0,4.0,1100.0,116.3,3.0,29.2,3.0,3.0,849.0
MM,98.0,dragon,legendary,L,17.0,6,18000.0,256.5,19.0,346.0,21.0,14.0,14.0,130.33333,20.0,22.0,21.0,33000.0,536.8,20.0,234.1,21.0,21.0,31408.0
MM,97.0,dragon,legendary,LL,24.0,7,62000.0,546.0,22.0,636.0,24.0,17.0,17.0,177.66667,28.0,26.0,27.0,105000.0,1142.2,30.0,369.4,25.0,27.0,105466.0
MM,98.0,dragon,generic,N,10.0,4,5900.0,178.5,18.0,178.0,20.0,10.0,10.0,66.0,10.0,11.0,10.0,5900.0,263.0,10.0,97.5,11.0,11.0,6411.0
MM,85.0,dragon,generic,N,13.0,5,10000.0,178.5,18.0,178.0,24.0,10.0,10.0,68.0,12.0,11.0,11.0,7200.0,319.7,12.0,100.5,12.0,12.0,8029.0
VGtM,188.0,fey,generic,N,3.0,2,700.0,45.0,13.0,45.0,13.0,6.0,6.0,27.0,0.25,4.0,2.0,450.0,47.3,0.25,32.8,4.0,2.0,388.0
WDH,214.0,humanoid,unique,N,9.0,4,5000.0,66.0,12.0,162.0,20.0,8.0,8.0,76.666664,9.0,12.0,10.0,5900.0,239.3,9.0,102.7,12.0,10.0,6148.0
MM,258.0,monstrosity,generic,N,11.0,4,7200.0,195.5,17.0,195.0,17.0,11.0,11.0,84.0,9.0,14.0,11.0,7200.0,248.9,9.0,130.3,15.0,12.0,8108.0
MM,258.0,monstrosity,generic,N,5.0,3,1800.0,93.5,14.0,93.0,14.0,6.0,6.0,34.0,2.0,5.0,3.0,700.0,102.5,2.0,41.3,5.0,4.0,1059.0
MToF,222.0,construct,generic,N,14.0,5,11500.0,210.0,19.0,315.0,21.0,11.0,11.0,57.0,18.0,11.0,14.0,11500.0,488.7,19.0,88.4,10.0,14.0,10803.0
MOoT,240.0,undead,generic,N,4.0,2,1100.0,65.0,15.0,65.0,15.0,4.0,8.0,17.0,1.0,4.0,2.0,450.0,75.2,1.0,22.8,3.0,2.0,429.0
MOoT,241.0,undead,generic,N,4.0,2,1100.0,65.0,15.0,65.0,15.0,5.0,9.0,32.0,1.0,6.0,3.0,700.0,75.2,1.0,45.0,5.0,3.0,847.0
